N	2gram	Losev_Vlad_1	Myslijsy
1	потому что	11	49
2	для нас	4	31
3	то есть	3	30
4	и в	31	24
5	может быть	6	23
6	то что	18	20
7	и не	17	19
8	в том	11	18
9	а не	1	18
10	что в	14	16
11	не только	24	15
12	того же	6	14
13	при этом	2	13
14	не в	5	13
15	было бы	2	13
16	то же	6	12
17	но не	3	12
18	мы можем	1	12
19	не может	6	12
20	мы не	1	11
21	таким образом	3	11
22	вместе с	3	11
23	если бы	1	11
24	что и	5	11
25	что мы	2	11
26	только в	9	11
27	тогда как	1	10
28	как в	3	10
29	в себе	4	10
30	для него	7	10
31	так что	10	10
32	так как	8	10
33	в нем	4	9
34	вовсе не	5	9
35	то и	2	9
36	но и	19	9
37	и на	3	8
38	в этом	14	8
39	более или	3	8
40	том что	14	8
41	или менее	3	8
42	под влиянием	3	8
43	а в	9	8
44	в чем	2	7
45	во всех	1	7
46	мысль о	1	7
47	как и	4	7
48	всяком случае	2	7
49	не могут	1	7
50	прежде всего	1	7
51	тем что	2	7
52	того что	2	7
53	во всяком	2	7
54	и т	2	6
55	что если	1	6
56	и как	4	6
57	в состоянии	1	6
58	и того	1	6
59	тем не	2	6
60	в то	8	6
61	связи с	1	6
62	есть только	1	6
63	свою очередь	1	6
64	и только	1	6
65	в одном	1	6
66	заметить что	1	6
67	с другой	3	6
68	не было	5	6
69	этого слова	1	6
70	не есть	1	6
71	в свою	1	6
72	по поводу	12	6
73	столь же	1	5
74	а и	1	5
75	что они	3	5
76	все же	3	5
77	уже в	7	5
78	на то	5	5
79	есть не	1	5
80	и уже	1	5
81	не менее	2	5
82	с ним	5	5
83	судя по	1	5
84	так и	6	5
85	о том	11	5
86	с другими	1	5
87	тот же	3	5
88	из них	2	5
89	от того	1	5
90	в них	2	5
91	для того	2	5
92	что не	1	5
93	приводит в	1	5
94	или не	1	5
95	же в	1	5
96	в которой	4	5
97	нам кажется	1	4
98	в самом	2	4
99	время как	1	4
100	еще не	2	4
101	но в	12	4
102	уже не	3	4
103	из этих	2	4
104	как он	4	4
105	так сказать	1	4
106	главным образом	4	4
107	и если	5	4
108	с тем	2	4
109	в котором	6	4
110	место в	2	4
111	между прочим	11	4
112	тем самым	2	4
113	для меня	4	4
114	образом в	2	4
115	одна из	1	4
116	то время	2	4
117	так в	1	4
118	никогда не	9	4
119	и что	6	4
120	за другим	1	4
121	для самого	1	4
122	что он	12	4
123	с одной	1	4
124	и вместе	1	4
125	в других	1	4
126	влияние на	1	4
127	если не	3	4
128	с а	9	4
129	от него	2	4
130	во время	3	4
131	себе не	1	4
132	в таком	1	4
133	и то	10	3
134	этого последнего	2	3
135	той же	2	3
136	есть нечто	1	3
137	но она	3	3
138	но даже	2	3
139	что его	4	3
140	со стороны	2	3
141	в нас	4	3
142	относится к	1	3
143	которые не	1	3
144	хотя и	4	3
145	на нас	1	3
146	в целом	3	3
147	чувства а	1	3
148	что она	2	3
149	т д	2	3
150	о которой	3	3
151	не как	1	3
152	так например	2	3
153	человека в	1	3
154	них не	1	3
155	на все	2	3
156	это не	1	3
157	и тем	1	3
158	кажется что	2	3
159	о которых	1	3
160	далеко не	1	3
161	и тогда	1	3
162	в этих	1	3
163	но во	1	3
164	ни было	1	3
165	быть не	1	3
166	в ней	1	3
167	и притом	3	3
168	на него	3	3
169	которых мы	1	3
170	в каком	2	3
171	те же	1	3
172	не с	1	3
173	и вообще	4	3
174	на вопрос	1	3
175	но мы	2	3
176	от них	1	3
177	которые мы	1	3
178	и во	1	3
179	которое мы	1	3
180	и у	4	3
181	одно из	1	3
182	от другого	1	3
183	что на	2	3
184	что для	4	3
185	одной стороны	1	3
186	с прежними	1	3
187	становится для	1	3
188	смысле этого	1	3
189	но это	3	3
190	к другим	1	3
191	и для	2	3
192	и от	5	3
193	и все	4	3
194	только что	2	3
195	с ними	2	3
196	все что	2	3
197	как на	2	3
198	самом деле	1	2
199	на самом	1	2
200	воспоминания о	1	2
201	и есть	1	2
202	мысли а	1	2
203	чего не	1	2
204	нас на	1	2
205	на две	1	2
206	не имеют	1	2
207	отношения к	1	2
208	с в	3	2
209	человеческой природы	1	2
210	не во	1	2
211	вопрос о	1	2
212	с его	11	2
213	то мы	3	2
214	совсем не	4	2
215	только потому	1	2
216	что за	1	2
217	значение и	1	2
218	по отношению	1	2
219	в общем	3	2
220	за пределы	3	2
221	что во	1	2
222	его на	2	2
223	убеждены что	1	2
224	все эти	3	2
225	в нашем	4	2
226	и тот	2	2
227	но на	3	2
228	время и	2	2
229	а скорее	1	2
230	одной и	1	2
231	и по	8	2
232	на этом	2	2
233	одно и	1	2
234	но все	1	2
235	такого же	1	2
236	в каждом	1	2
237	факт что	1	2
238	чувства к	3	2
239	вместе со	1	2
240	например с	1	2
241	в жизни	3	2
242	ни с	4	2
243	мы знаем	2	2
244	что такое	2	2
245	нет возможности	2	2
246	не столько	2	2
247	и той	1	2
248	но он	5	2
249	с такою	1	2
250	их в	1	2
251	для нее	2	2
252	тому что	1	2
253	а а	4	2
254	и его	7	2
255	что с	2	2
256	с теми	1	2
257	сказать что	7	2
258	что ему	1	2
259	были и	1	2
260	но только	3	2
261	того чтобы	2	2
262	и весь	2	2
263	же время	4	2
264	с нами	1	2
265	к ней	4	2
266	во всем	4	2
267	у нас	6	2
268	как мысль	1	2
269	указывает на	2	2
270	и это	2	2
271	что все	2	2
272	на другой	1	2
273	к нам	1	2
274	имеют для	2	2
275	с самого	1	2
276	что у	4	2
277	что может	1	2
278	как содержание	1	2
279	было в	1	2
280	и здесь	3	2
281	и поэтому	1	2
282	внимание на	1	2
283	нас в	1	2
284	это было	6	2
285	связь между	1	2
286	которой мы	2	2
287	вообще и	1	2
288	если это	1	2
289	одному человеку	1	2
290	этом смысле	4	2
291	в формах	1	2
292	один из	4	2
293	в обществе	1	2
294	а это	2	2
295	а то	1	2
296	и других	2	2
297	прибавить что	2	2
298	друг друга	1	2
299	но что	3	2
300	у него	15	2
301	с известным	1	2
302	а с	5	2
303	и затем	2	2
304	себя и	1	2
305	между ними	1	2
306	было для	1	2
307	в связи	3	2
308	как именно	1	2
309	с первого	2	2
310	так же	1	2
311	и потому	6	2
312	как это	7	2
313	она есть	1	2
314	некоторое время	2	2
315	сравнении с	1	2
316	все это	5	2
317	его чувство	1	2
318	в его	12	2
319	или в	1	2
