N	3gram	Propp_Isto_4	Dialekti
1	и т д	24	19
2	одно и то	1	4
3	и то же	1	4
4	с другой стороны	4	4
5	ничего не говорит	1	4
6	на то что	3	4
7	потому что он	1	3
8	не имеет никакого	1	3
9	может быть и	1	3
10	не может быть	4	3
11	содержит в себе	2	3
12	ничего общего с	1	3
13	можно сказать что	1	3
14	как это мы	1	2
15	до сих пор	5	2
16	что он не	1	2
17	т д но	1	2
18	точно так же	5	2
19	так как он	2	2
20	по сравнению с	3	2
21	это и есть	1	2
22	о том что	2	2
23	с этой стороны	2	2
24	к тому что	1	2
25	то время как	1	1
26	что в данном	1	1
27	и в особенности	1	1
28	бы они были	1	1
29	в отдельности мы	1	1
30	как он есть	1	1
31	мы уже знаем	1	1
32	к нему с	1	1
33	как мы увидим	1	1
34	не есть нечто	1	1
35	д или же	1	1
36	представить себе что	1	1
37	ничего не говорят	1	1
38	к нему на	1	1
39	надо прибавить что	1	1
40	и даже в	1	1
41	и показывает что	1	1
42	он может оказаться	1	1
43	даже если бы	1	1
44	так как иначе	1	1
45	не говорят о	1	1
46	не потому что	1	1
47	если бы мы	1	1
48	этих и подобных	1	1
49	то что она	1	1
50	но эта связь	1	1
51	вовсе не есть	1	1
52	в то время	1	1
53	но мы уже	1	1
54	по большей части	1	1
55	во всех этих	1	1
56	говорит что это	1	1
57	не в том	1	1
58	в связи с	2	1
59	то что он	2	1
60	таким образом и	1	1
61	но так как	1	1
62	что же это	1	1
63	что вообще на	1	1
64	это мы видим	1	1
65	есть не что	1	1
66	нельзя сказать что	1	1
67	и наконец даже	1	1
68	а не только	1	1
69	т д или	1	1
70	он не имеет	1	1
71	мы должны поставить	1	1
72	что иное как	3	1
73	но все же	4	1
74	же это за	1	1
75	в этих случаях	7	1
76	и может быть	1	1
77	имеется в виду	1	1
78	не что иное	3	1
79	тем не менее	2	1
80	можно найти много	1	1
81	т д в	1	1
82	то же самое	2	1
