N	2gram	Losev_Dial_1	KulturaY
1	т е	25	38
2	и т	21	33
3	в том	9	30
4	и в	18	24
5	потому что	14	23
6	том что	9	21
7	т п	2	18
8	что в	13	17
9	того чтобы	1	17
10	для того	2	16
11	было бы	12	15
12	и пр	5	15
13	в этом	12	14
14	т д	19	14
15	точки зрения	17	14
16	может быть	17	13
17	все же	5	12
18	таким образом	1	12
19	и не	30	12
20	в его	3	12
21	не в	6	11
22	только в	3	11
23	хотя бы	6	10
24	в самом	3	10
25	не только	13	10
26	в силу	1	10
27	вовсе не	7	10
28	самом деле	3	9
29	с точки	12	9
30	так как	11	9
31	если бы	12	9
32	о том	4	9
33	того что	2	9
34	прежде всего	10	9
35	то что	13	9
36	а только	3	8
37	уже не	2	8
38	то же	10	8
39	том чтобы	1	8
40	как раз	4	8
41	а не	14	8
42	не может	12	7
43	это не	9	7
44	в них	3	7
45	не менее	2	7
46	связи с	1	7
47	так и	9	7
48	бы в	3	7
49	в качестве	2	7
50	с другой	6	7
51	как бы	11	7
52	вместе с	1	7
53	только потому	3	6
54	мере в	1	6
55	мы имеем	2	6
56	на себе	3	6
57	в ней	3	6
58	в которой	1	6
59	все эти	2	6
60	при этом	1	6
61	в которых	2	6
62	можно было	5	6
63	что он	11	6
64	в какой	1	6
65	но и	7	6
66	именно в	2	6
67	что же	3	6
68	все это	11	6
69	другой стороны	4	6
70	что такое	10	6
71	например в	1	5
72	еще не	2	5
73	но не	4	5
74	не просто	7	5
75	и вовсе	1	5
76	что это	11	5
77	и с	5	5
78	но уже	2	5
79	по крайней	4	5
80	и его	1	5
81	не потому	1	5
82	к тому	4	5
83	в виду	5	5
84	с ним	6	5
85	и что	12	5
86	между тем	1	5
87	а потому	1	5
88	крайней мере	4	5
89	еще и	3	5
90	всяком случае	2	5
91	содержание и	1	5
92	что не	7	5
93	в той	1	5
94	в результате	1	5
95	этом отношении	2	5
96	а в	5	5
97	во всяком	4	5
98	это и	4	4
99	что эти	1	4
100	разумеется не	1	4
101	что они	3	4
102	как в	2	4
103	из этих	2	4
104	учение о	11	4
105	на то	5	4
106	в нем	16	4
107	в первую	2	4
108	же касается	1	4
109	того или	1	4
110	в данном	3	4
111	и тогда	2	4
112	тем не	1	4
113	стоит в	1	4
114	тем самым	1	4
115	в науке	3	4
116	на язык	1	4
117	того как	1	4
118	и является	2	4
119	что и	3	4
120	с ними	2	4
121	должен быть	1	4
122	так что	15	4
123	есть в	1	4
124	не есть	40	4
125	из них	2	4
126	со стороны	2	4
127	до сих	2	4
128	там где	1	4
129	в частности	2	4
130	и потому	3	4
131	с этим	2	4
132	по существу	1	4
133	сих пор	2	4
134	один из	3	4
135	указать на	1	4
136	в этих	5	4
137	так же	4	4
138	и то	9	3
139	в котором	4	3
140	той же	1	3
141	на себя	1	3
142	то это	4	3
143	и он	5	3
144	то мы	2	3
145	только тогда	2	3
146	в связи	1	3
147	в своем	5	3
148	хотя и	4	3
149	когда он	1	3
150	его к	1	3
151	более или	3	3
152	в этой	1	3
153	с их	1	3
154	в себе	11	3
155	и если	1	3
156	должна быть	3	3
157	на том	1	3
158	что она	7	3
159	и может	2	3
160	он есть	4	3
161	а это	1	3
162	несмотря на	10	3
163	должно быть	3	3
164	нисколько не	4	3
165	или менее	3	3
166	в их	3	3
167	представление о	1	3
168	и эти	1	3
169	даже в	3	3
170	тому что	3	3
171	только и	4	3
172	в духе	1	3
173	что оно	5	3
174	оно не	1	3
175	здесь не	1	3
176	не с	5	3
177	ясно что	8	3
178	для этого	2	3
179	по мере	2	3
180	можно сказать	6	3
181	нуждается в	3	3
182	этом смысле	3	3
183	меня и	1	3
184	мы увидим	2	3
185	вкуса и	1	3
186	уже в	1	3
187	научного знания	1	3
188	себе в	1	3
189	связано с	1	3
190	уже и	3	3
191	даже и	3	3
192	не было	6	3
193	в особенности	5	3
194	и даже	13	3
195	или иной	3	3
196	а с	2	3
197	есть лишь	1	3
198	если не	1	3
199	как это	4	3
200	а если	1	3
201	была бы	3	3
202	в таком	1	3
203	они не	1	3
204	гораздо более	3	3
205	можно говорить	2	2
206	речь идет	1	2
207	также и	7	2
208	и есть	16	2
209	очень много	3	2
210	по преимуществу	1	2
211	что если	2	2
212	бы и	2	2
213	как то	1	2
214	я не	5	2
215	которое в	2	2
216	данном языке	1	2
217	думаю что	1	2
218	иное как	1	2
