N	2gram	Bakhtin_Fr_7	Myslijsy
1	потому что	5	52
2	то есть	20	42
3	и в	41	39
4	может быть	4	27
5	в том	11	26
6	только в	6	25
7	не может	3	22
8	что в	9	22
9	не только	5	21
10	так как	3	21
11	а не	2	21
12	в нем	7	20
13	но и	9	20
14	и не	7	18
15	том что	4	16
16	так что	1	16
17	в этом	15	15
18	не в	9	15
19	по отношению	2	13
20	в себе	11	13
21	таким образом	19	13
22	так и	10	13
23	отношению к	2	13
24	было бы	4	12
25	есть только	1	11
26	мы не	2	10
27	как в	5	10
28	по себе	1	10
29	и что	1	10
30	то что	8	10
31	в человеке	2	10
32	не есть	2	10
33	но в	8	9
34	как и	14	9
35	мысли в	1	9
36	там же	1	9
37	мысли и	1	9
38	тем что	3	9
39	но не	1	8
40	в слове	1	8
41	точки зрения	5	8
42	в одном	3	8
43	того что	2	8
44	вместе с	5	8
45	по его	1	7
46	в ней	5	7
47	в истории	1	7
48	с этим	2	7
49	это не	6	7
50	в этих	2	7
51	должно быть	4	7
52	то же	13	6
53	все же	1	6
54	и как	2	6
55	при этом	3	6
56	и по	3	6
57	и наоборот	1	6
58	того как	5	6
59	что на	1	6
60	в каком	1	6
61	что и	5	6
62	еще не	2	6
63	как бы	7	6
64	в первом	1	5
65	во всех	3	5
66	с тем	1	5
67	несмотря на	3	5
68	не имеет	3	5
69	и его	9	5
70	язык и	1	5
71	между тем	1	5
72	во втором	1	5
73	в его	12	5
74	для всех	2	5
75	вовсе не	7	5
76	что человек	1	5
77	так же	5	5
78	и потому	3	5
79	но это	3	5
80	и для	5	5
81	а в	5	5
82	в таком	1	5
83	есть нечто	1	4
84	бы ни	1	4
85	а только	2	4
86	все остальные	1	4
87	увидим что	1	4
88	в каждом	1	4
89	этом смысле	1	4
90	мы видели	5	4
91	тем самым	3	4
92	в то	10	4
93	не по	1	4
94	никогда не	2	4
95	же время	9	4
96	во всем	1	4
97	души но	1	4
98	не могут	1	4
99	к тому	2	4
100	смысле в	1	4
101	свою очередь	3	4
102	и необходимости	1	4
103	каждый раз	1	4
104	бы в	2	4
105	слов и	4	4
106	и других	2	4
107	для него	6	4
108	в более	4	4
109	не было	3	4
110	и даже	1	4
111	к духу	1	4
112	прежде всего	11	4
113	притом не	1	4
114	слова и	1	4
115	от него	1	4
116	мы видим	6	4
117	в свою	3	4
118	в своих	1	4
119	того же	3	3
