N	2gram	Bakhtin_Pr_2	Mirosoze
1	и в	43	46
2	у достоевского	14	34
3	в нем	12	22
4	у него	6	22
5	может быть	23	21
6	в этом	13	20
7	не только	11	18
8	и не	29	18
9	никогда не	9	18
10	для него	8	18
11	есть лишь	1	17
12	но и	14	15
13	не может	18	15
14	человека в	4	14
15	как и	14	13
16	иван карамазов	1	13
17	а не	7	13
18	не есть	2	13
19	друг друга	1	12
20	прежде всего	10	12
21	и он	5	11
22	не было	1	11
23	но он	4	11
24	у нас	2	11
25	но в	10	10
26	та же	2	10
27	в себе	5	10
28	он не	9	10
29	он был	3	9
30	не в	11	9
31	не знает	3	9
32	и есть	1	8
33	отношение к	2	8
34	в своем	4	8
35	так как	4	8
36	она не	3	8
37	переходит в	2	8
38	как бы	22	8
39	но это	4	8
40	для достоевского	3	8
41	человека и	2	7
42	ивана карамазова	2	7
43	в мире	1	7
44	как в	2	7
45	и к	3	7
46	в нашем	1	7
47	в этой	1	7
48	человек не	1	7
49	любви к	1	7
50	хотя бы	2	7
51	и потому	1	7
52	и для	3	7
53	что он	13	7
54	вопрос о	2	6
55	что это	2	6
56	не могу	2	6
57	он сам	3	6
58	и здесь	3	6
59	жизнь в	1	6
60	так же	2	6
61	того что	2	6
62	жизни и	1	6
63	то же	8	5
64	есть не	1	5
65	я не	4	5
66	не способен	1	5
67	друг к	2	5
68	безусловное значение	1	5
69	в самом	7	5
70	бы и	2	5
71	что она	1	5
72	что все	1	5
73	к другу	2	5
74	в своей	4	5
75	в отношении	3	5
76	в конце	2	5
77	есть прежде	1	5
78	достоевский не	2	5
79	русский народ	1	5
80	во всем	3	5
81	и его	8	5
82	к тому	4	5
83	и это	4	5
84	те же	1	5
85	это не	3	5
86	один из	1	5
87	в его	10	5
88	него нет	1	5
89	то что	7	5
90	и все	6	5
91	в духе	1	5
92	также и	3	4
93	к чему	1	4
94	обращен к	3	4
95	с его	4	4
96	чем у	3	4
97	в жизни	3	4
98	нет в	1	4
99	том что	2	4
100	жизнь и	1	4
101	не имеет	1	4
102	того чтобы	1	4
103	только и	1	4
104	перед ним	2	4
105	должны быть	2	4
106	что у	2	4
107	так и	3	4
108	для этого	2	4
109	себя в	3	4
110	уже не	3	4
111	вопроса о	1	4
112	что и	3	4
113	они не	1	4
114	до конца	4	4
115	т е	26	4
116	есть уже	1	4
117	что в	4	4
118	все что	1	4
119	смысле слова	1	3
120	же как	1	3
121	чтобы не	2	3
122	это и	1	3
123	к другому	5	3
124	той же	3	3
125	и иван	1	3
126	всегда у	1	3
127	и на	10	3
128	менее всего	1	3
129	достоевского не	3	3
130	если есть	1	3
131	как он	2	3
132	не бывает	1	3
133	в каждом	11	3
134	и с	5	3
135	его в	3	3
136	с самим	8	3
137	на почве	2	3
138	ни в	2	3
139	в них	4	3
140	все равно	1	3
141	одна и	2	3
142	для чего	2	3
143	и тогда	1	3
144	не мог	1	3
145	в такой	2	3
146	что было	2	3
147	того как	2	3
148	и всегда	2	3
149	по своей	1	3
150	достоевский в	4	3
151	только с	1	3
152	себя и	3	3
153	в образе	2	3
154	если бы	3	3
155	с ним	3	3
156	о том	5	3
157	не стоит	1	3
158	самого достоевского	1	3
159	и во	1	3
160	в том	6	3
161	только в	4	3
162	есть в	3	3
163	творчестве достоевского	3	3
164	тем что	3	3
165	с другим	2	3
166	до сих	7	3
167	к которому	1	3
168	связано с	1	3
169	человек в	1	3
170	в творчестве	2	3
171	не знал	1	3
172	и нет	4	3
173	сих пор	7	3
174	и от	1	3
175	лишь как	2	3
176	отношении к	2	3
177	сказать что	2	3
178	есть и	3	3
179	в своих	2	3
180	я и	2	2
181	отношения к	2	2
182	сам по	5	2
183	достоевского в	4	2
184	поэтому он	1	2
185	тут в	3	2
186	из подполья	2	2
187	но она	1	2
188	принадлежит к	1	2
189	нет то	1	2
190	не от	1	2
191	не был	2	2
192	во всех	4	2
193	землю и	1	2
194	то он	1	2
195	по отношению	5	2
196	себе и	4	2
197	в центре	1	2
198	под его	1	2
199	как к	1	2
200	в мысли	1	2
201	хотя и	5	2
202	увидим что	1	2
203	от этого	1	2
204	то в	1	2
205	и этим	3	2
206	по достоевскому	1	2
207	момент его	2	2
208	бы не	2	2
209	достоевского а	1	2
210	но на	2	2
211	может уже	1	2
212	этот процесс	1	2
213	и если	1	2
214	не к	1	2
215	на этом	1	2
216	с собой	4	2
217	еще более	2	2
218	этом он	1	2
219	лишь в	8	2
220	духа достоевский	1	2
221	стоит на	1	2
222	достоевского и	2	2
223	а за	3	2
224	не всегда	1	2
225	очень важное	1	2
