N	3gram	Losev_Dial_3	Problema
1	тем не менее	10	18
2	и т д	23	10
3	то же самое	1	9
4	и тем не	2	8
5	в данном случае	1	8
6	на то что	3	8
7	как раз и	3	7
8	сам по себе	5	7
9	содержит в себе	1	7
10	в таком случае	10	6
11	вовсе не есть	5	6
12	то что мы	3	6
13	не есть ни	3	5
14	о том что	5	5
15	в том что	3	5
16	точно так же	2	4
17	на самом деле	1	4
18	т д и	6	4
19	еще не есть	1	4
20	взятая сама по	1	4
21	в связи с	1	4
22	а не просто	6	4
23	той или иной	2	4
24	в то же	1	4
25	сама по себе	4	4
26	иметь в виду	2	3
27	мы никогда не	1	3
28	более или менее	1	3
29	тем или другим	1	3
30	с точки зрения	14	3
31	до сих пор	1	3
32	сами по себе	3	3
33	даже если бы	1	3
34	во всяком случае	2	3
35	вовсе еще не	1	3
36	ни в каком	3	3
37	д и т	5	3
38	не только не	7	3
39	с другой стороны	2	3
40	сущность и явление	1	3
41	в себе не	1	3
42	что иное как	6	2
43	хотя и не	2	2
44	мы говорим что	1	2
45	случае не может	1	2
46	уж тем более	1	2
47	не говоря уже	2	2
48	в самом деле	5	2
49	так или иначе	2	2
50	все это есть	1	2
51	мы вовсе не	1	2
52	что она есть	3	2
53	по крайней мере	5	2
54	есть не что	3	2
55	это вовсе не	1	2
56	себе не содержит	1	2
57	не о чем	1	2
58	даже и не	3	2
59	отнюдь не есть	2	2
60	и что в	1	2
61	так же как	2	2
62	тех или иных	1	2
63	и в этом	2	2
64	и не просто	2	2
65	когда мы говорим	1	2
66	не может быть	6	2
67	по себе отнюдь	2	2
68	того или иного	2	2
69	и как бы	1	2
70	не может нас	1	2
71	она есть нечто	3	2
72	не что иное	6	2
73	только потому что	1	2
74	подобно тому как	4	2
75	таким образом что	1	1
76	что законы природы	2	1
77	одному тому что	2	1
78	по одному тому	2	1
79	есть и вообще	1	1
80	что отнюдь не	2	1
81	не есть вещь	1	1
82	к этой диалектике	1	1
83	мы уже сказали	1	1
84	что же в	1	1
85	но то что	2	1
86	но даже и	2	1
87	нет никакой возможности	1	1
88	себе отнюдь не	1	1
89	внимание на то	1	1
90	что нет ничего	2	1
91	уж говорить о	1	1
92	на первый план	4	1
93	есть абстрактное понятие	3	1
94	в других областях	1	1
95	а следовательно и	1	1
96	и во всех	1	1
97	у вас в	1	1
98	тот или иной	2	1
99	говоря уже о	2	1
100	и в то	1	1
101	есть и ее	1	1
102	а не что-нибудь	2	1
103	а что же	2	1
104	друг на друга	1	1
105	не существует никакой	1	1
106	имеем дело не	1	1
107	в этом отношении	1	1
108	и является наиболее	1	1
109	говорит о разных	1	1
110	того и другого	1	1
111	за пределы этой	1	1
112	не есть последняя	1	1
113	мы до сих	1	1
114	перед нами не	1	1
115	от всего прочего	5	1
116	таком случае вы	1	1
117	то это значит	4	1
118	вовсе даже не	1	1
119	в истории поэтому	1	1
120	себе вовсе еще	1	1
121	весьма далек от	1	1
122	самом деле что	2	1
123	в себе никакого	1	1
124	что же такое	2	1
125	одно и то	2	1
126	тут перед нами	1	1
127	что не есть	2	1
128	действительно есть нечто	1	1
129	то время как	4	1
130	что ни один	1	1
131	и для этого	1	1
132	же как и	1	1
133	если бы мы	1	1
134	его от всего	1	1
135	только в виде	1	1
136	и уж тем	1	1
137	отнюдь еще не	1	1
138	и то же	2	1
139	а именно как	1	1
140	чем собственно говоря	1	1
141	может и должен	1	1
142	тех или других	1	1
143	или по крайней	1	1
144	требует для себя	1	1
145	значит что мы	4	1
146	ровно ничего не	3	1
147	или не существует	1	1
148	это было бы	2	1
149	превращает их в	1	1
150	уже по одному	2	1
151	не значит что	1	1
152	ни на что	1	1
153	не могут быть	2	1
154	это не значит	1	1
155	не говорит о	2	1
156	есть не только	2	1
157	бы то ни	1	1
158	не что-нибудь иное	1	1
159	ничего не знает	2	1
160	не делится на	3	1
161	и так как	1	1
162	тем что его	1	1
163	но о том	1	1
164	и в том	1	1
165	связи с этим	1	1
166	нет и ничего	2	1
167	не чем иным	1	1
168	субъекта и объекта	3	1
169	есть не просто	1	1
170	что к нему	1	1
171	а то что	1	1
172	не есть нечто	3	1
173	только на то	2	1
174	не есть субъект	1	1
175	чем иным как	1	1
176	только есть нечто	1	1
177	в то время	4	1
178	сих пор говорили	1	1
179	и что такое	3	1
180	уже не просто	1	1
181	и нет ничего	2	1
182	тогда когда есть	1	1
183	точки зрения самого	1	1
184	к нему и	1	1
185	себе отнюдь еще	1	1
186	это значит что	21	1
187	то ясно что	3	1
188	а потому что	1	1
189	только на одном	1	1
190	в чем именно	1	1
191	от самой вещи	1	1
192	здесь не просто	1	1
193	ничего не говорит	3	1
194	но еще и	1	1
195	том что все	1	1
196	сказать что она	1	1
197	и все прочие	1	1
198	которое ничего не	1	1
199	к тому что	2	1
200	это не просто	1	1
201	и что он	1	1
202	никакого отношения к	1	1
203	это не только	1	1
204	не только то	1	1
205	что в них	1	1
206	в сравнении с	3	1
207	признать что в	1	1
208	которая хотя и	1	1
209	все это не	1	1
210	не только есть	1	1
211	по себе вовсе	1	1
212	значит что данный	1	1
213	как и в	3	1
214	от всего иного	1	1
215	к тому же	2	1
216	только тогда когда	3	1
217	не есть просто	4	1
218	это есть не	1	1
219	этого понятия и	1	1
220	она не есть	1	1
221	ведь это же	2	1
