N	3gram	Bakhtin_Fr_6	Psycholo
1	совершенно ясно что	1	14
2	в том что	2	9
3	не может быть	1	8
4	в самом деле	4	7
5	о том что	5	7
6	заключается в том	1	6
7	в зависимости от	1	5
8	в то время	1	5
9	с другой стороны	2	5
10	с одной стороны	4	5
11	для того чтобы	1	5
12	до сих пор	3	3
13	сказать что в	2	3
14	в конце концов	1	3
15	начинается там где	1	3
16	все то что	4	3
17	более или менее	1	2
18	в настоящее время	1	2
19	никак не может	2	2
20	с точки зрения	2	2
21	в этом отношении	3	2
22	вместе с тем	1	2
23	так как они	1	2
24	в целом ряде	1	2
25	в одном из	1	2
26	то есть в	2	2
27	от всех других	1	2
28	смысле этого слова	1	2
29	мы видим что	1	2
30	что и в	1	2
31	мы видели что	1	2
32	и того же	1	1
33	друг к другу	1	1
34	есть как бы	1	1
35	искусстве и в	1	1
36	на искусство и	1	1
37	в основе своей	1	1
38	другой стороны в	1	1
39	в чем же	1	1
40	дело в том	1	1
41	одним и тем	1	1
42	по другой линии	1	1
43	и в особенности	2	1
44	самую существенную роль	1	1
45	том что он	1	1
46	одной стороны и	2	1
47	и там где	1	1
48	в одной плоскости	2	1
49	точку зрения на	1	1
50	именно то что	1	1
51	леонардо да винчи	1	1
52	в значительной мере	1	1
53	он о себе	1	1
54	традиционное представление о	1	1
55	и то что	2	1
56	мы полагаем что	1	1
57	в этой области	1	1
58	в первом случае	3	1
59	и тем же	1	1
60	между тем как	1	1
61	не только в	1	1
62	и потому не	1	1
63	в связи с	1	1
64	то что он	1	1
65	и в другой	1	1
66	мы все время	1	1
67	как бы в	1	1
68	вместо того чтобы	3	1
69	один и тот	1	1
70	в широком смысле	1	1
71	только то что	1	1
72	у него в	1	1
73	тогда когда они	1	1
74	та или иная	1	1
75	как и всякий	1	1
76	существенную роль в	2	1
77	можно сказать что	1	1
78	одного и того	1	1
79	не в большей	1	1
80	в искусстве и	2	1
81	он хотел сказать	1	1
82	при этом совершенно	1	1
83	что в эпоху	1	1
84	в нем не	1	1
85	и тот же	2	1
86	одного и другого	1	1
