N	2gram	Bakhtin_Fr_4	VerxiiNi
1	и в	29	26
2	таким образом	20	22
3	в этом	11	15
4	точки зрения	4	13
5	как бы	8	12
6	в том	7	11
7	не только	10	10
8	и с	9	10
9	может быть	2	10
10	связи с	2	9
11	так как	7	9
12	но и	9	9
13	что в	1	9
14	но не	2	8
15	в общем	1	8
16	главным образом	1	8
17	и у	2	8
18	с другой	4	8
19	и не	16	8
20	как на	2	8
21	но в	12	7
22	связанные с	4	7
23	но все	1	7
24	из них	6	7
25	том что	3	7
26	потому что	1	7
27	в эпоху	15	7
28	к нему	3	7
29	с одной	2	7
30	то что	4	7
31	а с	1	7
32	одной стороны	2	7
33	того же	5	6
34	все же	3	6
35	все эти	9	6
36	в себе	3	6
37	с точки	2	6
38	в отношении	1	6
39	к тому	2	6
40	так и	11	6
41	о том	2	6
42	в конце	9	6
43	что и	1	6
44	и потому	1	6
45	все это	4	6
46	отношение к	1	5
47	сих пор	1	5
48	и к	2	5
49	тому же	1	5
50	в силу	1	5
51	в мире	1	5
52	или менее	3	5
53	того чтобы	3	5
54	никогда не	2	5
55	для того	3	5
56	образом в	3	5
57	в его	8	5
58	до сих	1	5
59	и для	2	5
60	так же	7	5
61	одной из	2	5
62	более или	3	5
63	том числе	3	5
64	в котором	2	4
65	то же	10	4
66	целый ряд	1	4
67	в самом	1	4
68	в этой	13	4
69	и по	5	4
70	что все	1	4
71	то есть	21	4
72	он не	3	4
73	далеко не	5	4
74	и тогда	1	4
75	в то	10	4
76	в нем	5	4
77	числе и	2	4
78	и что	1	4
79	только в	2	4
80	к своим	1	4
81	на этот	1	4
82	не может	2	4
83	и от	1	4
84	в этих	2	4
85	во время	10	4
86	что он	4	4
87	в виде	1	4
88	же как	1	3
89	не вполне	1	3
90	так называемые	2	3
91	в народном	1	3
92	если в	2	3
93	к сожалению	1	3
94	в своем	3	3
95	и как	3	3
96	за собой	1	3
97	в которой	4	3
98	что это	5	3
99	друг за	1	3
100	и если	1	3
101	при этом	3	3
102	подойти к	1	3
103	и при	2	3
104	если бы	1	3
105	в других	2	3
106	и о	5	3
107	уже с	1	3
108	с самого	3	3
109	на нее	1	3
110	можно сказать	1	3
111	того что	3	3
112	но с	1	3
113	в качестве	3	3
114	уже не	2	3
115	что эти	1	3
116	связывается с	1	3
117	для него	1	3
118	в одном	1	3
119	и даже	3	3
120	в связи	1	3
121	религиозной мысли	1	3
122	с этой	1	3
123	за друга	1	3
124	в результате	4	3
125	у них	3	3
126	конце концов	4	3
127	и другие	2	3
128	к этому	2	3
129	в таком	1	3
130	связана с	4	2
131	и это	2	2
132	принято называть	1	2
133	еще не	4	2
134	и на	11	2
135	с его	4	2
136	силы и	1	2
137	в новом	2	2
138	относится к	1	2
139	некоторые из	3	2
140	и наконец	2	2
141	он в	1	2
142	с тех	1	2
143	на то	1	2
144	из этой	1	2
145	не как	1	2
146	людей и	1	2
147	связан с	4	2
148	те же	1	2
149	них не	1	2
150	в них	7	2
151	мы видели	7	2
152	которые в	1	2
153	в россии	1	2
154	как от	1	2
155	характер носят	2	2
156	вплоть до	1	2
157	самого начала	3	2
158	связан и	1	2
159	тех пор	1	2
160	в разных	3	2
161	в самой	1	2
162	же время	8	2
163	так например	1	2
164	этом отношении	1	2
165	ему в	1	2
166	и здесь	3	2
167	похож на	1	2
168	утверждать что	1	2
169	и сами	1	2
170	в образе	4	2
171	особенно в	3	2
172	связанных с	2	2
173	не исчерпывается	1	2
174	в виду	2	2
175	национальный характер	1	2
176	к одной	1	2
177	с того	1	2
178	а также	2	2
179	исторического развития	1	2
180	быть и	1	2
181	по своей	3	2
182	один из	4	2
183	тот же	3	2
184	мира его	1	2
185	очень много	1	2
186	между этими	1	2
187	от них	1	2
188	со всеми	1	2
189	для всех	1	2
190	конечно не	4	2
191	уже в	2	2
192	мы можем	3	2
193	именно в	2	2
194	к которому	2	2
195	прежде всего	8	2
196	выступает в	1	2
197	превращается в	3	2
198	и все	13	2
199	когда же	2	2
200	всех других	1	2
201	уже давно	2	2
202	по своему	4	2
203	особенно к	1	2
204	благодаря этому	1	2
205	что мы	1	2
206	только для	4	2
207	же самое	1	2
208	о котором	1	2
209	в другое	1	2
210	но когда	1	2
211	в эту	3	2
212	только что	1	2
213	в свою	1	2
214	связанный с	1	2
215	сказать что	5	2
216	к его	1	2
217	одновременно и	3	2
218	ко всему	1	2
219	из этого	2	2
220	жизни и	4	2
221	для эпохи	1	2
222	все что	1	2
223	с новыми	1	1
224	себя как	1	1
225	как известно	2	1
226	представляют себе	1	1
227	вряд ли	1	1
228	женщины и	3	1
229	в этот	1	1
230	смысле слова	1	1
231	самом деле	1	1
232	это и	5	1
233	и есть	4	1
234	этого мира	1	1
235	и до	5	1
236	все были	1	1
237	все те	2	1
238	и этот	1	1
239	мы уже	10	1
240	той же	3	1
241	а как	2	1
242	мы не	1	1
243	грехов и	1	1
244	атмосферу в	1	1
245	бы и	1	1
246	он как	1	1
247	в сущности	6	1
248	время как	1	1
249	от церкви	1	1
250	с религиозными	1	1
251	жизни это	1	1
252	кто же	1	1
253	в ней	3	1
254	на них	2	1
255	за это	1	1
256	нему в	1	1
257	в чем	3	1
258	что вполне	1	1
259	а следовательно	1	1
260	видели что	1	1
261	же она	1	1
262	эта особенность	1	1
263	что так	1	1
264	отличие от	1	1
265	что они	2	1
266	себя в	2	1
267	связи и	2	1
268	один и	2	1
269	этих людей	1	1
270	как по	1	1
271	в одной	2	1
272	как в	2	1
273	в постоянном	1	1
274	этой картине	1	1
275	как к	3	1
276	с их	1	1
277	это был	2	1
278	всей этой	1	1
279	его к	2	1
280	но прямо	1	1
281	то в	3	1
282	не приходится	1	1
283	то время	2	1
284	бога в	1	1
285	в нашем	4	1
286	то теперь	1	1
287	есть о	2	1
288	думать что	1	1
289	отчасти и	1	1
290	одни из	1	1
291	не более	1	1
292	точкой для	1	1
293	и тот	2	1
294	и будущее	1	1
295	с народной	1	1
296	так сказать	2	1
297	на его	2	1
298	отправной точкой	1	1
299	образам и	1	1
300	время и	2	1
301	всех этих	3	1
302	к разным	1	1
303	к одному	1	1
304	новое и	2	1
305	такую силу	1	1
306	с представлением	1	1
307	на земле	1	1
308	на задворках	1	1
309	на этом	2	1
310	когда на	1	1
311	прежде чем	1	1
312	что она	1	1
313	верха но	1	1
314	том же	2	1
315	на этой	2	1
316	его в	9	1
317	входит в	1	1
318	это было	1	1
319	было в	2	1
320	это не	5	1
321	священного писания	2	1
