N	3gram	Savitsky_E_1	FransuaR
1	то же время	14	8
2	в то же	15	8
3	в большинстве случаев	2	5
4	и в то	8	4
5	более или менее	1	3
6	в том числе	1	3
7	но и в	1	3
8	для того чтобы	5	3
9	с другой стороны	2	3
10	один и тот	1	2
11	с точки зрения	16	2
12	том числе и	1	2
13	с одной стороны	8	2
14	и тот же	1	2
15	не только в	4	2
16	в то время	1	2
17	то есть в	1	2
18	и по своей	1	2
19	как мы видели	2	2
20	можно сказать что	3	1
21	и того же	1	1
22	между ними и	2	1
23	другой стороны в	1	1
24	и всего мира	1	1
25	дело в том	1	1
26	между прочим и	2	1
27	одной стороны и	6	1
28	в одной из	1	1
29	усиливается тем что	1	1
30	в эту эпоху	1	1
31	том случае если	1	1
32	а также в	1	1
33	сложнее чем обычно	1	1
34	в этом отношении	3	1
35	xviii и xix	2	1
36	этом отношении особенно	1	1
37	в том случае	1	1
38	и со стороны	2	1
39	то время как	1	1
40	это один из	1	1
41	по своему характеру	2	1
42	в данном случае	2	1
43	но в то	2	1
44	на этот раз	1	1
45	смысле этого слова	1	1
46	а также и	1	1
47	может быть и	1	1
48	в отличие от	1	1
49	в связи с	1	1
50	в xviii и	1	1
51	так и в	2	1
52	в полной мере	1	1
53	к участию в	1	1
54	не может быть	2	1
55	одной стороны в	1	1
56	и xix веках	1	1
57	говорить о том	1	1
58	в свою очередь	2	1
59	прежде всего к	2	1
60	мы можем сказать	2	1
61	одного и того	1	1
62	тех или иных	1	1
63	так и по	1	1
64	в соответствии с	1	1
65	в том что	6	1
66	к тому же	1	1
67	можем сказать что	1	1
68	в том же	1	1
69	мы видели что	1	1
