N	2gram	Propp_Isto_2	FransuaR
1	и в	15	65
2	и др	4	24
3	как бы	6	22
4	и не	11	22
5	вовсе не	1	18
6	в сущности	2	16
7	в том	6	16
8	в этом	11	15
9	но в	6	14
10	в нем	7	13
11	мы уже	6	12
12	и на	4	11
13	прежде всего	5	11
14	все эти	4	10
15	не только	18	10
16	и его	3	10
17	так и	5	10
18	но и	14	10
19	и потому	1	10
20	во всех	2	9
21	в его	6	9
22	все это	3	9
23	всех этих	3	8
24	в дальнейшем	1	8
25	здесь в	2	8
26	по своему	1	8
27	и другие	4	8
28	его в	10	7
29	только в	6	7
30	на самом	2	6
31	они были	2	6
32	в ней	4	6
33	еще не	9	6
34	все же	9	6
35	главным образом	2	6
36	при этом	4	6
37	том что	7	6
38	никогда не	15	6
39	тела и	1	6
40	как мы	1	6
41	одно из	2	6
42	так как	14	6
43	может быть	17	6
44	века и	1	6
45	не знает	2	6
46	сказать что	2	6
47	связана с	6	5
48	с его	1	5
49	отличие от	1	5
50	как в	5	5
51	в них	1	5
52	как и	2	5
53	в своей	1	5
54	потому что	9	5
55	и одновременно	1	5
56	на мир	1	5
57	в одном	5	5
58	и пр	7	5
59	превращается в	2	5
60	связь с	4	5
61	в частности	1	5
62	xix века	1	5
63	в той	1	5
64	еще более	1	5
65	и к	1	4
66	в самом	1	4
67	в этой	4	4
68	так сказать	2	4
69	входит в	1	4
70	во время	2	4
71	в их	3	4
72	в отличие	1	4
73	не в	7	4
74	до сих	6	4
75	иной форме	1	4
76	связи с	8	4
77	в жизни	2	4
78	из них	2	4
79	сих пор	7	4
80	мира и	1	4
81	это как	1	4
82	для нас	4	4
83	можно говорить	1	3
84	самом деле	2	3
85	по его	1	3
86	мотив безумия	1	3
87	не просто	2	3
88	в себя	3	3
89	уже не	1	3
90	но все	5	3
91	то что	12	3
92	в себе	4	3
93	но на	1	3
94	и с	4	3
95	на этой	2	3
96	и других	1	3
97	это не	2	3
98	далеко не	1	3
99	он и	3	3
100	он дает	2	3
101	дает в	1	3
102	но это	4	3
103	даже в	1	3
104	эти формы	1	3
105	на котором	2	3
106	ничего не	7	3
107	и здесь	9	3
108	не могут	1	3
109	и прежде	1	3
110	в виду	2	3
111	она была	1	3
112	с ним	1	3
113	о нем	4	3
114	с другой	2	3
115	и во	1	3
116	к нему	5	3
117	вся эта	1	3
118	что он	24	3
119	но как	1	3
120	итак в	2	3
121	друг друга	1	3
122	в системе	2	3
123	в других	3	3
124	связан с	5	3
125	не были	1	3
126	связаны с	1	3
127	и эта	1	3
128	на весь	1	3
129	нет ничего	2	3
130	и их	2	3
131	с миром	1	3
132	в тех	2	3
133	в состоянии	3	3
134	в более	1	3
135	на землю	1	3
136	не может	5	3
137	что в	12	3
138	например в	2	2
139	мы здесь	6	2
140	нам кажется	1	2
141	это очень	1	2
142	это всегда	1	2
143	не вполне	1	2
144	и он	1	2
145	форм в	1	2
146	это время	1	2
147	он был	3	2
148	время в	1	2
149	но не	2	2
150	полно и	1	2
151	связанной с	1	2
152	и наконец	5	2
153	был связан	1	2
154	его к	1	2
155	из этих	3	2
156	он не	8	2
157	человеческого тела	2	2
158	на его	2	2
159	и по	2	2
160	так например	1	2
161	а затем	2	2
162	это было	1	2
163	в этих	11	2
164	но эта	1	2
165	игра в	1	2
166	их в	2	2
167	бы быть	1	2
168	и очень	1	2
169	в таких	2	2
170	а иногда	1	2
171	здесь на	2	2
172	на него	5	2
173	в процессе	1	2
174	образом в	1	2
175	этих двух	1	2
176	во всем	1	2
177	уже очень	2	2
178	в мир	2	2
179	к себе	2	2
180	и именно	2	2
181	могут быть	2	2
182	к тому	5	2
183	и это	3	2
184	и этим	1	2
185	говорили что	2	2
186	приводит к	2	2
187	роль в	3	2
188	особенно в	1	2
189	о том	3	2
190	позволит нам	1	2
191	отметить что	1	2
192	представления о	5	2
193	в свете	2	2
194	но с	2	2
195	мы видим	8	2
196	этот вопрос	1	2
197	с одной	4	2
198	к какому	1	2
199	только на	1	2
200	ни с	1	2
201	смерти и	7	2
202	в особенности	2	2
203	при всей	1	2
204	что не	1	2
205	у других	1	2
206	в некоторых	2	2
207	одной стороны	3	2
208	до конца	1	2
209	несмотря на	1	2
210	и так	2	2
211	его на	2	2
212	к жизни	1	2
213	наряду с	6	2
