N	2gram	Tiupa_Hudo_2	Problema
1	то есть	1	46
2	в его	11	43
3	и не	18	42
4	и в	28	38
5	не может	4	27
6	может быть	8	26
7	как бы	5	22
8	по отношению	7	21
9	в художественном	4	20
10	отнюдь не	2	19
11	отношению к	7	19
12	и с	6	17
13	и его	5	16
14	в этом	13	15
15	в нем	3	15
16	и т	4	14
17	только в	4	13
18	т п	2	13
19	прежде всего	3	13
20	независимо от	1	13
21	но не	4	12
22	за пределы	1	12
23	в искусстве	1	12
24	во всех	1	11
25	в области	1	11
26	и для	2	11
27	отношение к	2	10
28	к нему	3	10
29	не только	11	9
30	его в	2	9
31	но и	9	9
32	было бы	3	8
33	точки зрения	2	8
34	место в	2	8
35	для нее	4	8
36	в том	15	8
37	художественное произведение	1	8
38	то что	6	8
39	еще не	3	7
40	в самом	5	7
41	как и	11	7
42	и становится	2	7
43	не в	13	7
44	как мы	2	7
45	с другой	3	7
46	между тем	8	7
47	совершенно не	1	7
48	в своей	6	7
49	что в	5	7
50	отношения к	1	6
51	самом деле	3	6
52	там где	1	6
53	в пределах	1	6
54	не всегда	1	6
55	с точки	2	6
56	ничего не	5	6
57	дело с	2	6
58	все же	2	6
59	а в	6	6
60	только как	1	6
61	высшей степени	1	5
62	тем как	2	5
63	в своем	5	5
64	все эти	1	5
65	при этом	11	5
66	то же	6	5
67	в музыке	1	5
68	это не	6	5
69	в них	3	5
70	рядом с	5	5
71	так и	8	5
72	в основе	2	5
73	и о	4	5
74	никогда не	5	5
75	не нужно	1	5
76	с ним	7	5
77	а не	14	5
78	быть только	1	5
79	все они	3	5
80	содержания в	1	4
81	в ней	3	4
82	конечном счете	3	4
83	как в	5	4
84	но в	2	4
85	в нашем	2	4
86	в себе	9	4
87	в данном	2	4
88	с миром	1	4
89	не должна	1	4
90	не менее	5	4
91	тем самым	2	4
92	в то	6	4
93	здесь не	2	4
94	в ее	18	4
95	данном случае	2	4
96	можно было	3	4
97	не с	2	4
98	о том	12	4
99	в конечном	4	4
100	которых мы	1	4
101	с ними	3	4
102	принципиально не	1	4
103	в других	4	4
104	и только	2	4
105	к которому	1	4
106	что не	2	4
107	более того	1	4
108	только по	1	4
109	и потому	1	4
110	хотя бы	2	4
111	вне себя	1	4
112	между ними	2	4
113	сказать что	2	4
114	другой стороны	1	4
115	также и	1	3
116	например в	1	3
117	есть форма	1	3
118	едва ли	3	3
119	на материале	1	3
120	говорить о	2	3
121	на них	1	3
122	бы то	1	3
123	точка зрения	1	3
124	иногда и	1	3
125	произведение не	1	3
126	нет и	1	3
127	и к	2	3
128	к миру	1	3
129	он не	4	3
130	то ни	1	3
131	в мире	7	3
132	а как	2	3
133	с другими	3	3
134	и тем	1	3
135	в слове	1	3
136	несмотря на	3	3
137	том что	19	3
138	тем не	4	3
139	на него	3	3
140	имеем дело	1	3
141	же время	4	3
142	как только	3	3
143	слова но	1	3
144	и это	3	3
145	хотя и	1	3
146	и от	2	3
147	приводит к	2	3
148	в дальнейшем	1	3
149	мы в	1	3
150	если бы	6	3
151	на ее	3	3
152	природы и	1	3
153	но с	1	3
154	одной из	3	3
155	с одной	3	3
156	со всеми	1	3
157	слова не	1	3
158	к произведению	1	3
159	и даже	1	3
160	бытия в	1	3
161	оно не	2	3
162	себя и	2	3
163	одной стороны	3	3
164	на фоне	3	3
165	и на	3	3
166	да и	5	3
167	слова и	1	3
168	но это	1	3
169	все это	3	3
170	не является	2	3
171	за его	1	3
172	она может	2	3
173	и все	7	3
174	не знает	1	3
175	в таком	1	3
176	все что	3	3
177	и завершается	1	2
178	в котором	6	2
179	мы имеем	1	2
180	не во	2	2
181	я не	7	2
182	и понять	1	2
183	и он	3	2
184	не остается	1	2
185	столь же	3	2
186	со словами	1	2
187	оглядки на	1	2
188	с его	5	2
189	но как	1	2
190	не все	3	2
191	или иное	1	2
192	показать что	1	2
193	как к	1	2
194	я должен	1	2
195	себе не	1	2
196	целого произведения	1	2
197	и у	2	2
198	что это	5	2
199	бы не	3	2
200	ни одна	1	2
201	нами в	1	2
202	лица и	1	2
203	не следует	1	2
204	в корне	1	2
205	на этом	2	2
206	человека в	4	2
207	в каждом	1	2
208	здесь мы	1	2
209	лишь в	2	2
210	и других	1	2
211	искусства в	1	2
212	о которых	2	2
213	и при	1	2
214	и более	1	2
215	не могли	1	2
216	том же	1	2
217	случае мы	1	2
218	раз и	1	2
219	момент художественной	1	2
220	а иногда	1	2
221	она не	5	2
222	дело в	1	2
223	одна из	2	2
224	того чтобы	4	2
225	чем не	1	2
226	в самой	1	2
227	а лишь	1	2
228	следует что	1	2
229	этом отношении	1	2
230	представляется нам	2	2
231	к себе	3	2
232	есть только	1	2
233	отличается от	1	2
234	же самое	3	2
235	а ее	1	2
236	для того	4	2
237	и значительность	1	2
238	что все	3	2
239	самим собою	2	2
240	в себя	1	2
241	особенно в	1	2
242	с самим	2	2
243	том как	2	2
244	и здесь	1	2
245	в другом	2	2
246	и что	1	2
247	в значительной	1	2
248	этот момент	1	2
249	к личности	1	2
250	того что	1	2
251	в двух	2	2
252	нуждается в	2	2
253	что он	8	2
254	и ее	3	2
255	на мир	1	2
256	себя в	8	2
257	завершение в	1	2
258	в нашей	1	2
259	в виде	2	2
260	в начале	1	2
261	ни с	2	2
262	что и	4	2
263	вовсе не	2	2
264	произведения и	1	2
265	то или	1	2
266	тем что	6	2
267	лишь для	1	2
268	нашем примере	1	2
269	чем в	1	2
270	или иной	2	2
271	не достигают	1	2
272	не было	6	2
273	человек в	3	2
274	в частности	7	2
275	как это	7	2
276	в строгом	2	2
277	по существу	1	2
278	можно сказать	6	2
279	того или	2	2
