N	2gram	Tiupa_Vved_1	FransuaR
1	и в	13	29
2	то есть	8	21
3	таким образом	4	20
4	и не	12	16
5	в этой	1	13
6	и все	4	13
7	но в	6	12
8	как и	11	12
9	и т.п	9	12
10	и на	3	11
11	в этом	21	11
12	так и	8	11
13	то же	5	10
14	не только	20	10
15	во время	1	10
16	в то	4	10
17	как мы	3	10
18	в романе	6	10
19	все эти	1	9
20	и с	2	9
21	в конце	1	9
22	вовсе не	1	9
23	но и	19	9
24	же время	3	8
25	и его	5	8
26	в его	4	8
27	прежде всего	7	8
28	как бы	4	8
29	в них	2	7
30	мы видели	2	7
31	в том	10	7
32	еще и	1	7
33	так же	1	7
34	в сущности	1	6
35	своего рода	10	6
36	но он	1	6
37	из них	1	6
38	и до	1	5
39	что это	1	5
40	в нем	5	5
41	он и	2	5
42	в своей	5	5
43	до конца	3	5
44	и о	1	5
45	это не	6	5
46	поэтому и	1	5
47	все они	2	5
48	у него	1	5
49	далеко не	4	5
50	сказать что	1	5
51	во франции	1	5
52	и по	3	5
53	того же	1	5
54	также и	4	4
55	на самом	4	4
56	еще не	7	4
57	с помощью	1	4
58	в нашем	6	4
59	точки зрения	1	4
60	но они	2	4
61	в результате	3	4
62	в литературе	2	4
63	что он	1	4
64	тем что	2	4
65	с другой	5	4
66	и др	1	4
67	по своему	2	4
68	но это	3	4
69	все это	1	4
70	один из	3	4
71	перед нами	6	4
72	мира и	2	4
73	то что	6	4
74	жизни и	7	4
75	в доме	1	3
76	той же	1	3
77	в ней	4	3
78	но как	1	3
79	как к	1	3
80	в своем	5	3
81	более или	2	3
82	то в	1	3
83	оттого что	2	3
84	в себе	5	3
85	при этом	26	3
86	он не	3	3
87	всех этих	1	3
88	и вот	1	3
89	и сам	1	3
90	подобно тому	2	3
91	после обеда	1	3
92	особенно в	1	3
93	том что	7	3
94	или менее	2	3
95	того чтобы	1	3
96	в разных	1	3
97	по своей	3	3
98	и вполне	1	3
99	с ее	1	3
100	здесь не	2	3
101	в ее	1	3
102	роль в	1	3
103	что у	1	3
104	начала и	2	3
105	к нему	1	3
106	того что	6	3
107	и так	1	3
108	в качестве	8	3
109	этой системе	1	3
110	и их	1	3
111	том числе	1	3
112	мы можем	2	3
113	и даже	1	3
114	превращается в	1	3
115	на эту	1	3
116	границы между	2	3
117	тому как	2	3
118	все же	6	3
119	в пределе	1	3
120	у них	1	3
121	мы видим	1	3
122	тот же	1	3
123	другой стороны	2	3
124	в частности	13	3
125	как известно	1	2
126	в приведенном	2	2
127	перед лицом	1	2
128	в виду	1	2
129	на их	1	2
130	с одной	5	2
131	но не	5	2
132	если в	2	2
133	что они	1	2
134	связи и	1	2
135	один и	1	2
136	вследствие чего	1	2
137	в одной	2	2
138	как в	4	2
139	хотя и	7	2
140	и наконец	2	2
141	и к	2	2
142	всего романа	1	2
143	бы не	2	2
144	и тот	1	2
145	как он	2	2
