N	2gram	Medvedev_F_3	Problema
1	то что	8	42
2	вовсе не	28	35
3	и в	27	32
4	и не	30	31
5	не есть	4	29
6	не просто	1	23
7	в этом	18	19
8	не менее	7	19
9	тем не	2	18
10	не только	9	17
11	потому что	7	16
12	в себе	3	15
13	по себе	4	15
14	а не	17	15
15	но в	6	14
16	у нас	3	14
17	может быть	25	14
18	как бы	8	14
19	что мы	1	13
20	в нем	15	13
21	и тем	3	13
22	как раз	8	13
23	сказать что	3	13
24	вещи и	1	12
25	том что	4	12
26	что в	8	12
27	так и	21	12
28	и т	11	11
29	так как	9	11
30	о том	4	11
31	и даже	2	11
32	если мы	7	11
33	то же	15	10
34	отнюдь не	8	10
35	в этой	2	10
36	т д	6	10
37	об этом	1	10
38	ничего не	2	10
39	прежде всего	4	10
40	нет ничего	1	10
41	еще не	6	9
42	но не	5	9
43	раз и	3	9
44	то с	1	9
45	того чтобы	5	9
46	же самое	3	9
47	и это	2	9
48	и что	3	9
49	но и	10	9
50	в данном	6	9
51	что же	5	9
52	в том	7	9
53	так же	9	9
54	в таком	2	9
55	и о	1	8
56	и ее	6	8
57	и на	3	8
58	все эти	6	8
59	на то	1	8
60	для того	4	8
61	было бы	6	8
62	он и	3	8
63	в своей	6	8
64	данном случае	4	8
65	даже и	1	8
66	не может	24	8
67	символ и	1	8
68	но это	2	8
69	смысле слова	2	7
70	сам по	1	7
71	во всех	3	7
72	действительности а	1	7
73	тоже не	1	7
74	всех этих	2	7
75	ни в	8	7
76	в них	3	7
77	между собою	1	7
78	и является	4	7
79	как мы	8	7
80	здесь не	2	7
81	никогда не	5	7
82	того что	3	7
83	что он	6	7
84	только в	8	7
85	тем что	5	7
86	все это	7	7
87	и все	8	7
88	во всяком	6	7
89	таком случае	1	6
90	и то	1	6
91	самом деле	16	6
92	на самом	14	6
93	есть не	1	6
94	говорить о	2	6
95	за пределы	2	6
96	и как	4	6
97	в самом	11	6
98	и если	1	6
99	при этом	8	6
100	его в	7	6
101	это не	3	6
102	в то	7	6
103	таким образом	18	6
104	в виду	3	6
105	и здесь	1	6
106	в его	7	6
107	этом смысле	2	6
108	так что	1	6
109	то и	1	6
110	в конце	3	6
111	предметов и	1	6
112	о чем	1	6
113	как это	4	6
114	хотя и	1	6
115	всегда есть	1	6
116	совершенно не	7	6
117	не имеют	1	5
118	действительности и	6	5
119	мы уже	3	5
120	а только	1	5
121	она есть	3	5
122	в своем	2	5
123	не являются	2	5
124	то в	2	5
125	что она	2	5
126	но уже	2	5
127	с тем	7	5
128	в котором	2	5
129	связи с	5	5
130	в сознании	1	5
131	той или	1	5
132	можно сказать	3	5
133	для нас	3	5
134	есть в	1	5
135	в других	1	5
136	или иной	2	5
137	еще и	1	5
138	не является	5	5
139	мы должны	2	5
140	функции в	3	4
141	в их	1	4
142	мы и	3	4
143	этого термина	1	4
144	литературы и	3	4
145	совсем не	5	4
146	сама по	1	4
147	в истории	5	4
148	и вовсе	1	4
149	как в	4	4
150	чем больше	1	4
151	как он	2	4
152	их в	3	4
153	входит в	8	4
154	вещи в	1	4
155	мы говорили	1	4
156	в отдельности	1	4
157	не в	12	4
158	тому что	3	4
159	тем самым	1	4
160	и притом	2	4
161	иметь в	1	4
162	действительности но	1	4
163	а в	1	4
164	здесь необходимо	2	4
165	только то	3	4
166	в дальнейшем	5	4
167	если бы	12	4
168	никак не	3	4
169	и только	2	4
170	в литературе	6	4
171	ровно ничего	2	4
172	один из	1	4
173	только на	4	4
174	мы можем	4	4
175	именно в	1	4
176	и пр	15	4
177	этот термин	1	4
178	не было	1	4
179	и вообще	1	4
180	и для	6	4
181	в связи	4	4
182	конце концов	2	4
183	же в	1	4
184	не должны	1	3
185	того же	3	3
186	в ее	4	3
187	что они	5	3
188	с этим	1	3
189	в действительности	9	3
190	что это	3	3
191	учение о	2	3
192	но он	1	3
193	сливаются в	3	3
194	но ведь	4	3
195	да и	4	3
196	он не	1	3
197	и чисто	1	3
198	его от	2	3
199	но все	1	3
200	же касается	1	3
201	или на	2	3
202	объективной действительности	1	3
203	действительности в	3	3
204	в жизни	11	3
205	о которых	1	3
206	как и	14	3
207	или из	1	3
208	нисколько не	2	3
209	смысл и	4	3
210	в этих	3	3
211	точки зрения	16	3
212	с точки	14	3
213	в которых	3	3
214	в отношении	2	3
215	дело в	2	3
216	того как	1	3
217	только не	2	3
218	в самой	2	3
219	тех или	1	3
220	и его	19	3
221	и делает	1	3
222	в каком	2	3
223	однако это	1	3
224	к тому	4	3
225	определенным образом	1	3
226	можно было	1	3
227	ясно что	3	3
228	для этого	2	3
229	не на	3	3
