N	3gram	Bakhtin_fo_1	Narrotol
1	в том что	2	8
2	не только в	2	6
3	в данном случае	1	6
4	с одной стороны	2	5
5	по отношению к	3	5
6	в отличие от	2	5
7	о том что	1	4
8	к тому же	2	4
9	в то же	6	3
10	к себе самому	4	3
11	в этом отношении	3	3
12	той или иной	2	3
13	то же время	9	3
14	в соответствии с	2	3
15	так же как	2	2
16	существенную роль в	2	2
17	и т п	8	2
18	на второй план	1	2
19	и у нас	1	2
20	так и по	1	2
21	своей собственной жизни	2	2
22	все то что	2	2
23	времени и пространства	4	2
24	не может быть	3	2
25	но и в	2	2
26	с точки зрения	2	2
27	и все же	1	2
28	по своей природе	1	2
29	себе самому и	1	1
30	в данный момент	1	1
31	не для того	2	1
32	то есть все	1	1
33	так и в	1	1
34	и не столько	1	1
35	только в литературе	1	1
36	лишь то что	1	1
37	дело не только	1	1
38	т п все	1	1
39	по сравнению с	2	1
40	и к другому	1	1
41	в литературно-художественном хронотопе	1	1
42	интенсифицируется втягивается в	1	1
43	художественно-зримым пространство же	1	1
44	или хотя бы	1	1
45	а также и	2	1
46	времени сюжета истории	1	1
47	и в то	5	1
48	имеет место слияние	1	1
49	самим собой это	1	1
50	место слияние пространственных	1	1
51	втягивается в движение	1	1
52	до сих пор	3	1
53	пространство же интенсифицируется	1	1
54	осмысленном и конкретном	1	1
55	становится художественно-зримым пространство	1	1
56	отношения к себе	1	1
57	и того же	5	1
58	движение времени сюжета	1	1
59	и в других	4	1
60	человек в нем	1	1
61	здесь сгущается уплотняется	1	1
62	в то время	3	1
63	их между собой	1	1
64	в осмысленном и	1	1
65	и временных примет	1	1
66	никогда не бывает	1	1
67	по природе своей	2	1
68	в чем не	2	1
69	если бы эти	1	1
70	и конкретном целом	1	1
71	не могло быть	3	1
72	одного и того	5	1
73	слияние пространственных и	1	1
74	конкретном целом время	1	1
75	ни в чем	2	1
76	время здесь сгущается	1	1
77	же интенсифицируется втягивается	1	1
78	одной стороны и	2	1
79	может быть только	3	1
80	уплотняется становится художественно-зримым	1	1
81	в связи с	5	1
82	пространственных и временных	2	1
83	в строгом смысле	2	1
84	в зависимости от	1	1
85	в самом деле	1	1
86	и все его	1	1
87	примет в осмысленном	1	1
88	говоря об этом	1	1
89	в той или	1	1
90	прежде всего на	1	1
91	временных примет в	1	1
92	ведет не к	1	1
93	целом время здесь	1	1
94	сгущается уплотняется становится	1	1
95	на другой день	2	1
96	на том что	1	1
97	раз в том	1	1
98	то время как	2	1
99	не входит в	1	1
100	для того чтобы	5	1
101	в нем не	3	1
102	то есть в	1	1
103	в новое и	1	1
104	во всяком случае	1	1
105	самому и к	1	1
106	здесь не только	1	1
107	на полноту и	1	1
108	как раз и	2	1
109	как раз в	4	1
110	в движение времени	1	1
