N	2gram	Tiupa_Narr_2	Russkaja
1	не может	8	22
2	и не	14	19
3	в том	14	17
4	в этом	13	17
5	и в	13	14
6	то что	8	13
7	самим собой	3	12
8	то же	4	11
9	точки зрения	5	11
10	таким образом	5	11
11	в то	5	10
12	же время	3	10
13	но и	15	10
14	в себе	8	9
15	не только	26	9
16	том что	13	9
17	с точки	2	9
18	может быть	10	9
19	церкви и	2	9
20	во всяком	1	9
21	того чтобы	3	8
22	прежде всего	6	8
23	как на	2	8
24	самом деле	3	7
25	отнюдь не	4	7
26	и с	1	7
27	в данном	10	7
28	к тому	9	7
29	не будет	2	7
30	о том	5	7
31	мы должны	1	7
32	в своем	6	6
33	и к	6	6
34	в своих	2	6
35	признать что	1	6
36	если бы	4	6
37	все это	1	6
38	и для	3	6
39	для того	1	6
40	что он	5	6
41	всяком случае	1	6
42	для него	4	6
43	на самом	2	6
44	а между	1	5
45	вопрос о	1	5
46	между собой	3	5
47	во всех	1	5
48	на то	2	5
49	в нем	5	5
50	при этом	14	5
51	он не	5	5
52	было бы	2	5
53	в своей	4	5
54	никогда не	6	5
55	потому что	2	5
56	между тем	3	5
57	а потому	1	5
58	только в	11	5
59	хотя бы	2	5
60	в последние	1	5
61	или иной	3	5
62	до сих	1	5
63	сих пор	1	5
64	а в	9	5
65	жизни в	6	5
66	но не	3	4
67	себе и	2	4
68	себя в	2	4
69	все же	6	4
70	более или	1	4
71	не в	8	4
72	в этой	4	4
73	быть самим	1	4
74	как и	4	4
75	которой он	3	4
76	или менее	1	4
77	точку зрения	3	4
78	а лишь	1	4
79	ли это	1	4
80	не могут	1	4
81	приводит к	1	4
82	в мире	4	4
83	можно было	2	4
84	и т.д	4	4
85	в его	6	4
86	лишь к	1	4
87	со стороны	6	4
88	вместе с	1	4
89	что же	1	4
90	как бы	6	4
91	в другое	1	4
92	жизни и	4	4
93	что в	4	4
94	все что	4	4
95	и т	2	3
96	то в	1	3
97	говорить о	2	3
98	в будущем	2	3
99	еще не	2	3
100	он сам	2	3
101	из этих	2	3
102	что они	3	3
103	в самом	2	3
104	что это	4	3
105	на том	3	3
106	и по	3	3
107	в другом	4	3
108	несмотря на	2	3
109	должно быть	1	3
110	и сейчас	1	3
111	таким же	1	3
112	можно ли	1	3
113	одна из	3	3
114	связи с	1	3
115	в сознании	2	3
116	той или	3	3
117	что все	1	3
118	данном случае	6	3
119	собой и	1	3
120	сводится к	9	3
121	может не	1	3
122	но мы	1	3
123	и во	1	3
124	что и	2	3
125	того что	6	3
126	одной из	1	3
127	в качестве	14	3
128	с нею	2	3
129	в большинстве	1	3
130	в виде	2	3
131	в конце	4	3
132	тем что	1	3
133	именно в	2	3
134	только к	3	3
135	и потому	1	3
136	да и	3	3
137	или в	1	3
138	о котором	3	3
139	и как	1	3
140	из этого	1	3
141	собой это	1	3
142	говоря о	1	2
143	от своей	1	2
144	должна быть	2	2
145	видеть в	1	2
146	этом направлении	1	2
147	но она	1	2
148	на себя	1	2
149	в ней	2	2
150	в таком	3	2
151	время в	1	2
152	именно на	1	2
153	по отношению	5	2
154	тогда как	15	2
155	не просто	1	2
156	и наконец	1	2
157	но в	6	2
158	не можем	1	2
159	все эти	3	2
160	этой культуры	1	2
161	состоит в	12	2
162	не к	4	2
163	чтобы в	2	2
164	того или	3	2
165	в глазах	4	2
166	и тем	5	2
167	участие в	2	2
168	ему по	1	2
169	в этих	1	2
170	во время	2	2
171	в котором	5	2
172	место в	5	2
173	в силу	4	2
174	другом и	1	2
175	и более	2	2
176	их в	1	2
177	для нее	1	2
178	тому что	3	2
179	она не	1	2
180	каждого отдельного	1	2
181	что с	2	2
182	принадлежат к	1	2
183	для нас	2	2
184	у него	6	2
185	в противоречие	1	2
186	людей и	1	2
187	как будто	1	2
188	в области	2	2
189	свое собственное	1	2
190	к себе	7	2
191	всю свою	1	2
192	будучи по	1	2
193	если же	1	2
194	для себя	3	2
195	и о	1	2
196	или нескольких	1	2
197	если они	1	2
198	ясно что	1	2
199	это только	1	2
200	даже не	1	2
201	и что	2	2
202	к нему	1	2
203	быть и	1	2
204	что только	1	2
205	время когда	1	2
206	этот вопрос	1	2
207	даже если	1	2
208	проявляется в	1	2
209	так что	1	2
210	уже не	4	2
211	только на	2	2
212	в начале	2	2
213	является не	1	2
214	представить себе	3	2
215	ни в	1	2
216	не о	1	2
217	только с	1	2
218	к той	1	2
219	в других	2	2
220	и даже	3	2
221	а с	2	2
222	зависит от	2	2
223	а не	17	2
224	большинстве случаев	1	2
225	на эту	1	2
226	для верующего	1	2
227	в частности	11	2
228	так же	2	2
229	противоречие с	1	2
230	в течение	2	2
231	или иного	3	2
232	отношения к	1	2
233	благодаря этому	1	2
234	но это	2	2
235	этом и	1	2
236	но для	2	2
237	если не	2	2
238	и от	1	2
239	не подлежит	1	2
240	в результате	2	2
241	не должен	2	2
242	с ним	4	2
243	бы его	1	2
244	и состоит	2	2
245	ее в	1	2
246	тем самым	5	2
247	точно так	2	2
248	из церкви	1	1
249	не должны	1	1
250	личности для	1	1
251	того же	1	1
252	он может	2	1
253	к своей	1	1
254	это и	1	1
255	смотрит на	1	1
256	путем не	1	1
257	далеко и	1	1
258	противном случае	1	1
259	с таким	2	1
260	со своей	2	1
261	в зависимости	1	1
262	также и	1	1
263	есть не	1	1
264	мы не	2	1
265	же как	2	1
266	и ничего	1	1
267	ни у	1	1
268	к новой	1	1
269	не была	1	1
270	подобного не	1	1
271	в полной	1	1
272	счастливым когда	1	1
273	упускать из	1	1
274	столь же	2	1
275	именно тем	1	1
276	к этому	1	1
277	в общем	1	1
278	очевидно что	1	1
279	из таких	1	1
280	есть личность	1	1
281	первый взгляд	1	1
282	в одной	1	1
283	данный момент	1	1
284	внутри себя	1	1
285	сам а	1	1
286	что касается	1	1
287	в противном	1	1
288	перед нами	4	1
289	кто не	1	1
290	когда он	1	1
291	по пути	1	1
292	не являются	2	1
293	для которой	1	1
294	имеет в	1	1
295	за границей	2	1
296	в которой	1	1
297	бы не	1	1
298	то и	3	1
299	им в	1	1
300	тому же	4	1
301	вследствие этого	2	1
302	в общении	1	1
303	не могла	1	1
304	не следует	3	1
305	тем не	5	1
306	иных основаниях	1	1
307	от которого	3	1
308	однако при	1	1
309	о которой	3	1
310	в принципе	2	1
311	надежда на	1	1
312	никому не	1	1
313	постольку поскольку	1	1
314	его можно	1	1
315	лишь с	1	1
316	поскольку она	1	1
317	здесь мы	1	1
318	тем же	1	1
319	об этом	4	1
320	и неизбежно	1	1
321	полной мере	1	1
322	то есть	9	1
323	себя не	2	1
324	в будущее	1	1
325	или даже	3	1
326	в данной	1	1
327	входит в	1	1
328	это не	3	1
329	которая как	1	1
330	за другой	1	1
331	впереди лишь	1	1
332	практически не	1	1
333	в жизни	6	1
334	церковь и	1	1
335	со своими	2	1
336	не всегда	1	1
337	жизни но	1	1
338	как сказано	1	1
339	становится и	1	1
340	без этой	1	1
341	иначе говоря	7	1
342	и того	3	1
343	одного и	1	1
344	на первый	1	1
345	бы на	2	1
346	в такой	1	1
347	и без	1	1
348	оставаться самим	1	1
349	не столько	5	1
350	в которых	1	1
351	и другого	2	1
352	стало быть	2	1
353	принципиальное отличие	1	1
354	вовсе не	2	1
355	освободиться от	1	1
356	ему как	1	1
357	всех их	1	1
358	не менее	4	1
359	к такой	1	1
360	мы были	1	1
361	из нас	1	1
362	у кого	1	1
363	на него	5	1
364	не по	1	1
365	в основе	1	1
366	чтобы стать	1	1
367	иметь в	1	1
368	себе самом	2	1
369	только не	2	1
370	того и	1	1
371	возможно и	1	1
372	всего на	1	1
373	с одним	1	1
374	к ней	3	1
375	более что	1	1
376	связь и	1	1
377	и теперь	1	1
378	свидетельствуют о	1	1
379	чтобы вся	1	1
380	было не	1	1
381	этом отношении	3	1
382	личности к	1	1
383	способен лишь	1	1
384	сопряжена с	1	1
385	если у	1	1
386	стороны и	1	1
387	есть только	1	1
388	чтобы сделать	1	1
389	как только	1	1
390	слова но	1	1
391	однако для	1	1
392	же самое	1	1
393	все свое	1	1
394	страдает и	1	1
395	что при	1	1
396	от которой	1	1
397	как мы	1	1
398	но по	1	1
399	с ее	1	1
400	но при	4	1
401	и говорить	1	1
402	в ее	4	1
403	не могло	2	1
404	языка и	1	1
405	мысль о	2	1
406	в себя	4	1
407	роль в	2	1
408	и когда	3	1
409	что у	2	1
410	так и	9	1
411	те же	2	1
412	его жизни	2	1
413	жизнь а	1	1
414	собой в	1	1
415	том виде	1	1
416	глубоко и	1	1
417	ничего подобного	1	1
418	по сравнению	1	1
419	быть может	2	1
420	иное как	1	1
421	такого взаимодействия	1	1
422	в состав	3	1
423	то они	1	1
424	никак не	3	1
425	можно сказать	6	1
426	с другой	5	1
427	а во	2	1
428	может на	1	1
429	чем и	1	1
430	от этих	1	1
431	представления о	2	1
432	может иметь	1	1
433	другого для	1	1
434	индивидуальный характер	1	1
435	в лице	1	1
436	происходит в	1	1
437	на будущее	1	1
438	по своей	3	1
439	один из	3	1
440	оно и	1	1
441	каждого человека	1	1
442	и дело	2	1
443	уже принадлежит	1	1
444	с ними	3	1
445	только сам	1	1
446	может оказаться	2	1
447	узнаем что	2	1
448	в сторону	1	1
449	и у	4	1
450	или не	1	1
451	а то	2	1
452	он имеет	1	1
453	и их	1	1
454	могло бы	2	1
455	в прошлом	1	1
456	не для	1	1
457	от тех	1	1
458	в такое	1	1
459	связано с	1	1
460	то у	3	1
461	отдельного человека	1	1
462	превращается в	2	1
463	в любви	1	1
464	и оставаться	1	1
465	следует признать	4	1
466	бы это	1	1
467	быть для	1	1
468	о своей	1	1
469	следует подчеркнуть	3	1
470	хоть и	1	1
471	говорить и	1	1
472	к которому	2	1
473	как же	1	1
474	люди что	1	1
475	что не	1	1
476	похожие на	1	1
477	на этот	1	1
478	не исключает	1	1
479	ничем не	1	1
480	не на	1	1
481	однако и	1	1
482	человеческой жизни	1	1
483	с которым	1	1
484	характеров и	1	1
485	в связи	1	1
486	следовало бы	1	1
487	о себе	1	1
488	в самой	1	1
489	как это	4	1
490	перелом в	1	1
491	по своему	2	1
492	не удалось	1	1
493	когда же	2	1
494	в церкви	2	1
495	или хотя	1	1
496	с этой	3	1
497	своей жизни	1	1
498	характера в	1	1
499	нем самом	1	1
500	к другим	1	1
501	не является	4	1
502	которых он	1	1
503	и представления	1	1
504	своей собственной	2	1
505	человек и	1	1
506	можно согласиться	1	1
507	оказались бы	1	1
508	и внешней	1	1
509	бы в	2	1
510	тем более	2	1
511	и все	4	1
512	хотя в	1	1
513	соединяется с	1	1
514	к ее	1	1
515	на роль	1	1
516	от ее	1	1
517	может и	1	1
518	в свою	2	1
519	и внутренне	1	1
520	к его	3	1
521	отношению к	5	1
522	что ни	1	1
523	же может	1	1
524	себе но	1	1
525	можно назвать	2	1
526	они не	2	1
