N	2gram	Bakhtin_Pr_4	Tvorches
1	у достоевского	16	30
2	и в	46	20
3	князя мышкина	3	16
4	в романе	6	15
5	в романах	5	13
6	романах достоевского	7	13
7	не только	14	13
8	никогда не	6	11
9	преступлении и	2	11
10	как бы	19	11
11	в преступлении	2	10
12	таким образом	4	10
13	в то	5	10
14	в его	9	10
15	и наказании	2	10
16	достоевского в	8	9
17	и его	6	9
18	и не	27	9
19	ивана карамазова	1	8
20	достоевского не	1	8
21	при этом	5	8
22	достоевского как	1	8
23	и с	7	8
24	в том	9	8
25	может быть	23	8
26	в этом	16	8
27	прежде всего	9	8
28	но и	12	8
29	то же	6	7
30	это не	5	7
31	же время	5	7
32	иван карамазов	1	7
33	потому что	4	7
34	достоевский в	1	7
35	не может	19	7
36	братьях карамазовых	2	7
37	что в	4	7
38	из подполья	1	6
39	в целом	1	6
40	в братьях	2	6
41	как и	12	6
42	в своей	3	6
43	князь мышкин	1	6
44	что он	6	6
45	так и	4	6
46	в конце	3	6
47	у него	5	6
48	именно в	1	6
49	а не	11	6
50	романе достоевского	1	6
51	в бесах	1	6
52	все это	6	6
53	например в	4	5
54	еще не	7	5
55	и на	11	5
56	но не	4	5
57	все же	4	5
58	героев достоевского	3	5
59	в этой	3	5
60	и сам	5	5
61	в мире	3	5
62	то есть	40	5
63	о том	5	5
64	и даже	3	5
65	достоевского с	1	5
66	но это	6	5
67	романов достоевского	2	5
68	читателя в	1	5
69	в трагическом	1	5
70	так же	3	5
71	мы не	4	4
72	все эти	4	4
73	настасьи филипповны	6	4
74	как в	4	4
75	хотя и	6	4
76	когда он	2	4
77	но в	6	4
78	не в	10	4
79	творчество достоевского	2	4
80	на его	1	4
81	что она	1	4
82	первой части	1	4
83	что у	1	4
84	об этом	2	4
85	настасье филипповне	2	4
86	если бы	3	4
87	настасья филипповна	4	4
88	тем самым	1	4
89	первая часть	1	4
90	ничего не	2	4
91	в духе	2	4
92	братьев карамазовых	1	4
93	в известной	2	4
94	мы видим	1	4
95	творчестве достоевского	2	4
96	а в	2	4
97	в соответствии	1	4
98	и потому	1	4
99	героя в	3	4
100	том что	4	4
101	одним из	3	3
102	же как	2	3
103	человека и	3	3
104	и через	2	3
105	что достоевский	1	3
106	с большим	1	3
107	он сам	2	3
108	а с	1	3
109	романе идиот	1	3
110	по отношению	5	3
111	в одной	2	3
112	отношению к	5	3
113	в себе	7	3
114	в нем	17	3
115	он не	4	3
116	у пушкина	2	3
117	в плане	1	3
118	человека в	1	3
119	а затем	1	3
120	его в	1	3
121	и мы	1	3
122	достоевского но	3	3
123	в самом	9	3
124	в котором	5	3
125	в их	4	3
126	место в	1	3
127	в которых	2	3
128	своего рода	4	3
129	тем что	3	3
130	одна из	2	3
131	и это	3	3
132	с ним	2	3
133	мире достоевского	2	3
134	до сих	8	3
135	князя с	1	3
136	между тем	2	3
137	достоевского это	2	3
138	в античной	2	3
139	романа и	1	3
140	этот вопрос	2	3
141	достоевского можно	1	3
142	уже не	4	3
143	рассказывает о	1	3
144	для него	2	3
145	у нее	1	3
146	так как	5	3
147	то что	4	3
148	и др	1	3
149	что не	1	3
150	превращается в	4	3
151	в рассказе	2	3
152	вместе с	2	3
153	главного героя	2	3
154	сих пор	8	3
155	нет ничего	1	3
156	один из	1	3
157	но зато	1	3
158	жизни в	1	3
159	года достоевский	1	3
160	в своих	1	3
161	к этому	1	3
162	в таком	1	3
163	относится и	1	2
164	самом деле	4	2
165	и есть	1	2
166	по преимуществу	1	2
167	преступления и	3	2
168	достоевского мы	1	2
169	и он	6	2
170	в xix	1	2
171	как правило	1	2
172	в ее	1	2
173	нет и	2	2
174	во многом	1	2
175	так что	2	2
176	и поэтому	1	2
177	и наконец	4	2
178	от ее	1	2
179	с генералом	1	2
180	но эта	1	2
181	из жизни	1	2
182	бы не	2	2
183	тоже не	1	2
184	тому же	1	2
185	во многих	1	2
186	но ведь	2	2
187	так сказать	5	2
188	и если	1	2
189	характер в	1	2
190	и по	2	2
191	том же	4	2
192	особенно в	5	2
193	известно что	1	2
194	к миру	1	2
195	и наказания	3	2
196	скандала и	1	2
197	достоевского и	2	2
198	романы достоевского	1	2
199	произведениях достоевского	3	2
200	такой же	3	2
201	и еще	1	2
202	в такой	1	2
203	не столько	1	2
204	в отличие	3	2
205	что я	6	2
206	одном из	2	2
207	точку зрения	1	2
208	у тургенева	4	2
209	их в	3	2
210	не могли	2	2
211	где нет	1	2
212	в устах	1	2
213	между людьми	1	2
214	так он	1	2
215	не менее	2	2
216	на него	3	2
217	в процессе	4	2
218	весь роман	1	2
219	а во	1	2
220	и лишь	1	2
221	другой стороны	3	2
222	xix веке	1	2
223	в роман	1	2
224	что на	1	2
225	у нас	2	2
226	могут быть	2	2
227	же не	1	2
228	тургенев в	1	2
229	так в	2	2
230	приводит к	4	2
231	роль в	1	2
232	известной мере	1	2
233	и что	3	2
234	самого достоевского	2	2
235	достоевского всегда	1	2
236	в литературной	2	2
237	и только	3	2
238	всяком случае	1	2
239	все время	2	2
240	в литературе	1	2
241	к которому	1	2
242	только в	6	2
243	князя и	1	2
244	в стороне	1	2
245	точка зрения	1	2
246	себя в	3	2
247	и у	1	2
248	уже в	4	2
249	героя с	2	2
250	на ней	1	2
251	и других	4	2
252	то у	1	2
253	его и	1	2
254	наказании но	1	2
255	в одном	11	2
256	вовсе не	9	2
