N	3gram	Vygotskiy__4	Literetu
1	в том что	12	11
2	так или иначе	1	8
3	то же время	1	5
4	в то же	1	5
5	не только в	1	4
6	в конечном счете	1	4
7	с этой точки	1	3
8	этой точки зрения	1	3
9	при этом как	1	3
10	может быть это	2	3
11	дело в том	1	2
12	по отношению к	1	2
13	подобно тому как	1	2
14	в своем составе	1	2
15	с точки зрения	4	2
16	из того что	1	2
17	том что его	1	2
18	в виду не	1	2
19	с одной стороны	3	2
20	несет в себе	3	2
21	во всяком случае	3	2
22	о том что	10	2
23	том что при	1	1
24	и казалось бы	1	1
25	все тот же	2	1
26	другой стороны он	1	1
27	мы никогда не	3	1
28	а не в	1	1
29	знает что он	1	1
30	на самом деле	5	1
31	на то что	6	1
32	том что он	3	1
33	и как раз	1	1
34	никогда не можем	1	1
35	бы то ни	1	1
36	к тому чтобы	3	1
37	можно было бы	4	1
38	все той же	1	1
39	том или ином	1	1
40	и в частности	2	1
41	в это время	2	1
42	на эту тему	1	1
43	а не только	1	1
44	мы узнаем о	2	1
45	в самом деле	7	1
46	на первый взгляд	1	1
47	а также и	1	1
48	и в этом	3	1
49	в евгении онегине	1	1
50	а с другой	1	1
51	но может быть	2	1
52	какой бы то	1	1
53	тех пор пока	2	1
54	но только в	1	1
55	в целом ряде	1	1
56	с другой стороны	2	1
57	тем что в	1	1
58	не может быть	1	1
59	не в одном	1	1
60	именно в том	2	1
61	только то что	1	1
62	ничего общего с	1	1
63	до тех пор	2	1
64	имел в виду	1	1
65	в свою очередь	1	1
66	до сих пор	3	1
67	с самого начала	5	1
68	то ни было	1	1
69	в каком отношении	1	1
70	быть не может	1	1
71	бы не было	1	1
72	к тому же	2	1
73	может быть он	1	1
74	на одном из	1	1
75	том что для	1	1
