N	3gram	Propp_Isto_3	Myslijsy
1	по отношению к	2	13
2	в том что	5	13
3	не может быть	1	9
4	тем не менее	5	6
5	с другой стороны	7	5
6	но и в	1	4
7	в свою очередь	1	4
8	в том смысле	1	4
9	и т д	15	4
10	подобно тому как	1	3
11	с точки зрения	1	3
12	а так как	1	3
13	с тем что	1	3
14	с одной стороны	2	3
15	и той же	1	3
16	и в том	1	3
17	но тем не	2	3
18	с самого начала	1	3
19	что и в	2	3
20	не только в	1	3
21	одной и той	1	3
22	потому что как	1	2
23	что иное как	3	2
24	так как в	1	2
25	в таком случае	1	2
26	мысль что и	1	2
27	на этот вопрос	1	2
28	не могла бы	1	2
29	не только не	2	2
30	при известных условиях	1	2
31	не что иное	3	2
32	друг от друга	1	2
33	как и в	2	2
34	на том что	1	1
35	на самом деле	1	1
36	все равно как	2	1
37	не произошло бы	1	1
38	во многих случаях	1	1
39	с тех пор	1	1
40	сами по себе	1	1
41	только то что	1	1
42	из того что	1	1
43	до сих пор	5	1
44	что в нем	1	1
45	можно было бы	1	1
46	все особенности этого	1	1
47	до того что	1	1
48	с этой точки	1	1
49	как если бы	1	1
50	не менее если	1	1
51	можно заметить что	1	1
52	так же как	1	1
53	выше мы видели	3	1
54	заключается в том	1	1
55	смысле этого слова	1	1
56	в связи с	3	1
57	равно как если	1	1
58	мы видели выше	1	1
59	во всяком случае	2	1
60	мы видели что	3	1
61	языка не может	1	1
62	таким образом мы	2	1
63	в то время	2	1
64	после того как	1	1
65	о том что	2	1
66	в одном из	2	1
67	этой точки зрения	1	1
68	другой стороны и	3	1
69	можно бы думать	1	1
70	но все же	2	1
71	на то что	1	1
72	связь с тем	1	1
73	друг другу и	1	1
74	что не все	1	1
75	что в них	2	1
76	друг друга и	1	1
77	она не может	1	1
78	точно так же	2	1
79	т д в	1	1
80	как мы видели	5	1
81	и не видно	1	1
