N	3gram	Vinokur_Vv_1	Narrotol
1	в данном случае	4	8
2	не только в	4	6
3	в том что	12	5
4	в соответствии с	2	4
5	то же время	5	4
6	той или иной	1	4
7	в то же	5	4
8	не может быть	8	4
9	по отношению к	4	3
10	подобно тому как	1	3
11	в этом отношении	3	3
12	для того чтобы	21	3
13	в первом случае	2	3
14	тем не менее	8	3
15	о том что	12	2
16	состоит в том	2	2
17	мы имеем дело	1	2
18	в самом деле	5	2
19	то же самое	2	2
20	до сих пор	5	2
21	в отличие от	3	2
22	но и в	1	2
23	заключает в себе	1	2
24	как если бы	1	2
25	в зависимости от	1	2
26	одно и то	1	2
27	как раз в	1	2
28	может быть не	1	2
29	и то же	1	2
30	имеем дело с	1	2
31	в связи с	2	2
32	тем или иным	1	2
33	дело в том	2	2
34	одного из наиболее	1	2
35	во всяком случае	3	2
36	в свою очередь	1	2
37	можно сказать что	3	2
38	из этих двух	1	2
39	в известном смысле	3	2
40	друг для друга	1	2
41	в центре внимания	2	2
42	и того же	2	1
43	что иное как	4	1
44	только потому что	1	1
45	какой бы то	1	1
46	как один из	1	1
47	большей или меньшей	2	1
48	не только с	1	1
49	как она есть	2	1
50	по тем или	1	1
51	дело не только	1	1
52	на свои вопросы	1	1
53	с другой стороны	5	1
54	с точки зрения	2	1
55	как это было	1	1
56	и со стороны	1	1
57	сам по себе	1	1
58	бы то ни	1	1
59	только то что	1	1
60	что не только	1	1
61	и то что	2	1
62	из того что	1	1
63	точно так же	2	1
64	как он сам	1	1
65	по крайней мере	4	1
66	именно в этом	3	1
67	не то что	1	1
68	может быть и	2	1
69	имеет дело не	1	1
70	в особенности в	1	1
71	все что может	1	1
72	в ней есть	1	1
73	дело не с	1	1
74	то ни было	1	1
75	в ряде случаев	1	1
76	с одной стороны	4	1
77	слова а не	1	1
78	один из наиболее	1	1
79	в значительной степени	1	1
80	в конечном итоге	1	1
81	в частности в	1	1
82	потому что в	1	1
83	в большей или	1	1
84	в нем не	1	1
85	лишь в том	1	1
86	связи с этим	1	1
87	того о чем	1	1
88	значительной степени это	1	1
89	имея в виду	1	1
90	само по себе	3	1
91	именно оно составляет	1	1
92	к этому времени	2	1
93	жизни как она	1	1
94	и в самом	3	1
95	но в этом	1	1
96	но все же	3	1
97	того что может	1	1
98	одного и того	2	1
99	в этих случаях	2	1
100	уже не только	1	1
101	к тому что	1	1
102	в тексте не	1	1
103	на самом деле	1	1
104	мы уже знаем	1	1
105	быть и не	1	1
106	во всех его	1	1
107	в принципе не	1	1
108	еще при жизни	2	1
109	обратим внимание на	1	1
110	значении этого термина	1	1
111	и т д	37	1
112	как мы видели	2	1
113	называет себя в	1	1
