N	2gram	Ircho_Kome_1	Psycholo
1	то что	2	32
2	и в	22	31
3	в том	11	30
4	и т	9	26
5	то есть	1	26
6	что в	6	23
7	может быть	9	22
8	таким образом	8	20
9	при этом	5	19
10	ясно что	4	19
11	так как	4	18
12	не может	2	17
13	как и	9	16
14	том что	12	16
15	т п	5	16
16	и не	8	16
17	точки зрения	4	15
18	только в	3	14
19	не только	10	13
20	что и	4	13
21	мы не	3	12
22	так же	3	12
23	в этом	3	12
24	в самом	2	11
25	не в	6	11
26	в области	2	11
27	могут быть	3	11
28	в сущности	2	10
29	на то	3	10
30	того что	1	10
31	потому что	5	10
32	по себе	1	9
33	ни в	6	9
34	как в	5	9
35	т д	4	8
36	и что	1	8
37	вместе с	2	8
38	все это	5	8
39	во всяком	2	8
40	на основании	3	7
41	сказать что	1	7
42	того чтобы	1	7
43	и его	8	7
44	о том	8	7
45	тому как	1	7
46	что он	6	7
47	что это	1	6
48	зависимости от	1	6
49	очевидно что	1	6
50	отнюдь не	1	6
51	целый ряд	1	6
52	из этих	1	6
53	что она	1	6
54	для того	1	6
55	было бы	2	6
56	в его	5	6
57	вслед за	2	6
58	всяком случае	2	6
59	вовсе не	2	6
60	и даже	5	6
61	одной стороны	3	6
62	до конца	2	6
63	а в	6	6
64	в зависимости	1	5
65	то же	6	5
66	время как	4	5
67	х годов	3	5
68	с одной	3	5
69	в целом	3	5
70	подобно тому	1	5
71	несмотря на	4	5
72	в то	10	5
73	с и	1	5
74	как будто	2	5
75	то время	5	5
76	с другой	5	5
77	так что	1	5
78	совершенно не	1	5
79	как бы	1	5
80	этой точки	1	5
81	все же	3	5
82	и для	1	5
83	формы и	1	5
84	и все	3	5
85	говорит что	1	5
86	другой стороны	5	5
87	же как	3	4
88	в котором	4	4
89	в которой	6	4
90	совпадает с	1	4
91	столь же	2	4
92	у него	3	4
93	отличие от	2	4
94	в себе	2	4
95	по существу	1	4
96	в совершенно	1	4
97	тому что	1	4
98	одна из	2	4
99	у нас	3	4
100	к тому	6	4
101	те же	1	4
102	со стороны	2	4
103	прежде всего	5	4
104	между тем	5	4
105	один из	5	4
106	для всех	2	4
107	и у	3	4
108	мы можем	4	4
109	как это	3	4
110	этого слова	1	4
111	с этой	1	4
112	и о	3	4
