N	3gram	Bakhtin_sl_1	Istorich
1	и т д	5	18
2	с другой стороны	4	8
3	в этом случае	2	7
4	с одной стороны	4	7
5	о том что	1	4
6	мы видим что	1	4
7	тем не менее	1	4
8	не может быть	1	3
9	за тридевять земель	1	3
10	для того чтобы	1	3
11	в нем и	1	3
12	исключают друг друга	1	2
13	до сих пор	2	2
14	в особенности в	1	2
15	в данном случае	3	2
16	если бы мы	1	2
17	не только в	2	2
18	но и в	1	2
19	не исключают друг	1	2
20	мы не знаем	1	2
21	но это не	1	2
22	друг с другом	2	2
23	в том что	1	2
24	как и в	1	2
25	в указанном смысле	1	1
26	и др все	1	1
27	это было бы	1	1
28	себя в нем	3	1
29	и в более	1	1
30	с точки зрения	8	1
31	в зависимости от	3	1
32	в отличие от	1	1
33	то же время	12	1
34	а иногда и	1	1
35	с этой точки	1	1
36	у него нет	1	1
37	то время как	2	1
38	все же и	1	1
39	может быть не	1	1
40	на задний план	1	1
41	вместе со своим	1	1
42	во всех этих	1	1
43	и потому не	1	1
44	во всяком случае	5	1
45	все эти формы	1	1
46	этой точки зрения	1	1
47	таким образом в	3	1
48	в то время	2	1
49	в свою очередь	2	1
50	из них он	1	1
51	с самого начала	1	1
52	в пределах одной	2	1
53	можно сказать что	1	1
54	но и здесь	3	1
55	всяком случае этот	1	1
56	в то же	12	1
57	быть отнесены к	1	1
58	они могут быть	6	1
59	как мы видели	1	1
60	в пределах одного	1	1
