N	3gram	Losev_Vlad_1	Psycholo
1	в том что	7	17
2	для того чтобы	2	13
3	в самом деле	1	11
4	заключается в том	1	10
5	не может быть	3	8
6	на то что	4	6
7	в этом отношении	1	5
8	мы знаем что	2	4
9	и той же	1	4
10	тем не менее	2	4
11	о том что	7	4
12	одной и той	1	4
13	в том виде	1	3
14	том что он	2	3
15	с тем что	1	3
16	в том чтобы	2	3
17	в конце концов	3	3
18	в то время	2	3
19	что и в	2	3
20	том что в	3	2
21	и когда он	1	2
22	так как в	1	2
23	и не может	1	2
24	что он не	3	2
25	и то что	4	2
26	то время как	1	2
27	и что в	1	2
28	указывает на то	1	2
29	потому что она	1	2
30	бы то ни	1	2
31	во всяком случае	2	2
32	в этой области	1	2
33	и в том	1	2
34	ни в каком	1	2
35	то же время	4	2
36	прямо говорит что	1	2
37	в свою очередь	1	2
38	и никогда не	1	2
39	с другой стороны	3	2
40	в жизни и	1	2
41	в то же	4	2
42	к тому что	1	2
43	на то как	1	2
44	и т д	2	2
45	с его точки	2	1
46	указанием на то	1	1
47	что иное как	1	1
48	тех пор пока	1	1
49	потому что в	1	1
50	объясняется то что	1	1
51	и как это	1	1
52	в этом смысле	4	1
53	один и тот	2	1
54	свидетельствует о том	1	1
55	он не только	2	1
56	что же касается	4	1
57	его точки зрения	2	1
58	как и другие	1	1
59	его жизни когда	1	1
60	а не к	1	1
61	и для всех	1	1
62	всю человеческую жизнь	1	1
63	только на отдельных	1	1
64	он относится к	1	1
65	сказать что по	1	1
66	только то что	1	1
67	что не только	1	1
68	в россии и	1	1
69	но он не	1	1
70	за то что	1	1
71	несмотря на свою	1	1
72	а с другой	1	1
73	которого мы и	1	1
74	вместе с тем	1	1
75	он никогда не	1	1
76	одно и то	1	1
77	это едва ли	1	1
78	и в частности	2	1
79	то ни было	1	1
80	казалось что в	1	1
81	здесь мы имеем	1	1
82	то что для	1	1
83	и не очень	1	1
84	с одной стороны	1	1
85	что для нас	1	1
86	и тот же	2	1
87	и то же	1	1
88	но и из	1	1
89	имеем дело с	1	1
90	и ничего не	1	1
91	что он сам	1	1
92	и в историческом	1	1
93	в связи с	1	1
94	о ней не	1	1
95	все это было	2	1
96	в каком случае	1	1
97	в свое время	5	1
98	указать на то	1	1
99	более или менее	3	1
100	есть не что	1	1
101	в переводе на	1	1
102	то обстоятельство что	2	1
103	и тем самым	1	1
104	не только не	1	1
105	ему казалось что	1	1
106	разного рода событиям	1	1
107	можно сказать что	2	1
108	каком случае не	1	1
109	рода событиям и	1	1
110	говорит что в	2	1
111	до тех пор	1	1
112	к разного рода	1	1
113	по этому поводу	1	1
114	не потому что	1	1
115	не что иное	1	1
116	в особенности же	1	1
117	случае не может	1	1
118	так как он	2	1
119	привело к тому	1	1
