N	2gram	Kanaev_Sov_1	Hudozhes
1	в мире	1	23
2	и не	6	16
3	не только	4	15
4	и в	7	15
5	в том	4	15
6	может быть	12	13
7	при этом	3	12
8	и его	1	12
9	а в	4	12
10	но не	1	11
11	в этом	7	11
12	в себе	3	11
13	то же	3	10
14	по отношению	1	10
15	как бы	4	10
16	а не	3	10
17	отношению к	1	10
18	такого рода	2	9
19	точки зрения	12	9
20	в его	2	9
21	отличие от	2	7
22	но в	3	7
23	в отличие	2	7
24	в то	1	7
25	или иной	2	7
26	с другой	1	7
27	с его	1	6
28	том что	1	6
29	не в	3	6
30	же время	1	6
31	приводит к	2	6
32	не может	17	6
33	что в	2	6
34	в самом	2	5
35	ни в	1	5
36	могут быть	2	5
37	той или	1	5
38	с ее	1	5
39	только в	1	5
40	уже не	2	5
41	и т.п	1	5
42	между ними	1	5
43	в нем	3	5
44	мы имеем	1	4
45	говорить о	2	4
46	жизни как	1	4
47	еще не	3	4
48	хотя и	1	4
49	он не	1	4
50	в другом	1	4
51	и т.д	3	4
52	к которому	1	4
53	прежде всего	5	4
54	а на	2	4
55	не знает	1	4
56	сказать что	1	4
57	того же	1	3
58	в целом	4	3
59	конечном счете	1	3
60	и к	3	3
61	в которой	2	3
62	он должен	2	3
63	его в	1	3
64	это не	4	3
65	этом смысле	1	3
66	к области	1	3
67	как и	6	3
68	с точки	5	3
69	тем не	2	3
70	их в	4	3
71	не менее	2	3
72	не будет	1	3
73	так в	1	3
74	если бы	1	3
75	и что	2	3
76	в конечном	1	3
77	к нему	1	3
78	во втором	1	3
79	во всей	1	3
80	не случайно	1	3
81	в области	3	3
82	в данном	1	3
83	и для	1	3
84	таким образом	11	3
85	в свою	2	3
86	в таком	2	3
87	человека и	1	2
88	и это	1	2
89	это и	1	2
90	идет о	1	2
91	между двумя	1	2
92	к другому	1	2
93	по преимуществу	1	2
94	но как	1	2
95	в своем	1	2
96	все эти	5	2
97	в нашем	2	2
98	в этой	3	2
99	вследствие этого	1	2
100	на этом	2	2
101	времени и	2	2
102	дома и	1	2
103	по себе	1	2
104	несмотря на	1	2
105	жизни но	1	2
106	и более	1	2
107	вовсе не	1	2
108	одна из	3	2
109	вытекает из	1	2
110	и соответственно	1	2
111	этих двух	2	2
112	не является	1	2
113	без остатка	1	2
114	свою очередь	2	2
115	роль в	2	2
116	или в	1	2
117	с человеком	1	2
118	о том	1	2
119	что каждый	1	2
120	именно в	1	2
121	может оказаться	1	2
122	тот или	2	2
123	с одной	2	2
124	и прежде	1	2
125	в одном	3	2
126	у него	2	2
127	случае не	1	2
128	одной стороны	1	2
129	и составляет	1	2
130	так же	1	2
131	и особенно	1	2
132	и потому	3	2
133	из которых	2	2
134	и по	2	2
135	жизни в	1	2
136	при условии	1	2
137	во всех	1	2
138	с ним	1	2
139	одной из	1	2
140	только о	1	2
141	определенным образом	1	2
142	же как	1	1
143	именно эта	1	1
144	между всеми	2	1
145	и есть	2	1
146	здесь и	1	1
147	характерное для	1	1
148	мире можно	1	1
149	можно говорить	1	1
150	иметь место	1	1
151	в зависимости	4	1
152	той же	2	1
153	действительную роль	1	1
154	есть не	1	1
155	принадлежит только	1	1
156	смысле можно	1	1
157	что иное	1	1
158	никогда не	1	1
159	зависимости от	4	1
160	не что	1	1
161	на них	1	1
162	между собой	3	1
163	иное как	1	1
164	на их	2	1
165	бы то	1	1
166	что его	1	1
167	еще одним	1	1
168	и внутренний	1	1
169	с совершенно	2	1
170	более как	1	1
171	и будет	2	1
172	отнюдь не	3	1
173	мере в	1	1
174	о жизни	2	1
175	тем же	2	1
176	и свою	1	1
177	совершенно иными	1	1
178	к чему	2	1
179	что это	2	1
180	из этих	2	1
181	одном случае	1	1
182	в известном	1	1
183	нас на	1	1
184	на его	2	1
185	что она	3	1
186	отвечающее всем	1	1
187	эта система	1	1
188	все это	3	1
189	все перечисленные	1	1
190	свою собственную	2	1
191	к одному	1	1
192	у читателя	1	1
193	необходимо для	1	1
194	свое время	1	1
195	явлений жизни	1	1
196	заключает в	1	1
197	форма в	2	1
198	по его	1	1
199	то ни	2	1
200	а затем	1	1
201	что все	2	1
202	в совершенно	1	1
203	том случае	1	1
204	было бы	3	1
205	зрения и	1	1
206	весь мир	1	1
207	нет в	1	1
208	рядом с	1	1
209	на второй	1	1
210	первые два	2	1
211	как целого	1	1
212	обратимся к	1	1
213	и становится	1	1
214	становится его	1	1
215	в такой	1	1
216	мы конечно	1	1
217	иного типа	1	1
218	всего только	2	1
219	в условиях	5	1
220	от его	1	1
221	по крайней	1	1
222	в конце	3	1
223	она по	1	1
224	ни изменить	1	1
225	xviii века	1	1
226	но для	1	1
227	не имеет	1	1
228	на котором	2	1
229	как принадлежащие	1	1
230	что такое	2	1
231	но только	1	1
232	эта сторона	1	1
233	только и	1	1
234	же этот	1	1
235	связи с	1	1
236	ничто не	1	1
237	именно таковы	1	1
238	когда мы	3	1
239	единства в	1	1
240	и развития	1	1
241	в каждом	8	1
242	о каком	1	1
243	на это	1	1
244	в настоящее	2	1
245	должен быть	1	1
246	как мы	2	1
247	начало нового	1	1
248	но мы	3	1
249	значение в	2	1
250	те же	1	1
251	меньше и	1	1
252	жизни не	1	1
253	настоящее время	2	1
254	выбора не	1	1
255	может не	3	1
256	эта перемена	1	1
257	неуверенности в	1	1
258	в которую	2	1
259	воспринимающего в	1	1
260	крайней мере	1	1
261	жизненной практике	1	1
262	человека как	1	1
263	может иметь	2	1
264	известном смысле	1	1
265	на которой	1	1
266	один из	1	1
267	мы видим	2	1
268	тот же	2	1
269	природой и	1	1
270	в какой	1	1
271	такое же	1	1
272	или же	2	1
273	со всеми	2	1
274	если мы	4	1
275	пусть это	1	1
276	то и	2	1
277	не дает	2	1
278	из них	4	1
279	себе в	1	1
280	ведь это	3	1
281	так как	4	1
282	и от	1	1
283	должен был	1	1
284	не было	1	1
285	и даже	2	1
286	как у	1	1
287	на ее	1	1
288	по своим	1	1
289	этот результат	1	1
290	и пр	2	1
291	означало бы	1	1
292	то она	1	1
293	в связи	1	1
294	нет никаких	1	1
295	только к	1	1
296	не способна	1	1
297	вместе с	4	1
298	каждая из	2	1
299	не могут	2	1
300	в область	1	1
301	же природы	1	1
302	ценность и	1	1
303	этом случае	1	1
304	в любом	1	1
305	все же	3	1
306	мы по	1	1
307	он уже	1	1
308	собственно и	1	1
309	позиции в	1	1
310	она может	2	1
311	не подлежит	3	1
312	в результате	6	1
313	в отдельных	1	1
314	себя самого	1	1
315	для нас	3	1
316	к различным	1	1
317	в третьем	2	1
318	не более	1	1
319	все они	1	1
320	ни было	1	1
321	же в	1	1
322	но если	1	1
323	на части	1	1
324	быть и	2	1
325	не быть	1	1
326	в системе	3	1
327	в свое	1	1
328	просто не	1	1
329	жизни и	4	1
330	в своих	1	1
331	можно назвать	2	1
332	все что	1	1
333	они не	1	1
334	которая не	1	1
