N	3gram	Vinokur_Ku_1	Komedia
1	в том что	15	9
2	и т п	18	5
3	с другой стороны	6	5
4	том что он	4	4
5	то же время	2	4
6	в то же	2	4
7	и т д	14	4
8	по отношению к	8	3
9	в этом отношении	5	3
10	после того как	1	3
11	речь идет о	2	3
12	с одной стороны	1	3
13	едва ли не	1	3
14	о том что	5	3
15	не говоря уже	1	2
16	при этом что	1	2
17	в первую очередь	2	2
18	а то и	1	2
19	до сих пор	4	2
20	т е в	2	2
21	во всяком случае	5	2
22	на то что	2	2
23	таким образом в	1	2
24	но прежде всего	1	1
25	что иное как	1	1
26	что же касается	4	1
27	в силу этого	1	1
28	всяком случае что	1	1
29	состоит в том	3	1
30	чуть ли не	2	1
31	как раз на	2	1
32	более или менее	3	1
33	том что на	1	1
34	идет речь в	1	1
35	то и вовсе	1	1
36	в соответствии с	3	1
37	относится к г	1	1
38	конца и в	1	1
39	к г и	1	1
40	с этой точки	1	1
41	в зависимости от	5	1
42	которую можно было	1	1
43	вместе с тем	3	1
44	в каком контексте	1	1
45	можно говорить о	1	1
46	а может быть	1	1
47	следует что в	1	1
48	состоит не в	1	1
49	можно было бы	3	1
50	что все это	1	1
51	указания на то	1	1
52	т п т	1	1
53	на мой взгляд	2	1
54	и его современники	1	1
55	в применении к	1	1
56	в это время	1	1
57	так же как	1	1
58	случае ясно что	1	1
59	не только в	1	1
60	на этот раз	1	1
61	смысле этого слова	1	1
62	в отличие от	1	1
63	или иначе связанные	1	1
64	было бы однако	1	1
65	так или иначе	2	1
66	широкое распространение в	1	1
67	если они не	1	1
68	потому что они	1	1
69	до наших дней	1	1
70	в стороне от	1	1
71	этой точки зрения	2	1
72	иначе связанные с	1	1
73	в тех случаях	2	1
74	т д все	1	1
75	из заглавий в	1	1
76	современном смысле этого	1	1
77	до конца и	1	1
78	что в рамках	1	1
79	не что иное	1	1
80	по аналогии с	1	1
81	друг от друга	1	1
82	тех случаях когда	2	1
83	в большинстве случаев	1	1
84	как раз эта	1	1
85	к тому что	2	1
86	в современном смысле	1	1
87	который в своем	1	1
88	тем не менее	4	1
89	отношению к науке	1	1
90	сплошь да рядом	1	1
91	для того чтобы	15	1
92	п т е	1	1
