N	2gram	Bakhtin_Fr_2	Vladivir
1	и в	49	30
2	в году	13	24
3	в этом	15	20
4	то что	6	20
5	у него	2	19
6	и не	15	18
7	в том	3	18
8	и с	6	14
9	же с	2	13
10	что он	3	13
11	в конце	2	13
12	не только	17	12
13	том что	4	12
14	там же	2	12
15	что в	2	12
16	как мы	7	11
17	в его	18	11
18	а в	4	11
19	сказать что	6	11
20	и вообще	3	10
21	не было	4	10
22	и даже	2	10
23	все же	7	9
24	было бы	3	9
25	не в	1	9
26	в то	6	9
27	не может	7	9
28	для него	9	9
29	м с	1	9
30	потому что	1	9
31	в своем	5	8
32	но в	4	8
33	не мог	1	8
34	связи с	2	8
35	но и	13	8
36	в связи	2	8
37	вместе с	2	8
38	до конца	2	7
39	то есть	32	7
40	ни в	3	7
41	точки зрения	6	7
42	никогда не	5	7
43	не менее	1	7
44	в эти	1	7
45	может быть	5	7
46	а не	1	7
47	для нас	1	7
48	и все	3	7
49	также и	3	6
50	он был	2	6
51	хотя и	2	6
52	и к	4	6
53	в себе	4	6
54	об этом	1	6
55	в париже	1	6
56	и его	17	6
57	только в	13	6
58	всяком случае	2	6
59	еще и	1	6
60	прежде всего	19	6
61	о чем	3	6
62	года в	1	6
63	к этому	1	6
64	жизни и	7	6
65	во всяком	2	6
66	того же	1	5
67	и то	1	5
68	все эти	7	5
69	при этом	5	5
70	как и	11	5
71	в своей	5	5
72	в котором	1	5
73	так как	6	5
74	к концу	1	5
75	для себя	1	5
76	в дальнейшем	2	5
77	так и	6	5
78	с ним	4	5
79	другими словами	3	5
80	того что	1	5
81	тот же	5	5
82	так что	1	5
83	в течение	3	5
84	как бы	11	5
85	в основном	5	5
86	о его	1	5
87	все это	9	5
88	то же	7	4
89	той же	1	4
90	я не	1	4
91	и он	1	4
92	в ней	2	4
93	и на	17	4
94	время в	1	4
95	с его	5	4
96	отношение к	8	4
97	в которой	1	4
98	в целом	1	4
99	в этой	10	4
100	на его	2	4
101	в нем	9	4
102	он не	1	4
103	содержит в	2	4
104	его в	1	4
105	несмотря на	3	4
106	мы знаем	1	4
107	в этих	4	4
108	мы должны	2	4
109	можно судить	1	4
110	на французском	1	4
111	не есть	1	4
112	и о	4	4
113	здесь не	2	4
114	можно сказать	2	4
115	о том	3	4
116	конечно не	1	4
117	вовсе не	10	4
118	именно в	6	4
119	после смерти	1	4
120	в те	1	4
121	так же	2	4
122	с этой	1	4
123	но это	2	4
124	в начале	5	4
125	письме к	1	4
126	и наконец	1	4
127	на этот	1	4
128	ко всему	2	4
129	по поводу	2	4
130	отношения к	4	3
131	говоря о	1	3
132	был и	3	3
133	и вот	3	3
134	те времена	1	3
135	французском языке	1	3
136	во всех	6	3
137	но не	5	3
138	как в	1	3
139	что касается	2	3
140	и как	1	3
141	из этих	5	3
142	учение о	2	3
143	в очень	1	3
144	всех этих	3	3
145	таким образом	7	3
146	должен был	2	3
147	в них	13	3
148	в египет	1	3
149	в отношении	2	3
150	с точки	5	3
151	т ii	1	3
152	но он	6	3
153	том же	1	3
154	вплоть до	2	3
155	он написал	1	3
156	же время	6	3
157	к ней	2	3
158	в области	4	3
159	он и	1	3
160	и это	3	3
161	что и	1	3
162	вообще в	1	3
163	мы будем	1	3
164	никак нельзя	1	3
165	уже в	5	3
166	в виде	1	3
167	а это	1	3
