N	2gram	Vygotskiy__5	Komedia
1	и в	16	22
2	и не	12	21
3	том что	15	13
4	таким образом	19	12
5	в том	18	12
6	так как	16	11
7	со стороны	1	11
8	ни в	1	10
9	потому что	21	10
10	в самом	4	9
11	до сих	3	9
12	вместе с	4	9
13	сих пор	3	9
14	в этом	25	8
15	его в	2	8
16	в своем	5	8
17	к ней	1	8
18	о том	8	8
19	если бы	8	8
20	в его	11	8
21	что и	3	8
22	что он	25	8
23	то же	8	7
24	при этом	4	7
25	об этом	1	7
26	в конце	1	7
27	о чем	2	7
28	только что	5	7
29	а в	3	7
30	в свою	4	7
31	того же	7	6
32	самом деле	3	6
33	еще не	4	6
34	так что	4	6
35	тому же	2	6
36	в то	5	6
37	и его	3	6
38	к тому	6	6
39	того чтобы	17	6
40	свою очередь	3	6
41	ясно что	1	6
42	и что	12	6
43	для того	14	6
44	может быть	9	6
45	как раз	1	6
46	к этому	3	6
47	что его	1	5
48	отношение к	11	5
49	более чем	1	5
50	но в	6	5
51	не только	16	5
52	он не	8	5
53	в своей	2	5
54	то это	2	5
55	не менее	3	5
56	связи с	3	5
57	с ним	5	5
58	к нему	3	5
59	что в	16	5
60	по отношению	12	5
61	из них	2	5
62	тем что	5	5
63	прежде всего	3	5
64	как это	8	5
65	все это	2	5
66	в ней	2	4
67	он был	1	4
68	с другой	4	4
69	все же	3	4
70	когда он	2	4
71	то что	26	4
72	что к	1	4
73	в себе	1	4
74	что она	2	4
75	но все	2	4
76	совпадают с	1	4
77	и с	3	4
78	должен был	1	4
79	с тем	3	4
80	несмотря на	1	4
81	точки зрения	18	4
82	не в	6	4
83	однако в	1	4
84	в отношении	9	4
85	самого начала	5	4
86	у него	6	4
87	и здесь	2	4
88	с самого	5	4
89	так и	7	4
90	между собой	13	4
91	и поэтому	2	4
92	с помощью	10	4
93	не дает	2	4
94	вовсе не	2	4
95	само собой	1	4
96	но и	6	4
97	до конца	3	4
98	а не	10	4
99	в связи	1	4
100	не является	5	4
101	и для	1	4
102	бы в	4	4
103	тем более	4	4
104	хотя бы	5	4
105	так же	15	4
106	который в	1	3
107	говорить о	3	3
108	к началу	4	3
109	из того	11	3
110	столь же	2	3
111	с его	1	3
112	в ее	1	3
113	с этим	3	3
114	и к	2	3
115	тем же	1	3
116	и этим	1	3
117	в которой	5	3
118	представляет собой	7	3
119	в этой	6	3
120	и тот	3	3
121	как он	6	3
122	на то	1	3
123	в нем	7	3
124	что ни	1	3
125	прежде чем	1	3
126	приводит к	7	3
127	от нее	1	3
128	было бы	10	3
129	в них	2	3
130	все равно	2	3
131	как и	8	3
132	чем в	3	3
133	но если	6	3
134	том как	2	3
135	с точки	9	3
136	тем не	1	3
137	их в	2	3
138	к ним	2	3
139	не имеет	4	3
140	никогда не	5	3
141	ничего не	5	3
142	же самое	4	3
143	он так	1	3
144	одного из	1	3
145	ситуация в	2	3
146	одной из	3	3
147	нисколько не	1	3
148	с одной	3	3
149	в начале	1	3
150	что не	1	3
151	это обстоятельство	1	3
152	не так	1	3
153	всяком случае	1	3
154	мы можем	6	3
155	отношению к	12	3
156	в других	1	3
157	и даже	2	3
158	даже не	1	3
159	на которые	3	3
160	перед ним	1	3
161	на этот	4	3
162	один из	1	3
163	если не	1	3
164	в частности	3	3
165	не может	18	3
166	по своему	3	3
167	одной стороны	3	3
168	как бы	5	3
169	с этой	4	3
170	в целом	4	3
171	из себя	1	3
172	не знает	5	3
173	дело с	1	3
174	все что	2	3
175	в какой	6	3
176	во всяком	2	3
177	отношения к	2	2
178	такое же	2	2
179	здесь и	1	2
180	из его	1	2
181	мы не	3	2
182	и дать	1	2
183	в сущности	13	2
184	время как	4	2
185	представление о	1	2
186	и он	1	2
187	но при	2	2
188	меньше чем	1	2
189	и на	6	2
190	бы то	1	2
191	во всех	2	2
192	он говорит	1	2
193	отличие от	2	2
194	за пределы	4	2
195	что они	5	2
196	как в	5	2
197	стороны и	2	2
198	в известной	3	2
199	целый ряд	1	2
200	в результате	4	2
201	не приходится	1	2
202	то обстоятельство	2	2
203	только один	2	2
204	если он	2	2
205	на его	2	2
206	после этого	1	2
207	состоит в	6	2
208	в силу	10	2
209	исходя из	1	2
210	не с	2	2
211	это не	4	2
212	этот человек	1	2
213	который по	1	2
214	на основании	2	2
215	я говорю	1	2
216	в развитии	28	2
217	этой связи	1	2
218	в котором	2	2
219	в их	3	2
220	в одном	3	2
221	как видим	1	2
222	что эта	3	2
223	тому что	5	2
224	она не	1	2
225	что с	5	2
226	что происходит	1	2
227	что ему	1	2
228	дело не	1	2
229	в основе	8	2
230	больше чем	3	2
231	и после	1	2
232	в области	12	2
233	больше того	2	2
234	одним из	2	2
235	известной степени	1	2
236	не считает	1	2
237	есть основание	1	2
238	если же	1	2
239	и это	1	2
240	как мы	10	2
241	и о	1	2
242	в виду	2	2
243	вывод что	2	2
244	без всякого	1	2
245	то время	4	2
246	можно было	5	2
247	разумеется что	1	2
248	именно потому	2	2
249	в другом	6	2
250	на вопрос	5	2
251	аналогии с	1	2
252	и во	1	2
253	между тем	3	2
254	нуждается в	1	2
255	все время	1	2
256	не как	1	2
257	тот же	5	2
258	могло быть	1	2
259	и ее	1	2
260	в качестве	4	2
261	уже в	1	2
262	если мы	7	2
263	за ним	1	2
264	для новой	1	2
