N	2gram	Medvedev_U_1	Myshleni
1	в том	2	33
2	том что	2	27
3	то что	7	20
4	в этом	7	19
5	того что	1	17
6	не только	10	15
7	и в	14	15
8	таким образом	2	14
9	что в	1	14
10	и т.д	3	12
11	говорит он	1	12
12	что он	2	12
13	в самом	2	11
14	в процессе	1	11
15	мы не	2	10
16	было бы	3	10
17	но и	4	10
18	мы можем	1	10
19	в своем	1	9
20	о том	1	9
21	может быть	6	9
22	что мы	2	9
23	не может	7	9
24	не в	2	8
25	никогда не	1	8
26	так и	1	8
27	если бы	2	8
28	и что	1	8
29	он не	1	7
30	по себе	2	7
31	тот же	1	7
32	с одной	1	7
33	одной стороны	1	7
34	и не	8	7
35	самом деле	2	6
36	в этой	4	6
37	на то	1	6
38	как и	3	6
39	речи в	1	6
40	в виду	1	6
41	но в	3	6
42	с другой	4	6
43	в частности	3	6
44	сказать что	1	6
45	то же	5	5
46	приводит к	1	5
47	это не	3	5
48	что с	1	5
49	тогда когда	1	5
50	и даже	1	5
51	и др	1	5
52	по существу	2	5
53	все что	1	5
54	хотя бы	5	4
55	с его	2	4
56	конечном счете	4	4
57	независимо от	1	4
58	все же	3	4
59	могли бы	2	4
60	в которой	1	4
61	что все	2	4
62	в своей	3	4
63	признать что	1	4
64	к этому	1	4
65	их в	1	4
66	того как	1	4
67	и с	2	4
68	нам известно	1	4
69	в пользу	1	4
70	в конечном	4	4
71	только в	2	4
72	в качестве	1	4
73	для всех	2	4
74	как раз	2	4
75	прежде всего	8	4
76	все это	5	4
77	человека и	1	3
78	мы имеем	1	3
79	очевидно что	3	3
80	смысле этого	2	3
81	бы и	2	3
82	он в	1	3
83	что она	2	3
84	об этом	1	3
85	в которых	1	3
86	для этого	3	3
87	из которых	1	3
88	этом отношении	2	3
89	что при	1	3
90	для себя	1	3
91	и это	1	3
92	данном случае	1	3
93	которое мы	1	3
94	ничего не	2	3
95	и только	5	3
96	тем более	1	3
97	но не	2	3
98	это же	1	3
99	вот почему	7	3
100	для него	3	3
101	что для	1	3
102	а не	10	3
103	в данном	1	3
104	нам думается	1	3
105	только для	1	3
106	не существует	1	3
107	и все	1	3
108	же как	1	2
109	в котором	1	2
110	той же	1	2
111	имеет свою	1	2
112	в их	4	2
113	не то	1	2
114	нет и	1	2
115	за пределы	1	2
116	еще один	1	2
117	отнюдь не	1	2
118	в течение	1	2
119	относятся к	1	2
120	более или	1	2
121	есть ли	1	2
122	в известном	1	2
123	само по	1	2
124	как основной	1	2
125	в себе	2	2
126	не следует	3	2
127	друг с	1	2
128	этом смысле	2	2
129	должно быть	1	2
130	иначе говоря	1	2
131	или менее	1	2
132	но если	1	2
133	тому чтобы	1	2
134	больше чем	1	2
135	с другом	1	2
136	не могут	2	2
137	могут быть	2	2
138	же самое	2	2
139	он прежде	1	2
140	можно сказать	1	2
141	функция а	1	2
142	нас в	2	2
143	в его	2	2
144	что и	2	2
