N	2gram	Vygotskiy__2	Formalny
1	и в	32	24
2	художественного произведения	5	23
3	в его	2	23
4	прежде всего	1	22
5	и не	10	20
6	так и	3	18
7	точки зрения	17	16
8	не может	17	16
9	в этом	13	15
10	в нем	4	14
11	может быть	18	14
12	таким образом	21	13
13	на почве	1	13
14	с точки	10	13
15	и т	10	12
16	как и	10	11
17	в своей	3	11
18	в их	3	11
19	не менее	8	11
20	должно быть	1	11
21	в ней	5	10
22	то же	13	10
23	вовсе не	2	10
24	и ее	3	10
25	и его	7	10
26	и их	3	10
27	а не	7	10
28	формальный метод	1	9
29	в то	5	9
30	в процессе	2	9
31	все это	5	9
32	и на	5	8
33	как в	9	8
34	т д	2	8
35	и с	4	8
36	не в	8	8
37	же время	2	8
38	в ее	2	8
39	произведения и	1	8
40	именно в	1	8
41	то что	21	8
42	в свою	3	8
43	на самом	5	7
44	с ее	3	7
45	не только	12	7
46	место в	2	7
47	жизни и	4	7
48	до конца	3	7
49	и от	2	7
50	но и	10	7
51	отношения к	1	6
52	еще не	2	6
53	самом деле	16	6
54	отнюдь не	5	6
55	более или	1	6
56	в целом	4	6
57	все эти	7	6
58	в этой	6	6
59	как бы	6	6
60	или менее	1	6
61	она не	2	6
62	свою очередь	2	6
63	и здесь	2	6
64	до сих	5	6
65	в том	37	6
66	было бы	11	6
67	как это	4	6
68	художественное произведение	6	6
69	сих пор	5	6
70	форм и	2	6
71	и все	4	6
72	а в	4	6
73	хотя бы	3	5
74	во всех	3	5
75	одним словом	1	5
76	но в	3	5
77	в самом	12	5
78	при этом	13	5
79	по себе	12	5
80	и до	4	5
81	должны быть	3	5
82	должен быть	1	5
83	как мы	1	5
84	искусства и	9	5
85	что бы	1	5
86	того что	8	5
87	только на	5	5
88	со стороны	1	5
89	с другой	3	5
90	формы и	6	5
91	в искусстве	21	5
92	с его	2	4
93	в истории	1	4
94	независимо от	1	4
95	и к	3	4
96	в которой	2	4
97	главным образом	3	4
98	не как	3	4
99	с другими	2	4
100	искусства в	5	4
101	и может	1	4
102	как на	5	4
103	формального направления	1	4
104	оно не	2	4
105	при таком	4	4
106	никогда не	9	4
107	если бы	6	4
108	для этого	3	4
109	мы увидим	1	4
110	всяком случае	2	4
111	с одной	1	4
112	конечно не	1	4
113	т п	8	4
114	литературного произведения	1	4
115	одной стороны	1	4
116	в связи	1	4
117	в частности	3	4
118	с этой	4	4
119	что в	20	4
120	так же	18	4
121	во всяком	2	4
122	литературы а	1	3
123	культуры и	1	3
124	художественном произведении	5	3
125	определяется и	1	3
126	это и	1	3
127	мы не	3	3
128	по аналогии	1	3
129	зависимости от	1	3
130	время в	1	3
131	бы то	2	3
132	но не	2	3
133	со всеми	1	3
134	значение и	2	3
135	в общем	3	3
136	отношение к	2	3
137	как к	3	3
138	все же	4	3
139	когда он	10	3
140	целый ряд	6	3
141	и как	7	3
142	и наконец	1	3
143	в себе	2	3
144	если он	1	3
145	он не	6	3
146	роли в	1	3
147	он должен	1	3
148	оно должно	1	3
149	так например	1	3
150	в каждом	2	3
151	то ни	2	3
152	значение в	2	3
153	на все	5	3
154	материала и	2	3
155	его в	1	3
156	подходит к	1	3
157	литературном произведении	1	3
158	в жизни	4	3
159	произведение как	2	3
160	в них	2	3
161	вскрыть и	1	3
162	вещей и	2	3
163	они не	1	3
164	в отношении	3	3
165	поэтического произведения	3	3
166	тем самым	1	3
167	не о	1	3
168	в основе	11	3
169	на язык	1	3
170	связи с	1	3
171	сводится к	2	3
172	не по	1	3
173	материала в	1	3
174	отличается от	2	3
175	к тому	7	3
176	ясно что	7	3
177	жизнь и	3	3
178	аналогии с	1	3
179	воздействия на	2	3
180	бы в	1	3
181	говорит он	4	3
182	как она	4	3
183	один из	3	3
184	элементы художественной	1	3
185	или же	3	3
186	в большинстве	1	3
187	и других	3	3
188	для него	1	3
189	в особенности	2	3
190	и даже	5	3
191	в области	1	3
192	бы нелепо	1	3
193	не было	2	3
194	в россии	1	3
195	произведения искусства	4	3
196	ни на	3	3
197	или иного	2	3
198	в художественном	6	3
199	ничем не	1	3
200	этого слова	1	3
201	дело идет	1	3
202	но это	2	3
203	у них	2	3
204	с помощью	1	3
205	между ними	1	3
206	что он	13	3
207	думать что	3	3
208	зрения их	1	2
209	же как	4	2
210	чтобы не	1	2
211	в эстетике	1	2
212	и это	4	2
213	в зависимости	1	2
214	и должен	1	2
215	входящих в	2	2
216	не оказалось	1	2
217	его не	1	2
218	а как	1	2
219	совершенно справедливо	6	2
220	сами же	2	2
221	эстетики и	1	2
222	что формалисты	1	2
223	последней в	1	2
224	литературы и	1	2
225	всем этим	1	2
226	не найдем	1	2
227	как если	1	2
228	всякого искусства	1	2
229	а только	3	2
230	для других	1	2
231	уже как	1	2
232	друг от	1	2
233	за пределы	1	2
234	во что	1	2
235	чем же	1	2
236	идет о	1	2
237	искусства не	1	2
238	с этим	4	2
239	более и	2	2
240	в него	2	2
241	к новому	1	2
242	однако не	2	2
243	в действительности	4	2
244	впечатление что	2	2
245	в произведении	4	2
246	не приходится	1	2
247	в литературном	1	2
248	от действительности	1	2
249	он в	3	2
250	в нашем	1	2
251	остановиться на	1	2
252	и те	4	2
253	не могла	1	2
254	и если	1	2
255	на его	2	2
256	формальным методом	1	2
257	и вот	3	2
258	том чтобы	3	2
259	и более	4	2
260	но ведь	1	2
261	но все	1	2
262	подход к	2	2
263	того или	3	2
264	это не	2	2
265	всю свою	1	2
266	начала и	2	2
267	отражение в	1	2
268	в художественную	1	2
269	ни в	2	2
270	с тем	11	2
271	мы видели	1	2
272	жизни но	1	2
273	отрешенная от	1	2
274	в эту	1	2
275	не так	2	2
276	таким же	1	2
277	роман и	2	2
278	что было	1	2
279	произведения это	1	2
280	на него	2	2
281	только не	1	2
282	ничего не	4	2
283	жизни не	1	2
284	одна из	1	2
285	в самой	2	2
286	учения о	2	2
287	к ней	1	2
288	и является	1	2
289	во всем	3	2
290	убедиться в	1	2
291	может и	1	2
292	от того	4	2
293	и заключается	3	2
294	указать на	1	2
295	его с	2	2
296	не есть	1	2
297	если же	4	2
298	от друга	1	2
299	происходит и	1	2
300	ни стало	1	2
301	приводит к	1	2
302	произведения а	1	2
303	как с	1	2
304	на нее	1	2
305	произведение искусства	1	2
306	не с	1	2
307	еще в	1	2
308	художник в	1	2
309	произведения как	2	2
310	и должно	1	2
311	исследования и	1	2
312	и что	22	2
313	к действительности	2	2
314	и содержание	2	2
315	чтобы вскрыть	1	2
316	все в	1	2
317	между тем	4	2
318	ее от	1	2
319	что и	17	2
320	в другой	1	2
321	проблемы и	1	2
322	действительности не	1	2
323	только в	7	2
324	таком понимании	2	2
325	уже не	1	2
326	если мы	12	2
327	ни одного	1	2
328	не дает	1	2
329	его и	1	2
330	могло бы	2	2
331	точка зрения	2	2
332	в одном	2	2
333	иначе как	1	2
334	сами по	3	2
335	и со	1	2
336	как раз	5	2
337	чтобы убедиться	1	2
338	она является	2	2
339	не на	2	2
340	самое понятие	2	2
341	все время	6	2
342	была бы	2	2
343	есть лишь	1	2
344	художественной формы	12	2
345	под влиянием	1	2
346	все более	2	2
347	вместе с	2	2
348	ко всем	1	2
349	почти совершенно	1	2
350	она есть	1	2
351	по существу	3	2
352	является для	1	2
353	ее конкретном	1	2
354	к которому	2	2
355	искусства как	2	2
356	совершается в	1	2
357	в результате	1	2
358	художественного восприятия	1	2
359	ни было	1	2
360	в своих	9	2
361	отношении к	3	2
362	но эта	2	2
363	только как	3	2
364	и судьба	1	2
365	нас не	1	2
366	а между	1	1
367	смысле слова	1	1
368	ту же	4	1
369	к материалу	1	1
370	также и	2	1
371	например в	3	1
372	для построения	1	1
373	мы замечаем	1	1
374	в объяснении	2	1
375	и приемы	2	1
376	он может	1	1
377	или к	1	1
378	она конечно	1	1
379	в первом	1	1
380	из самых	2	1
381	и чрезвычайно	1	1
382	по преимуществу	1	1
383	из его	1	1
384	вот два	1	1
385	как сами	1	1
386	высшей степени	1	1
387	едва ли	4	1
388	для этих	1	1
389	и этот	2	1
390	той же	8	1
391	в и	1	1
392	всего того	1	1
393	и значение	1	1
394	методом и	1	1
395	почти все	1	1
396	происходило в	1	1
397	а для	1	1
398	вместо того	1	1
399	действительности с	1	1
400	самый материал	1	1
401	из ее	1	1
402	в каждой	1	1
403	учение об	1	1
404	подробно и	1	1
405	заложены в	1	1
406	в чем	4	1
407	тем как	1	1
408	разных авторов	1	1
409	глаза на	1	1
410	должны искать	1	1
411	совершенно прав	1	1
412	чем это	1	1
413	в данном	4	1
414	к которой	2	1
415	как простая	1	1
416	иногда и	1	1
417	в психике	1	1
418	или иное	1	1
419	своих последних	1	1
420	основные вопросы	1	1
421	связи и	1	1
422	общего с	1	1
423	за этим	1	1
424	на минуту	1	1
425	бы при	1	1
426	что касается	1	1
427	увидим что	2	1
428	важны не	1	1
429	искусство и	1	1
430	истории искусства	1	1
431	основная тенденция	1	1
432	последних работах	1	1
433	психологии и	2	1
434	то в	1	1
435	своей целью	1	1
436	та же	3	1
437	перестанет быть	1	1
438	вчувствования и	1	1
439	бы и	3	1
440	мы получаем	2	1
441	самой природе	1	1
442	эти вопросы	1	1
443	из этих	1	1
444	социальные задания	1	1
445	художников и	1	1
446	так в	2	1
447	может считаться	1	1
448	оно начинает	1	1
449	нами в	1	1
450	формы не	2	1
451	от простого	1	1
452	творчества и	3	1
453	как он	2	1
454	на то	11	1
455	что без	2	1
456	противном случае	1	1
457	к искусству	5	1
458	как оно	1	1
459	не следует	1	1
460	тем не	4	1
461	все те	2	1
462	в первой	1	1
463	они в	2	1
464	и утверждает	1	1
