N	2gram	Tiupa_Hudo_1	Vladivir
1	и в	19	40
2	то что	4	28
3	не только	16	25
4	и не	15	25
5	у него	1	24
6	то есть	18	24
7	том что	8	18
8	в том	18	18
9	но и	10	18
10	еще и	1	18
11	также и	1	17
12	что в	6	17
13	в этом	11	16
14	в его	9	14
15	так что	1	14
16	не может	7	14
17	точки зрения	10	13
18	вовсе не	2	13
19	только в	5	13
20	в конце	1	12
21	а именно	2	12
22	сказать что	4	12
23	едва ли	1	11
24	никогда не	2	11
25	потому что	3	11
26	таким образом	3	11
27	о том	2	11
28	в году	2	10
29	ни в	5	10
30	тем не	3	10
31	и его	12	10
32	не есть	1	10
33	прежде всего	4	10
34	как раз	3	10
35	и потому	2	10
36	и то	4	9
37	уже не	4	9
38	что это	1	9
39	в себе	9	9
40	в своей	5	9
41	не менее	3	9
42	как мы	1	8
43	в своем	2	8
44	в этой	2	8
45	он не	4	8
46	и что	3	8
47	а также	5	8
48	для него	4	8
49	может быть	14	8
50	а не	9	8
51	так же	2	8
52	а только	4	7
53	хотя и	3	7
54	и как	3	7
55	что все	1	7
56	как и	2	7
57	в то	6	7
58	что и	2	7
59	того что	4	7
60	так как	1	7
61	вместе с	1	7
62	к тому	4	7
63	а в	12	7
64	в своих	1	7
65	и на	2	6
66	то в	2	6
67	не будет	2	6
68	с точки	3	6
69	по себе	2	6
70	и это	2	6
71	и от	1	6
72	так и	11	6
73	об этом	2	6
74	и здесь	1	6
75	и даже	1	6
76	если не	1	6
77	отношения к	2	5
78	отнюдь не	2	5
79	в истории	1	5
80	более или	5	5
81	все эти	2	5
82	тоже не	1	5
83	тому же	1	5
84	содержит в	1	5
85	должно быть	1	5
86	или менее	5	5
87	но если	1	5
88	в отношении	3	5
89	некоторого рода	1	5
90	дело в	1	5
91	тем что	1	5
92	только и	1	5
93	у нас	1	5
94	для себя	2	5
95	с другой	7	5
96	что он	3	5
97	в одном	2	5
98	не говорит	1	5
99	не было	1	5
100	в данном	4	5
101	в самом	5	4
102	то же	10	4
103	и о	3	4
104	еще не	3	4
105	но не	11	4
106	но в	7	4
107	бы и	1	4
108	на то	1	4
109	было бы	1	4
110	в котором	1	4
111	даже в	3	4
112	тому что	2	4
113	не имеет	1	4
114	пусть он	1	4
115	в каком	2	4
116	только при	1	4
117	то время	1	4
118	в глаза	2	4
119	не с	2	4
120	мог бы	3	4
121	если мы	2	4
122	а с	2	4
123	говорит о	1	4
124	однако и	1	4
125	как это	5	4
126	такого рода	10	4
127	в результате	1	4
128	точно так	1	4
129	же как	1	3
130	мы имеем	6	3
131	я не	2	3
132	которое в	1	3
133	здесь не	2	3
134	бы то	1	3
135	в чем	2	3
136	не все	2	3
137	отличие от	7	3
138	себе отчет	1	3
139	за пределы	2	3
140	перед нами	1	3
141	из этих	3	3
142	с их	2	3
143	в нем	5	3
144	при этом	13	3
145	является не	1	3
146	то ни	1	3
147	том случае	1	3
148	в качестве	24	3
149	это было	1	3
150	это не	2	3
151	этом смысле	3	3
152	не прямо	1	3
153	далеко не	2	3
154	разного рода	1	3
155	не столько	3	3
156	в отличие	7	3
157	не в	7	3
158	если нет	1	3
159	и против	1	3
160	того чтобы	2	3
161	он мог	1	3
162	и притом	3	3
163	тех кто	1	3
164	сводится к	7	3
165	все то	1	3
166	отличается от	2	3
167	оно не	1	3
168	в виду	5	3
169	если бы	3	3
170	настоящее время	1	3
171	к нему	3	3
172	говорит в	2	3
173	и весьма	2	3
174	и тем	2	3
175	по этому	1	3
176	с одной	2	3
177	человека и	1	3
178	именно в	2	3
179	в связи	1	3
180	одной стороны	2	3
181	как бы	9	3
182	же самое	1	3
183	но для	1	3
184	и для	2	3
185	в настоящее	1	3
186	собственно говоря	2	3
187	же в	1	3
188	только о	2	3
189	ее в	2	3
190	в таком	1	3
191	в христианском	1	2
192	по преимуществу	2	2
193	по его	1	2
194	есть не	1	2
195	в сущности	1	2
196	не вполне	2	2
197	вся система	1	2
198	что его	1	2
199	чем это	2	2
200	а тем	1	2
201	могло быть	2	2
202	но как	2	2
203	в сторону	2	2
204	как говорит	3	2
205	это тоже	2	2
206	и к	3	2
207	только то	1	2
208	в которой	2	2
209	в целом	3	2
210	так или	3	2
211	в нашем	2	2
212	но на	1	2
213	говоря только	1	2
214	что она	2	2
215	он ни	1	2
216	как с	1	2
217	не как	2	2
218	в силу	1	2
219	и по	2	2
220	случае если	1	2
221	одно и	3	2
222	в другом	3	2
223	отчет в	1	2
224	должен был	1	2
225	в жизни	2	2
226	в это	1	2
227	таком случае	1	2
228	на первый	1	2
229	в этих	3	2
230	в их	5	2
231	все и	1	2
232	и более	2	2
233	тем самым	4	2
234	иметь в	1	2
235	но только	1	2
236	же время	5	2
237	по своей	7	2
238	связи с	1	2
239	не могут	1	2
240	сравнении с	1	2
241	той или	4	2
242	не существует	1	2
243	всей своей	2	2
244	роль в	1	2
245	в мире	21	2
246	можно только	1	2
247	но у	1	2
248	возможна только	1	2
249	но мы	1	2
250	не содержит	1	2
251	что каждый	2	2
252	его в	2	2
253	на отдельные	1	2
254	путь к	1	2
255	бы в	1	2
256	есть полнота	1	2
257	быть и	2	2
258	но с	1	2
259	одной из	2	2
260	что даже	1	2
261	в какой	2	2
262	он уже	1	2
263	который в	2	2
264	также еще	1	2
265	свидетельствует о	1	2
266	то чему	1	2
267	из них	1	2
268	себе в	1	2
269	мы находим	1	2
270	здесь и	1	2
271	бытия и	1	2
272	для того	2	2
273	со стороны	2	2
274	или иначе	4	2
275	только к	1	2
276	больше и	1	2
277	не на	3	2
278	к своему	1	2
279	на почве	3	2
280	для понимания	2	2
281	с этой	1	2
282	с бытием	1	2
283	сказать не	1	2
284	при условии	2	2
285	является как	1	2
286	в одно	2	2
287	не является	4	2
288	ни к	2	2
289	все они	1	2
290	другой стороны	5	2
291	того же	2	2
292	к его	2	2
293	жизни а	1	2
294	в сравнении	1	2
295	из этого	2	2
296	с его	6	2
297	же и	1	2
298	я и	7	1
299	можно говорить	1	1
300	например в	3	1
301	в сфере	1	1
302	для построения	1	1
303	чтобы не	1	1
304	начинается с	1	1
305	живое существо	1	1
306	значении этого	4	1
307	это и	1	1
308	и есть	1	1
309	не признает	1	1
310	жизни по	1	1
311	конечно с	1	1
312	из его	1	1
313	и больше	2	1
314	которыми он	1	1
315	и конечно	1	1
316	говоря и	2	1
317	от своих	1	1
318	но она	2	1
319	что иное	1	1
320	принадлежит к	3	1
321	в составе	1	1
322	как впрочем	1	1
323	в каждой	1	1
324	предмет созерцания	1	1
325	освобождения от	1	1
326	не становясь	1	1
327	иное как	1	1
328	как смысл	1	1
329	в существовании	1	1
330	и мира	1	1
331	во всех	3	1
332	такого что	1	1
333	иных случаях	1	1
334	что способно	1	1
335	свою жизнь	2	1
336	если в	1	1
337	а всего	1	1
338	времени то	1	1
339	оно является	1	1
340	что они	1	1
341	сама по	2	1
342	как в	2	1
343	человеческая личность	1	1
344	в противном	2	1
345	и где	1	1
346	сознания в	3	1
347	каждый такой	2	1
348	и свою	1	1
349	автора и	3	1
350	не быть	1	1
351	к чему	1	1
352	привести к	1	1
353	бы не	1	1
354	которые в	1	1
355	на стадии	1	1
356	в известном	1	1
357	в статье	1	1
358	представляются в	1	1
359	зрения в	1	1
360	данном отношении	1	1
361	их в	3	1
362	словам и	1	1
363	на земле	1	1
364	том и	2	1
365	с позиций	2	1
366	лишь в	4	1
367	все их	1	1
368	заключается в	2	1
369	говорит что	2	1
370	но их	3	1
371	мира с	1	1
372	мире без	1	1
373	в них	2	1
374	непреложный факт	1	1
375	рядом с	1	1
376	как об	1	1
377	не всегда	1	1
378	нигде не	1	1
379	жизни но	2	1
380	нашего внутреннего	2	1
381	это переживание	1	1
382	обратимся к	1	1
383	вещи в	1	1
384	сближается с	1	1
385	от своего	2	1
386	в такой	1	1
387	и без	1	1
388	представить себе	1	1
389	и процесс	1	1
390	всего только	1	1
391	место в	4	1
392	превратилась в	1	1
393	себе а	1	1
394	оно стало	1	1
395	простой и	1	1
396	не путем	1	1
397	образом и	2	1
398	но он	3	1
399	друг другу	1	1
400	ни было	1	1
401	говорит не	1	1
402	с такими	1	1
403	том же	1	1
404	человеческого я	3	1
405	личность в	1	1
406	случае мы	1	1
407	виду что	1	1
408	с которой	1	1
409	возможны но	1	1
410	или жизнь	1	1
411	одна из	2	1
412	чтобы в	1	1
413	в основе	4	1
414	он еще	1	1
415	это еще	1	1
416	полнота и	1	1
417	того и	1	1
418	и объективной	1	1
419	наши мысли	1	1
420	имя как	1	1
421	и является	1	1
422	ему и	1	1
423	и теперь	1	1
424	до того	1	1
425	как будто	1	1
426	него но	1	1
427	ему не	1	1
428	настоящего времени	1	1
429	начиная с	2	1
430	когда мы	1	1
431	взятое в	1	1
432	выступает по	1	1
433	и такие	1	1
434	его за	1	1
435	всего в	1	1
436	и другим	1	1
437	объекта и	3	1
438	подход к	1	1
439	с ее	5	1
440	есть чувство	1	1
441	в ее	5	1
442	здесь также	1	1
443	что делает	1	1
444	в себя	2	1
445	так в	4	1
446	вопрос что	1	1
447	свободу и	1	1
448	и сам	1	1
449	те же	1	1
450	а этот	1	1
451	с самим	2	1
452	и религии	1	1
453	строго говоря	1	1
454	деятельности в	2	1
455	произведения как	3	1
456	в самой	2	1
457	каждой из	1	1
458	и поэтому	1	1
459	внимание на	1	1
460	и сделать	1	1
461	мира а	1	1
462	можно сказать	5	1
463	основе своей	1	1
464	не позволяет	1	1
465	может не	1	1
466	вопросу о	1	1
467	на всех	2	1
468	не могло	2	1
469	смысле не	1	1
470	говорить об	1	1
471	заметно выделяется	1	1
472	я думаю	2	1
473	нуждается в	1	1
474	полноту и	1	1
475	во всей	3	1
476	котором он	1	1
477	вслед за	1	1
478	которую в	1	1
479	его созерцания	1	1
480	статье о	1	1
481	в литературе	1	1
482	с той	1	1
483	своему собственному	1	1
484	один из	2	1
485	мы видим	1	1
486	духовный опыт	1	1
487	самые разнообразные	1	1
488	впрочем и	1	1
489	конструкции но	1	1
490	место лишь	1	1
491	никак нельзя	1	1
492	не происходит	1	1
493	тот что	1	1
494	даже вовсе	1	1
495	времени когда	1	1
496	этом что	1	1
497	которых можно	1	1
498	не дает	1	1
499	в душе	8	1
500	мышления и	1	1
501	за ним	1	1
502	эти два	1	1
503	при всей	1	1
504	есть его	1	1
505	на их	1	1
506	внутреннего мира	2	1
507	известного рода	2	1
508	но из	1	1
509	о каком	1	1
510	обязательно является	1	1
511	представляют собой	1	1
512	имеет значение	1	1
513	и др	2	1
514	никакого нового	1	1
515	или иной	7	1
516	говорим о	1	1
517	бы несколько	1	1
518	если говорить	1	1
519	по своим	1	1
520	к которому	4	1
521	являются только	1	1
522	и прежде	1	1
523	на чем	1	1
524	такое же	1	1
525	души и	1	1
526	себя и	2	1
527	что для	1	1
528	к более	2	1
529	противном случае	2	1
530	они представляются	1	1
531	бы для	1	1
532	смысла и	1	1
533	личности в	4	1
534	о чем	2	1
535	человеческой жизни	2	1
536	с которым	1	1
537	и четвертый	1	1
538	что из	1	1
539	свободе его	1	1
540	и абсолютная	1	1
541	его я	1	1
542	в частности	13	1
543	ясно говорит	2	1
544	выставляет на	1	1
545	вещей но	1	1
546	мы говорим	1	1
547	в иных	1	1
548	в строгом	1	1
549	из которых	1	1
550	к бытию	2	1
551	по своему	2	1
552	он говорит	1	1
553	к жизни	2	1
554	вследствие его	1	1
555	никем не	1	1
556	мыслится как	1	1
557	этого слова	2	1
558	внешнего мира	3	1
559	в контексте	3	1
560	к понятию	1	1
561	слова и	2	1
562	этом случае	1	1
563	известном смысле	1	1
564	своей жизни	2	1
565	только для	1	1
566	все это	2	1
567	от нас	1	1
568	наличие трех	1	1
