N	3gram	Bakhtin_Pr_3	OGranits
1	с точки зрения	4	5
2	не может быть	6	4
3	по отношению к	5	3
4	вполне понятно что	2	3
5	одно и то	1	3
6	и наконец в	2	2
7	в самом деле	3	2
8	не чем иным	1	2
9	в данном случае	1	2
10	и то же	1	2
11	с другой стороны	3	2
12	чем иным как	1	2
13	с самого начала	8	2
14	в том что	1	2
15	один и тот	1	1
16	с ними и	1	1
17	в чем же	1	1
18	а вовсе не	2	1
19	на самом деле	10	1
20	подобно тому как	2	1
21	из него все	1	1
22	и не может	2	1
23	во всей своей	1	1
24	за пределы настоящей	1	1
25	в отличие от	2	1
26	в этом отношении	1	1
27	то что в	1	1
28	почти никогда не	1	1
29	петербургской поэмы двойник	1	1
30	может быть и	1	1
31	стиля но для	1	1
32	в своей статье	1	1
33	в узком смысле	1	1
34	для того чтобы	1	1
35	и сводится к	1	1
36	но там где	1	1
37	может быть не	1	1
38	и тот же	1	1
39	не входит в	2	1
40	быть и речи	1	1
41	тем не менее	2	1
42	и вместе с	1	1
43	и к тому	2	1
44	в нашу задачу	1	1
45	и как бы	1	1
46	в этот момент	1	1
47	но может быть	1	1
48	так и для	1	1
49	прежде всего в	1	1
50	это конечно не	1	1
51	он и не	2	1
52	входит в нашу	1	1
53	потому что они	1	1
54	что же такое	1	1
55	этом мы закончим	1	1
56	то же время	12	1
57	но тем не	1	1
58	к нему те	1	1
59	него прежде всего	2	1
60	на этом мы	1	1
61	но в то	3	1
62	выходит за пределы	2	1
63	для него прежде	1	1
64	на то что	1	1
65	на всем протяжении	1	1
66	здесь и там	1	1
67	в то же	12	1
68	к тому что	1	1
69	всей своей полноте	1	1
70	как и в	1	1
71	прежде всего не	1	1
