N	2gram	Propp_Isto_3	Narrotol
1	не только	14	26
2	а не	6	17
3	представляет собой	3	16
4	тогда как	1	15
5	но и	12	15
6	при этом	2	14
7	в том	9	14
8	в качестве	2	14
9	и не	12	14
10	в этом	17	13
11	и в	22	13
12	том что	8	13
13	состоит в	3	12
14	только в	4	11
15	в частности	5	11
16	может быть	11	10
17	в данном	4	10
18	своего рода	1	9
19	так и	2	9
20	к тому	3	9
21	а в	6	9
22	то что	7	8
23	не в	4	8
24	не может	4	8
25	к себе	1	7
26	у него	3	6
27	в своем	2	6
28	все же	5	6
29	и к	3	6
30	но в	10	6
31	в жизни	2	6
32	никогда не	3	6
33	ничего не	6	6
34	данном случае	3	6
35	можно сказать	2	6
36	а также	2	6
37	в его	3	6
38	того что	5	6
39	со стороны	3	6
40	прежде всего	3	6
41	как бы	1	6
42	героя в	1	6
43	я не	3	5
44	ответ на	1	5
45	что он	9	5
46	как в	2	5
47	хотя и	2	5
48	в нем	9	5
49	тем не	5	5
50	он не	5	5
51	таким образом	10	5
52	и тем	1	5
53	далеко не	3	5
54	точки зрения	2	5
55	в котором	2	5
56	в то	2	5
57	о том	3	5
58	с одной	2	5
59	по отношению	2	5
60	с другой	7	5
61	одной стороны	2	5
62	отношению к	2	5
63	то же	6	4
64	в ее	1	4
65	в этой	5	4
66	отнюдь не	1	4
67	перед нами	1	4
68	что это	1	4
69	тому же	2	4
70	в силу	2	4
71	уже не	7	4
72	в мире	1	4
73	об этом	1	4
74	и уже	2	4
75	в своей	1	4
76	не менее	5	4
77	в себя	1	4
78	если бы	6	4
79	как у	1	4
80	в другом	2	4
81	у нее	2	4
82	как и	3	4
83	как это	4	4
84	и все	3	4
85	с ним	1	4
86	же в	2	4
87	и у	3	4
88	жизни и	2	4
89	что в	15	4
90	все что	3	4
91	самом деле	1	3
92	говорилось выше	2	3
93	а как	1	3
94	мы имеем	19	3
95	пребывания в	7	3
96	жизни так	1	3
97	как правило	2	3
98	но не	7	3
99	что они	8	3
100	в целом	3	3
101	все эти	4	3
102	и его	4	3
103	не следует	1	3
104	и по	1	3
105	соответствии с	1	3
106	которой он	1	3
107	дома с	1	3
108	одна из	2	3
