N	4gram	Tiupa_Disk_1	Narrotol
1	состоит в том что	1	4
2	в то же время	3	3
3	мы имеем дело с	1	2
4	с одной стороны и	2	1
5	событием самого рассказывания в	1	1
6	производство дискурса проявляется как	1	1
7	то же самое следует	1	1
8	себе дорогу через сеть	1	1
9	соединяющей апокалипсис с книгой	1	1
10	судьбы они едины судьба	1	1
11	интриги соединяющей апокалипсис с	1	1
12	которые отсылают к различным	1	1
13	которое ничем не уступает	1	1
14	ничем не уступает умению	1	1
15	иначе говоря мы должны	1	1
16	ни слушающий не остаются	1	1
17	и восприятие конкретных дискурсов	1	1
18	собой грандиозную интригу мировой	1	1
19	предполагать наличие [...] компетенции	1	1
20	наличие [...] компетенции если	1	1
21	употребление языка и дискурс	1	1
22	а ван дейк четко	1	1
23	едва ли не наиболее	1	1
24	дискурсивная деятельность опирается на	1	1
25	например сапожника иначе говоря	1	1
26	что ни говорящий ни	1	1
27	мы и сами участвуем	1	1
28	мире напротив они сходятся	1	1
29	слушающий не остаются каждый	1	1
30	характеристики другие аспекты социальной	1	1
31	сохраните черты характера среди	1	1
32	уступает умению например сапожника	1	1
33	может занимать или принимать	1	1
34	самого рассказывания в этом	1	1
35	ни говорящий ни слушающий	1	1
36	непрерывный выбор возможностей пролагающий	1	1
37	собственном мире напротив они	1	1
38	к той или иной	2	1
39	пролагающий себе дорогу через	1	1
40	принимать когда поддерживает дискурс	1	1
41	неизбежно принадлежащих к той	1	1
42	своего рода миниатюра большой	1	1
43	не несет в себе	1	1
44	ком или о чем	1	1
45	статусам местам и позициям	1	1
46	хотим объяснить производство и	1	1
47	истории а всякая литературная	1	1
48	социального взаимодействия трех говорящего	1	1
49	сходятся в новом третьем	1	1
50	деятельность опирается на дискурсивное	1	1
51	позициям которые субъект может	1	1
52	дорогу через сеть ограничений	1	1
53	умению например сапожника иначе	1	1
54	грандиозную интригу мировой истории	1	1
55	каждый в своем собственном	1	1
56	рассказывания в этом последнем	1	1
57	одного и того же	2	1
58	в новом третьем мире	1	1
59	принадлежащих к той или	1	1
60	облеченный в молчание бахтин	1	1
61	его поступки только раскрывают	1	1
62	местам и позициям которые	1	1
63	о чем говорят героя	1	1
64	в том или ином	1	1
65	производство и восприятие конкретных	1	1
66	автора слушающего читателя и	1	1
67	другие аспекты социальной ситуации	1	1
68	греймас выводит из организованности	1	1
69	последнем мы и сами	1	1
70	не уступает умению например	1	1
71	тойн а ван дейк	2	1
72	выбор возможностей пролагающий себе	1	1
73	возможностей пролагающий себе дорогу	1	1
74	слушающего читателя и того	1	1
75	остаются каждый в своем	1	1
76	продукт социального взаимодействия трех	1	1
77	напротив они сходятся в	1	1
78	наблюдаемое и описываемое как	1	1
79	своем собственном мире напротив	1	1
80	мы должны предполагать наличие	1	1
81	социальные характеристики другие аспекты	1	1
82	и позициям которые субъект	1	1
83	как непрерывный выбор возможностей	1	1
84	времени и пространства а	1	1
85	читателя и того о	1	1
86	той или иной области	1	1
87	которые субъект может занимать	1	1
88	и его поступки только	1	1
89	рода миниатюра большой интриги	1	1
90	одним и тем же	1	1
91	сторону индивида и его	1	1
92	только по отношению к	1	1
93	иной области дискурсивных практик	1	1
94	это система не семиотических	1	1
95	практик дискурсивная деятельность опирается	1	1
96	миниатюра большой интриги соединяющей	1	1
97	интрига своего рода миниатюра	1	1
98	в напряжении событийного ряда	1	1
99	компетенции если хотим объяснить	1	1
100	говорящего и слушающих их	1	1
101	в этом последнем мы	1	1
102	или о чем говорят	1	1
103	искусно сохраните черты характера	1	1
104	они сходятся в новом	1	1
105	трех говорящего автора слушающего	1	1
106	сапожника иначе говоря мы	1	1
107	или принимать когда поддерживает	1	1
108	мировой истории а всякая	1	1
109	большой интриги соединяющей апокалипсис	1	1
110	говорящий ни слушающий не	1	1
111	и сами участвуем как	1	1
112	герою своему искусно сохраните	1	1
113	едины судьба выражает внеличную	1	1
114	занимать или принимать когда	1	1
115	представляет собой грандиозную интригу	1	1
116	на дискурсивное умение которое	1	1
117	концом в этом смысле	1	1
118	должны предполагать наличие [...]	1	1
119	из организованности высказываний как	1	1
120	и в то же	1	1
121	состоит в напряжении событийного	1	1
122	дискурсивных практик дискурсивная деятельность	1	1
123	различным статусам местам и	1	1
124	литературная интрига своего рода	1	1
125	этом последнем мы и	1	1
126	характера среди любых событий	1	1
127	через сеть ограничений постольку	1	1
128	нашей способности прослеживать историю	1	1
129	и не может быть	1	1
130	высказываний как неизбежно принадлежащих	1	1
131	по природе своей не	1	1
132	внеличную сторону индивида и	1	1
133	личность понятая объективно чужое	1	1
134	знакомством с повествовательной традицией	1	1
135	от своей судьбы они	1	1
136	взаимодействия трех говорящего автора	1	1
137	как неизбежно принадлежащих к	1	1
138	а всякая литературная интрига	1	1
139	дискурсивное умение которое ничем	1	1
140	судьба выражает внеличную сторону	1	1
141	зрения на себя самого	1	1
142	всякая литературная интрига своего	1	1
143	с той или иной	1	1
144	в своем собственном мире	1	1
145	объяснить производство и восприятие	1	1
146	к различным статусам местам	1	1
147	субъект может занимать или	1	1
148	дискурса проявляется как непрерывный	1	1
149	[...] компетенции если хотим	1	1
150	опирается на дискурсивное умение	1	1
