N	3gram	Tiupa_Hudo_2	Dialekti
1	и т д	2	23
2	с точки зрения	2	14
3	в таком случае	1	10
4	тем не менее	3	10
5	не только не	2	7
6	не может быть	3	6
7	в самом деле	3	5
8	о том что	7	5
9	подобно тому как	4	4
10	то время как	1	4
11	в то время	1	4
12	как раз и	1	3
13	с одной стороны	3	3
14	в том что	11	3
15	как и в	3	3
16	это было бы	1	2
17	но то что	1	2
18	того или иного	2	2
19	тот или иной	1	2
20	точно так же	1	2
21	так же как	2	2
22	к отцу и	1	2
23	и в этом	2	2
24	с другой стороны	1	2
25	что же такое	1	2
26	вообще ничего не	1	2
27	той или иной	1	2
28	не было ни	1	2
29	к тому что	4	2
30	том что у	1	2
31	к тому же	2	2
32	так или иначе	1	2
33	том что в	3	1
34	все что угодно	1	1
35	ничего и не	1	1
36	но и самого	1	1
37	на наших глазах	1	1
38	но и о	1	1
39	то же самое	2	1
40	же как и	1	1
41	до сих пор	2	1
42	и в то	2	1
43	в этом отношении	1	1
44	как это часто	1	1
45	а иногда и	1	1
46	что же мы	1	1
47	в данном случае	2	1
48	чтобы не было	1	1
49	у нее нет	1	1
50	и говорит это	1	1
51	того на что	1	1
52	как на нечто	1	1
53	превращает их в	1	1
54	я не могу	1	1
55	и в том	1	1
56	личности так и	1	1
57	содержит в себе	1	1
58	то же время	4	1
59	жизни и смерти	1	1
60	в одном из	1	1
61	в конечном счете	3	1
62	бы то ни	1	1
63	не правда ли?	1	1
64	в то же	4	1
65	из этих двух	1	1
66	но как только	1	1
67	что и в	1	1
68	но еще и	2	1
