N	2gram	Tiupa_Hudo_1	OGranits
1	и в	14	13
2	и его	5	12
3	прежде всего	11	9
4	может быть	5	8
5	не может	7	8
6	и не	2	8
7	и т.п	1	7
8	в его	8	7
9	точки зрения	5	7
10	только в	5	6
11	как бы	7	6
12	не только	12	6
13	то что	8	6
14	мы должны	1	6
15	и т.д	1	5
16	все же	3	5
17	но ведь	1	5
18	с точки	3	5
19	хотя бы	1	5
20	и эта	1	5
21	мы не	2	4
22	но мы	1	4
23	слов и	1	4
24	еще и	1	4
25	на фоне	2	4
26	но в	5	4
27	то же	9	4
28	лишь в	3	4
29	в своей	10	4
30	было бы	6	4
31	все это	2	4
32	в выборе	1	4
33	в двух	1	4
34	связана с	1	3
35	и то	1	3
36	в ее	3	3
37	самом деле	5	3
38	в пределах	3	3
39	так и	13	3
40	говорить о	3	3
41	в их	2	3
42	по отношению	8	3
43	общего с	1	3
44	с этим	3	3
45	в которой	1	3
46	в себе	11	3
47	к одному	1	3
48	не как	1	3
49	в одном	1	3
50	так как	1	3
51	но и	5	3
52	как и	9	3
53	и уже	1	3
54	точку зрения	1	3
55	что же	2	3
56	не в	7	3
57	да и	2	3
58	но для	1	3
59	и для	3	3
60	никогда не	6	3
61	и все	4	3
62	превращается в	3	3
63	отношению к	8	3
64	не столько	2	3
65	что в	6	3
66	ничего общего	1	3
67	смысле слова	1	2
68	для себя	3	2
69	и др	1	2
70	данном случае	1	2
71	художественных произведений	1	2
72	полном соответствии	1	2
73	в произведении	1	2
74	роль в	1	2
75	на две	1	2
76	и этот	1	2
77	мы уже	4	2
78	мог бы	1	2
79	не исчерпывается	1	2
80	если бы	3	2
81	к предмету	1	2
82	с самого	1	2
83	в ней	4	2
84	а также	3	2
85	в чем	1	2
86	между тем	8	2
87	явлений и	1	2
88	в общем	1	2
89	что они	1	2
90	вслед за	1	2
91	наконец в	1	2
92	к сожалению	1	2
93	чем же	1	2
94	его на	1	2
95	как в	8	2
96	в которую	1	2
97	в данном	1	2
98	в этом	11	2
99	но так	1	2
100	автора героя	2	2
101	в полном	1	2
102	в том	12	2
103	тот же	1	2
104	с ними	2	2
105	в действительности	4	2
106	или иного	2	2
107	от этого	1	2
108	в этот	1	2
109	во времени	1	2
110	в целом	2	2
111	и тем	1	2
112	все эти	3	2
113	с одной	1	2
114	уже в	1	2
115	иным как	1	2
116	в нем	3	2
117	при этом	12	2
118	для него	10	2
119	в другом	2	2
120	говорить об	2	2
121	вовсе не	1	2
122	тем что	3	2
123	с другой	1	2
124	всей своей	1	2
125	а как	1	2
126	в самом	4	2
127	входит в	1	2
128	того или	2	2
129	может стать	1	2
130	мы считаем	1	2
131	не чем	1	2
132	одной стороны	1	2
133	соответствии с	1	2
134	не на	1	2
135	а не	12	2
136	в руках	1	2
137	между собою	1	2
138	там где	1	2
139	не мог	1	2
140	несмотря на	4	2
141	в связи	3	2
142	том что	16	2
143	в г	1	2
144	от своего	1	2
145	и ее	1	2
146	в отношении	1	2
147	их эстетической	1	2
148	своего рода	7	2
149	литературного произведения	1	2
150	с этой	2	2
151	не менее	5	2
152	что эта	1	2
153	самого начала	1	2
154	не имеет	2	2
155	пути к	1	2
156	бы в	1	2
157	а в	7	2
158	еще в	3	2
159	в целях	1	2
160	нет ничего	2	2
161	героя и	5	2
162	и к	4	2
163	элемента в	1	2
164	могут быть	1	2
165	чем иным	1	2
166	в своих	3	2
167	к тому	7	2
168	которой только	1	1
169	и это	4	1
170	можно говорить	1	1
171	также и	1	1
172	же как	2	1
173	и уж	1	1
174	человека и	1	1
175	в виду	1	1
176	как известно	1	1
177	на основе	2	1
178	только потому	2	1
179	словами и	1	1
180	это и	1	1
181	нам кажется	1	1
182	в себя	2	1
183	к творческой	1	1
184	и до	1	1
185	или иная	3	1
186	он всегда	1	1
187	не имеют	3	1
188	ведь и	1	1
189	творчества именно	1	1
190	напоминает нам	1	1
191	на том	2	1
192	вспомнить о	1	1
193	едва ли	3	1
194	в образе	1	1
195	для которой	1	1
196	можно было	5	1
197	что ведь	1	1
198	особенно в	2	1
199	отсюда и	2	1
200	здесь нет	1	1
201	когда в	1	1
202	апелляции к	1	1
203	и о	4	1
204	но у	1	1
205	вопрос о	2	1
206	самых первых	1	1
207	это они	1	1
208	быть может	7	1
209	по себе	2	1
210	чтение про	1	1
211	в решении	1	1
212	подхода к	1	1
213	с ее	2	1
214	сводится к	1	1
215	событий и	1	1
216	ему в	1	1
217	или только	1	1
218	в мире	3	1
219	и он	5	1
220	в каждой	1	1
221	теории литературы	2	1
222	слово не	2	1
223	внимание на	2	1
224	как возможность	1	1
225	и что	2	1
226	еще не	7	1
227	в широком	1	1
228	нам представляется	1	1
229	столь же	4	1
230	время в	1	1
231	и своей	1	1
232	в эстетической	1	1
233	в конечном	2	1
234	на самом	2	1
235	совсем не	1	1
236	но не	3	1
237	переходит в	1	1
238	сознания не	1	1
239	может и	3	1
240	отношение к	1	1
241	художественного впечатления	1	1
242	тут же	1	1
243	нет и	1	1
244	в другой	1	1
245	в свои	1	1
246	на то	4	1
247	один и	1	1
248	в одной	2	1
249	внимание к	1	1
250	в своем	4	1
251	воззрений на	1	1
252	по своей	4	1
253	что касается	1	1
254	один из	4	1
255	понять и	1	1
256	и как	1	1
257	одной из	2	1
258	что он	9	1
259	более или	1	1
260	есть его	1	1
261	из ранних	1	1
262	или иную	2	1
263	в значительной	2	1
264	художественного события	1	1
265	процессов в	1	1
266	в литературоведении	1	1
267	так в	2	1
268	ни одна	1	1
269	в этой	8	1
270	самостоятельной позиции	1	1
271	в дальнейшем	1	1
272	и тот	1	1
273	на всем	1	1
274	литературы в	1	1
275	и у	1	1
276	только на	2	1
277	себя и	2	1
278	этот момент	2	1
279	к слову	1	1
280	является не	1	1
281	что она	4	1
282	не из	1	1
283	речь в	2	1
284	этого процесса	1	1
285	или даже	1	1
286	его и	1	1
287	конечном счете	2	1
288	ту или	2	1
289	одно из	1	1
290	не будут	1	1
291	в узком	1	1
292	состоит в	2	1
293	художественного высказывания	1	1
294	мы полагаем	1	1
295	сказал что	1	1
296	в конце	4	1
297	картины мира	4	1
298	каждый из	1	1
299	и никогда	1	1
300	отличие от	1	1
301	на этом	3	1
302	ее на	1	1
303	не должно	1	1
304	же не	1	1
305	на всю	1	1
306	в особенности	1	1
307	к другому	4	1
308	бы быть	1	1
309	одна душа	1	1
310	для своей	1	1
311	от другой	2	1
312	его в	3	1
313	как к	3	1
314	если говорить	3	1
315	говорить и	1	1
316	организации художественного	1	1
317	в природе	1	1
318	в античной	1	1
319	он все	1	1
320	слово но	1	1
321	что мы	1	1
322	обратиться к	1	1
323	произведения не	2	1
324	этом мы	1	1
325	для них	1	1
326	из нее	1	1
327	не было	4	1
328	поскольку она	1	1
329	все равно	2	1
330	далеко не	1	1
331	из наиболее	1	1
332	которой он	1	1
333	он и	1	1
334	долгое время	1	1
335	отнюдь не	3	1
336	для человека	1	1
337	должно быть	2	1
338	такой же	3	1
339	автора и	2	1
340	не смог	1	1
341	благодаря которым	2	1
342	или менее	1	1
343	но при	1	1
344	и вполне	1	1
345	вступает в	1	1
346	на который	1	1
347	внимания к	1	1
348	эти слова	2	1
349	произведения этих	1	1
350	звуков издаваемых	1	1
351	как все	2	1
