N	2gram	Losev_Vlad_2	Literetu
1	а не	7	20
2	и в	30	19
3	может быть	7	17
4	в стихотворении	2	13
5	своего рода	1	13
6	то же	4	12
7	и не	18	11
8	как и	5	10
9	в том	18	10
10	но и	8	10
11	в этом	20	9
12	в то	9	9
13	же время	3	9
14	не может	9	9
15	такого рода	2	9
16	не только	12	8
17	и даже	10	8
18	том что	12	7
19	так и	5	7
20	я в	3	7
21	то что	20	7
22	и на	4	6
23	в себе	6	6
24	при этом	5	6
25	однако в	2	6
26	не менее	7	6
27	себя в	2	6
28	в году	24	5
29	я не	4	5
30	но не	3	5
31	он не	4	5
32	так в	1	5
33	в качестве	1	5
34	для всех	1	5
35	у нас	6	5
36	то есть	7	5
37	того что	5	5
38	вместе с	8	5
39	я и	2	4
40	но тем	2	4
41	мы не	2	4
42	того же	5	4
43	так что	5	4
44	едва ли	3	4
45	для него	9	4
46	точки зрения	7	4
47	не в	9	4
48	даже в	2	4
49	общего дела	2	4
50	в русской	1	4
51	в области	3	4
52	ли не	1	4
53	в ней	4	4
54	еще в	2	4
55	тех кто	1	4
56	в его	11	4
57	и других	1	4
58	каждый из	1	4
59	тем что	1	4
60	прежде всего	6	4
61	в частности	2	4
62	жизни в	2	4
63	со мной	1	4
64	жизни и	6	4
65	что в	12	4
66	одним из	1	3
67	и то	5	3
68	в сущности	2	3
69	как я	2	3
70	и он	4	3
71	во всех	3	3
72	как к	2	3
73	поскольку в	3	3
74	право на	1	3
75	в этой	4	3
76	то и	1	3
77	в нем	4	3
78	всех своих	1	3
79	в глазах	1	3
80	но лишь	1	3
81	мы с	4	3
82	такой же	1	3
83	в их	2	3
84	том чтобы	2	3
85	с точки	3	3
86	вплоть до	3	3
87	не столько	3	3
88	путь и	1	3
89	никогда не	7	3
90	ничего не	2	3
91	и его	6	3
92	данном случае	2	3
93	в себя	1	3
94	всей своей	1	3
95	не с	1	3
96	и с	14	3
97	быть может	1	3
98	но с	1	3
99	а в	11	3
100	так как	5	3
101	себе и	2	3
102	этом отношении	1	3
103	и др	1	3
104	со стороны	4	3
105	и жизни	2	3
106	в данном	3	3
107	а именно	6	3
108	по существу	3	3
109	но это	4	3
110	в начале	4	3
111	и для	3	3
112	и как	3	3
113	что он	13	3
114	цели но	2	2
115	и т	1	2
116	и до	2	2
117	и за	1	2
118	поэзии и	1	2
119	той же	4	2
120	на первом	2	2
121	в первый	1	2
122	из своих	1	2
123	жизни как	1	2
124	к своему	1	2
125	нам представляется	2	2
126	но как	1	2
127	если в	1	2
128	все же	9	2
129	как уже	1	2
130	и наконец	4	2
131	и к	6	2
132	но в	8	2
133	в противоположность	1	2
134	то в	5	2
135	со своей	2	2
