N	2gram	Vygotskiy__2	KFilosof
1	может быть	18	43
2	в его	2	39
3	в нем	4	31
4	не может	17	27
5	и не	10	26
6	и в	32	22
7	в себе	2	21
8	в котором	1	21
9	не есть	1	19
10	и его	7	17
11	в ее	2	17
12	а не	7	17
13	только в	7	16
14	в этом	13	13
15	точки зрения	17	13
16	и это	4	12
17	но не	2	12
18	ни в	2	12
19	для него	1	12
20	все эти	7	11
21	в своей	3	11
22	не в	8	11
23	к нему	2	11
24	во всех	3	10
25	это не	2	10
26	с точки	10	10
27	все это	5	10
28	из себя	2	10
29	в их	3	9
30	в целом	4	9
31	для нее	2	9
32	но и	10	9
33	как бы	6	9
34	и для	4	9
35	и все	4	9
36	было бы	11	8
37	если бы	6	8
38	со стороны	1	8
39	не было	2	8
40	жизни и	4	8
41	то что	21	7
42	во всем	3	7
43	должен быть	1	7
44	в себя	1	7
45	и здесь	2	7
46	что и	17	7
47	конечно не	1	7
48	вовсе не	2	7
49	отношение к	2	6
50	отнюдь не	5	6
51	он не	6	6
52	не значит	2	6
53	смысл и	2	6
54	и только	2	6
55	совершенно не	4	6
56	уже не	1	6
57	и их	3	6
58	но это	2	6
59	в смысле	3	6
60	в том	37	6
61	от своей	1	5
62	мы имеем	4	5
63	но как	3	5
64	все же	4	5
65	но в	3	5
66	не только	12	5
67	но ведь	1	5
68	то же	13	5
69	но все	1	5
70	его в	1	5
71	как и	10	5
72	должно быть	1	5
73	от его	1	5
74	но эта	2	5
75	не имеет	4	5
76	никогда не	9	5
77	для себя	1	5
78	и единственный	1	5
79	и содержание	2	5
80	именно в	1	5
81	есть лишь	1	5
82	там где	2	5
83	в основе	11	5
84	хотя бы	3	5
85	в действительной	1	4
86	в чем	4	4
87	при этом	13	4
88	не как	3	4
89	здесь мы	2	4
90	место в	2	4
91	тем самым	1	4
92	к ним	2	4
93	не по	1	4
94	о нем	1	4
95	в каком	3	4
96	с ними	1	4
97	и т.д	1	4
98	времени и	1	4
99	мира и	1	4
100	между тем	4	4
101	могло бы	2	4
102	ни было	1	4
103	в одном	2	4
104	том что	21	4
105	для нас	2	4
106	а в	4	4
107	только как	3	4
108	что в	20	4
109	в своих	9	4
110	самом деле	16	3
111	на самом	5	3
112	из его	1	3
113	и этот	2	3
114	мы не	3	3
115	что это	8	3
116	в ней	5	3
117	еще не	2	3
118	и на	5	3
119	тем как	1	3
120	себе и	2	3
121	независимо от	1	3
122	данный момент	1	3
123	ясно и	1	3
124	бы и	3	3
125	бы не	2	3
126	для того	13	3
127	и совершенно	3	3
128	всех своих	1	3
129	людей и	1	3
130	в каждом	2	3
131	в другом	1	3
132	этом смысле	1	3
133	когда я	2	3
134	что этот	2	3
135	не менее	8	3
136	тогда когда	3	3
137	на язык	1	3
138	ничего не	4	3
139	и делает	1	3
140	могут быть	4	3
141	культуры и	1	3
142	ясно что	7	3
143	в виду	3	3
144	о том	6	3
145	того или	3	3
146	того что	8	3
147	действительной жизни	3	3
148	и тем	4	3
149	всем его	1	3
150	не дает	1	3
151	был бы	1	3
152	тем что	9	3
153	от того	4	3
154	в данный	1	3
155	что не	3	3
156	до конца	3	3
157	по своему	3	3
158	поскольку он	1	3
159	от него	1	3
160	только с	1	3
161	в свою	3	3
162	или иного	2	3
163	в то	5	3
164	чтобы не	1	2
165	не остается	2	2
166	все остальное	1	2
167	и то	3	2
168	он может	1	2
169	это и	1	2
170	едва ли	4	2
171	и должен	1	2
172	а как	1	2
173	если я	1	2
174	ни у	2	2
175	а для	1	2
176	с его	2	2
177	в данном	4	2
178	жить и	1	2
179	к которой	2	2
180	или иное	1	2
181	один и	1	2
182	же с	2	2
183	как в	9	2
184	как к	3	2
185	то или	2	2
186	сознания в	1	2
187	и как	7	2
188	себе как	1	2
189	та же	3	2
190	думать что	3	2
191	в этой	6	2
192	нами в	1	2
193	и тот	2	2
194	имеем в	2	2
195	вследствие этого	1	2
196	как оно	1	2
197	из самого	2	2
198	в принципе	1	2
199	в виде	1	2
200	которого и	1	2
201	так и	3	2
202	то ни	2	2
203	не будет	1	2
204	и может	1	2
205	а по	1	2
206	и мы	6	2
207	в жизни	4	2
208	из нее	1	2
209	факта и	1	2
210	с тем	11	2
211	жизни но	1	2
212	и того	1	2
213	как предмет	1	2
214	тем не	4	2
215	и эти	2	2
216	и под	1	2
217	по себе	12	2
218	тому что	4	2
219	что есть	1	2
220	что эта	1	2
221	дело не	1	2
222	и отсюда	2	2
223	дело в	1	2
224	в процессе	2	2
225	того чтобы	14	2
226	же время	2	2
227	и чувство	1	2
228	в сознании	4	2
229	в области	1	2
230	не потому	2	2
231	его с	2	2
232	оно не	2	2
233	отказаться от	3	2
234	не живет	1	2
235	ничего общего	1	2
236	на нем	1	2
237	и когда	4	2
238	чтобы дать	1	2
239	это только	3	2
240	жизнь и	3	2
241	даны в	2	2
242	с этого	1	2
243	сводится к	2	2
244	и та	1	2
245	его жизни	2	2
246	бы то	2	2
247	и просто	1	2
248	основе своей	1	2
249	однако что	1	2
250	ее от	1	2
251	и она	1	2
252	в него	2	2
253	что только	1	2
254	тот же	6	2
255	дело с	8	2
256	что он	13	2
257	а с	2	2
258	не содержание	1	2
259	именно на	2	2
260	со всеми	1	2
261	в качестве	1	2
262	содержание не	1	2
263	мы получим	2	2
264	и других	3	2
265	его и	1	2
266	дело когда	1	2
267	нее в	1	2
268	слова в	2	2
269	содержания и	2	2
270	не о	1	2
271	были бы	3	2
272	себе а	1	2
273	ли это	2	2
274	для этого	3	2
275	себя и	1	2
276	прежде всего	1	2
277	в соответствии	1	2
278	смысла и	1	2
279	он и	1	2
280	его на	1	2
281	разве не	1	2
282	что за	1	2
283	это есть	1	2
284	как некоторую	1	2
285	быть не	1	2
286	и смерти	1	2
287	этого слова	1	2
288	которой он	1	2
289	от действительного	1	2
290	это можно	2	2
291	еще более	3	2
292	ни к	1	2
293	потому что	21	2
294	отношении к	3	2
295	его к	1	2
296	и эта	1	2
297	к этому	1	2
298	не зависит	1	1
299	смысле слова	1	1
300	позволю себе	1	1
301	ту же	4	1
302	говоря о	1	1
303	также и	2	1
304	человека и	1	1
305	утверждение что	1	1
306	в эстетике	1	1
307	показать что	5	1
308	тем же	1	1
309	и до	4	1
310	исходит из	5	1
311	не имеют	2	1
312	мышления но	1	1
313	в зависимости	1	1
314	отношения к	1	1
315	той же	8	1
316	его не	1	1
317	их и	1	1
318	сам начинает	1	1
319	из всех	2	1
320	именно при	1	1
321	нуждаются в	1	1
322	что между	1	1
323	это что	1	1
324	что уже	1	1
325	именно к	1	1
326	оба эти	2	1
327	эстетики и	1	1
328	какого-нибудь определенного	1	1
329	как поэт	1	1
330	и ее	3	1
331	одной в	1	1
332	и он	3	1
333	и говорить	2	1
334	не найдем	1	1
335	столь же	4	1
336	в нашем	1	1
337	как если	1	1
338	имеем здесь	1	1
339	смысла который	1	1
340	они имеют	1	1
341	мы будем	2	1
342	него с	1	1
343	не просто	1	1
344	в истории	1	1
345	более чем	1	1
346	с этим	4	1
347	выйти из	1	1
348	понятием как	1	1
349	что ее	1	1
350	и наконец	1	1
351	и к	3	1
352	в действительности	4	1
353	выражает и	1	1
354	в первом	1	1
355	где все	1	1
356	в самом	12	1
357	в которой	2	1
358	это утверждение	1	1
359	другого как	2	1
360	как действительный	1	1
361	близости к	1	1
362	на то	11	1
363	если он	1	1
364	этот процесс	1	1
365	эту мысль	1	1
366	его действительной	1	1
367	на его	2	1
368	к выводу	1	1
369	что она	16	1
370	не следует	1	1
371	главным образом	3	1
372	по самому	3	1
373	всех остальных	2	1
374	и теоретическая	1	1
375	не к	3	1
376	образом и	4	1
377	оно должно	1	1
378	в понятии	1	1
379	их в	2	1
380	чувства в	1	1
381	его от	2	1
382	и по	4	1
383	на этом	3	1
384	всюду мы	1	1
385	недостаток всех	1	1
386	том же	2	1
387	подход к	2	1
388	мне с	1	1
389	мы его	1	1
390	же не	1	1
391	том случае	4	1
392	об этом	3	1
393	и с	4	1
394	оно становится	1	1
395	то есть	21	1
396	с целью	1	1
397	это было	3	1
398	а есть	1	1
399	на почве	1	1
400	то все	2	1
401	форму и	2	1
402	всю свою	1	1
403	должен был	2	1
404	момент этого	1	1
405	между отдельными	1	1
406	не любит	2	1
407	и долготу	1	1
408	нашего исследования	1	1
409	всю жизнь	2	1
410	и уже	1	1
411	одна и	1	1
412	несмотря на	4	1
413	тогда совершенно	1	1
414	чем в	1	1
415	и было	1	1
416	такой же	7	1
417	элемента в	1	1
418	имеют дело	2	1
419	лучше всего	1	1
420	в этих	2	1
421	от своего	1	1
422	и тут	1	1
423	переживания как	1	1
424	он должен	1	1
425	всяком случае	2	1
426	то для	1	1
427	свой смысл	1	1
428	понятий и	1	1
429	является только	1	1
430	однако он	2	1
431	сам же	1	1
432	к такой	1	1
433	выходит из	2	1
434	совершенно разные	1	1
435	но он	3	1
436	творчества и	3	1
437	всякий другой	1	1
438	есть еще	1	1
439	действием и	1	1
440	и очень	1	1
441	нет никакого	1	1
442	в отношении	3	1
443	принципов и	1	1
444	быть дано	2	1
445	она не	2	1
446	что ему	1	1
447	одна из	1	1
448	здесь на	1	1
449	смысле и	1	1
450	с него	1	1
451	так чтобы	1	1
452	при нашем	1	1
453	несправедливо думать	1	1
454	значит ли	2	1
455	из их	2	1
456	к такому	1	1
457	но только	4	1
458	только не	1	1
459	все свои	1	1
460	возможно и	1	1
461	которые могут	1	1
462	жизни не	1	1
463	в противоречие	1	1
464	самому своему	1	1
465	вместо того	1	1
466	к этим	1	1
467	через эту	1	1
468	уже и	1	1
469	поведения но	1	1
470	факта что	1	1
471	точке зрения	1	1
472	только от	1	1
473	действительного и	1	1
474	и должно	1	1
475	есть только	5	1
476	во все	1	1
477	и другой	3	1
478	с исчерпывающей	2	1
479	зависимости от	1	1
480	отличается от	2	1
481	к тому	7	1
482	всего что	1	1
483	для психолога	2	1
484	в какое-нибудь	1	1
485	него как	1	1
486	если мы	12	1
487	нас от	1	1
488	и о	1	1
489	совершенно правильно	4	1
490	с ее	3	1
491	что все	9	1
492	как не	2	1
493	свою очередь	2	1
494	но при	1	1
495	и от	2	1
496	характер и	1	1
497	но мы	1	1
498	приводит к	1	1
499	как с	1	1
500	на том	2	1
501	своей мысли	1	1
502	с собой	1	1
503	не с	1	1
504	здесь как	1	1
505	живет в	1	1
506	дано только	1	1
507	и каждый	1	1
508	остальных областях	1	1
509	как таковую	1	1
510	точки для	1	1
511	и всякого	1	1
512	собой и	1	1
513	приводит его	1	1
514	и даже	5	1
515	образом в	3	1
516	содержания на	1	1
517	может ничего	1	1
518	все дело	1	1
519	каждый раз	1	1
520	при такой	1	1
521	на все	5	1
522	все содержание	1	1
523	к действительности	2	1
524	можно сказать	1	1
525	мы познаем	1	1
526	ни на	3	1
527	и во	1	1
528	в конечном	3	1
529	все в	1	1
530	она остается	1	1
531	связь между	1	1
532	один момент	1	1
533	одном случае	1	1
534	которой мы	2	1
535	в переживании	1	1
536	переходит в	1	1
537	когда оно	1	1
538	бы утверждать	1	1
539	противоречия и	1	1
540	вообще и	1	1
541	даже для	2	1
542	если это	1	1
543	к ней	1	1
544	для самого	2	1
545	это приводит	1	1
546	и другую	1	1
547	объектов и	1	1
548	значит что	3	1
549	один из	3	1
550	мы видим	4	1
551	и желания	1	1
552	согласиться с	2	1
553	в какой	2	1
554	не само	1	1
555	исчерпывающей ясностью	2	1
556	и живое	1	1
557	то прежде	1	1
558	быть распространено	1	1
559	от действительной	1	1
560	и так	3	1
561	это очень	2	1
562	же на	1	1
563	а только	3	1
564	только при	1	1
565	же и	1	1
566	это сам	1	1
567	можно установить	1	1
568	в большинстве	1	1
569	только на	5	1
570	в психологию	2	1
571	только тогда	1	1
572	значит быть	1	1
573	мир и	1	1
574	основе его	1	1
575	а то	1	1
576	конечном счете	3	1
577	только к	1	1
578	только одно	1	1
579	ведь это	1	1
580	даже к	1	1
581	отличен от	1	1
582	так как	12	1
583	ее не	1	1
584	может служить	3	1
585	если оно	3	1
586	мы можем	3	1
587	само по	3	1
588	она будет	1	1
589	и никогда	2	1
590	как раз	5	1
591	к той	1	1
592	нас как	1	1
593	такому же	1	1
594	к совершенно	1	1
595	и содержания	1	1
596	и из	6	1
597	с другим	1	1
598	в соответствующих	1	1
599	не знать	1	1
600	этого человека	1	1
601	мы никогда	1	1
602	их теоретической	1	1
603	мы возьмем	1	1
604	именно ее	1	1
605	и затем	1	1
606	противном случае	1	1
607	я позволю	1	1
608	имеет только	1	1
609	другом случае	1	1
610	здесь дело	2	1
611	она является	2	1
612	ничем не	1	1
613	зависит от	2	1
614	оказывается то	1	1
615	человеческой жизни	1	1
616	с которым	1	1
617	является попытка	1	1
618	понятие о	1	1
619	что мы	1	1
620	нет ничего	1	1
621	искусства который	1	1
622	вместе с	2	1
623	как жизнь	1	1
624	противоречие с	2	1
625	мы говорим	1	1
626	что именно	3	1
627	из которых	2	1
628	какого бы	1	1
629	свою психологическую	1	1
630	он будет	1	1
631	когда мы	2	1
632	действие и	2	1
633	в первой	1	1
634	это значит	3	1
635	лежит в	1	1
636	том смысле	1	1
637	он начинает	1	1
638	этого факта	2	1
639	о его	1	1
640	и таким	2	1
641	же самое	6	1
642	в противном	1	1
643	должны быть	3	1
644	осуществления и	1	1
645	сознании и	2	1
646	одного и	2	1
647	в суждениях	1	1
648	для выражения	2	1
649	психологического значения	1	1
650	при таком	4	1
651	не существует	2	1
652	она может	1	1
653	или в	1	1
654	имеет дело	3	1
655	а к	2	1
656	когда он	10	1
657	больше и	1	1
658	всего можно	1	1
659	это может	2	1
660	в эту	1	1
661	не более	1	1
662	мы должны	3	1
663	мысль в	1	1
664	только что	1	1
665	принцип как	1	1
666	за этим	1	1
667	между содержанием	1	1
668	что форма	4	1
669	между ними	1	1
670	другой в	2	1
671	была бы	2	1
672	того же	2	1
673	является и	1	1
674	первом случае	1	1
675	самое что	2	1
676	утверждать что	4	1
677	ценным и	1	1
678	а я	2	1
679	в искусстве	21	1
680	по поводу	1	1
681	это в	2	1
682	это понятие	1	1
683	который не	3	1
684	данное и	1	1
685	во всяком	2	1
686	все что	2	1
687	они не	1	1
