N	3gram	Bakhtin_Fr_6	Vladivir
1	в том что	2	9
2	в связи с	1	8
3	в то время	1	6
4	что же касается	1	5
5	и то что	2	5
6	в эти годы	1	4
7	дело в том	1	3
8	более или менее	1	3
9	с точки зрения	2	3
10	в то же	5	3
11	в конце концов	1	3
12	то что он	1	3
13	у него в	1	3
14	то же время	5	3
15	о том что	5	3
16	сказать что в	2	2
17	в настоящее время	1	2
18	том что он	1	2
19	и до конца	1	2
20	на первый план	3	2
21	как мы сказали	1	2
22	никогда не был	1	2
23	сам по себе	1	2
24	в данном случае	2	2
25	не только в	1	2
26	него и в	1	2
27	начала и до	1	2
28	в котором все	1	2
29	заключается в том	1	2
30	мы будем говорить	1	2
31	с начала и	1	2
32	после того как	1	2
33	и в ней	1	1
34	так что не	1	1
35	том как бы	1	1
36	именно здесь в	1	1
37	мы уже сказали	3	1
38	до сих пор	3	1
39	и никак не	1	1
40	было для него	1	1
41	не мог он	1	1
42	прежде всего его	1	1
43	с ним в	1	1
44	только то что	1	1
45	в этом отношении	3	1
46	в первых двух	1	1
47	на этот вопрос	1	1
48	на первом плане	1	1
49	он сам а	1	1
50	в следующем году	1	1
51	вместе с тем	1	1
52	до известной степени	1	1
53	но в то	1	1
54	а также и	2	1
55	и как бы	1	1
56	как и вообще	1	1
57	том что даже	1	1
58	ничего подобного не	1	1
59	в разной степени	1	1
60	это конечно не	1	1
61	не может быть	1	1
62	в той же	4	1
63	и отчасти в	1	1
64	не забудем что	1	1
65	и прежде всего	2	1
66	в самом деле	4	1
67	но все же	1	1
68	можно сказать что	1	1
69	с тем и	1	1
70	нужно сказать что	2	1
71	за то что	1	1
72	как мы уже	6	1
73	также и о	1	1
74	то в чем	1	1
75	конечно не в	2	1
76	никак не может	2	1
77	для того чтобы	1	1
78	при всех его	1	1
79	а именно в	1	1
80	во всем и	1	1
