N	3gram	Tiupa_Anal_2	KulturaY
1	в том что	6	10
2	можно было бы	2	9
3	с точки зрения	2	8
4	в самом деле	1	7
5	с другой стороны	2	7
6	по крайней мере	3	6
7	в этом смысле	2	5
8	тем не менее	3	5
9	не только в	2	4
10	не может быть	1	4
11	в этом отношении	3	3
12	точно так же	1	3
13	в связи с	1	3
14	то же время	2	3
15	в то же	2	3
16	в соответствии с	2	2
17	в этом случае	4	2
18	хотя бы и	1	2
19	до некоторой степени	1	2
20	на этот вопрос	1	2
21	несмотря на то	1	2
22	с этой точки	1	2
23	дело не в	1	2
24	в таких случаях	1	2
25	в отличие от	2	2
26	в свое время	1	2
27	этой точки зрения	1	2
28	в свою очередь	1	2
29	того или иного	3	2
30	и в самом	2	2
31	в конечном счете	2	2
32	можно сказать что	1	2
33	на то что	2	2
34	так или иначе	1	2
35	в том смысле	1	1
36	состоит в том	4	1
37	а не с	1	1
38	прежде всего в	1	1
39	как раз не	1	1
40	как это имеет	1	1
41	потому что я	1	1
42	и что же?	1	1
43	т е к	2	1
44	в первую очередь	1	1
45	только то что	1	1
46	том или ином	2	1
47	что же до	1	1
48	и то что	2	1
49	бы и в	1	1
50	в значительной степени	2	1
51	в том или	2	1
52	это своего рода	1	1
53	в данном случае	5	1
54	сами по себе	1	1
55	с одной стороны	4	1
56	и все его	1	1
57	в известном смысле	1	1
58	ровным счетом ничего	1	1
59	это имеет место	1	1
60	по природе своей	2	1
61	не только для	1	1
62	едва ли не	2	1
63	приводит к тому	1	1
64	в противном случае	1	1
65	в поэзии где	1	1
66	ответ на этот	1	1
67	есть не что	1	1
68	заключается в том	1	1
69	как и в	3	1
70	о том что	6	1
71	но и для	1	1
72	что иное как	1	1
73	речь идет о	1	1
74	к тому что	1	1
75	в силу своей	1	1
76	не что иное	1	1
77	тех или иных	2	1
78	сама по себе	1	1
79	в данный момент	1	1
80	к тому же	4	1
81	а своего рода	1	1
