N	3gram	Savitsky_E_1	Formalny
1	с точки зрения	16	13
2	то же время	14	8
3	в то же	15	8
4	и т д	1	8
5	более или менее	1	6
6	в свою очередь	2	6
7	не может быть	2	5
8	одной стороны и	6	4
9	с одной стороны	8	4
10	во всяком случае	3	4
11	так и в	2	4
12	прежде всего в	2	3
13	в лучшем случае	1	3
14	бы то ни	4	3
15	может быть и	1	3
16	смысле этого слова	1	3
17	как бы ни	3	3
18	в нем и	1	2
19	и не в	1	2
20	в этом процессе	1	2
21	и в частности	2	2
22	в большинстве случаев	2	2
23	в применении к	3	2
24	дело идет о	2	2
25	но в то	2	2
26	и в этом	4	2
27	в связи с	1	2
28	того или иного	4	2
29	как и всякая	1	2
30	не сводится к	1	2
31	мы не можем	1	2
32	связи с этим	1	2
33	до настоящего времени	1	2
34	друг от друга	2	2
35	в этой среде	1	2
36	как мы видели	2	2
37	или хотя бы	2	1
38	еще далеко не	1	1
39	свое собственное идеологическое	1	1
40	отнюдь не на	1	1
41	между прочим и	2	1
42	не говоря уже	2	1
43	в этом смысле	3	1
44	т е во	1	1
45	гораздо большей степени	1	1
46	же как и	3	1
47	не может не	1	1
48	что как бы	1	1
49	говоря уже о	1	1
50	хотя бы и	3	1
51	в том что	6	1
52	но и в	1	1
53	же время не	1	1
54	в этом отношении	3	1
55	вместо того чтобы	1	1
56	том числе и	1	1
57	к тому чтобы	2	1
58	в гораздо большей	1	1
59	в мире культуры	1	1
60	в противном случае	1	1
61	с этой точки	5	1
62	в данном случае	2	1
63	этом отношении в	1	1
64	то ни было	4	1
65	как одной из	1	1
66	и в то	8	1
67	а также и	1	1
68	в отличие от	1	1
69	по сравнению с	2	1
70	ни на минуту	1	1
71	так и с	1	1
72	и всякая иная	1	1
73	в последнее время	1	1
74	в идеологическом смысле	1	1
75	их отношении к	3	1
76	с другой стороны	2	1
77	так же как	5	1
78	поскольку дело идет	1	1
79	по себе не	2	1
80	этой точки зрения	5	1
81	точки зрения этих	1	1
82	и притом в	2	1
83	та или иная	1	1
84	хотя бы в	2	1
85	и тем самым	1	1
86	это значит что	1	1
87	и в идеологическом	1	1
88	имеет значение лишь	1	1
89	и с точки	1	1
90	заключается в том	2	1
91	он не дает	1	1
92	что оно не	1	1
93	в том числе	1	1
94	к тому что	1	1
95	тех или иных	1	1
96	в отношении к	12	1
97	в отношении содержания	1	1
98	и до настоящего	1	1
99	на то чтобы	1	1
100	выходит за пределы	1	1
101	в их отношении	3	1
102	мы увидим что	1	1
103	в пределах одного	1	1
