N	2gram	Bakhtin_Fr_6	TeoriaLi
1	не только	10	18
2	и не	3	16
3	а в	4	14
4	и в	41	13
5	в частности	2	13
6	то есть	24	12
7	так и	5	12
8	может быть	2	12
9	в этом	12	11
10	при этом	3	11
11	в том	2	11
12	но не	2	10
13	и его	13	10
14	а не	2	10
15	то же	5	9
16	в его	7	9
17	по отношению	1	8
18	своего рода	1	8
19	но и	13	8
20	отношению к	1	8
21	что в	7	8
22	в себе	5	7
23	том что	7	7
24	точки зрения	2	7
25	в то	6	7
26	во второй	1	7
27	только в	3	7
28	себя в	2	7
29	как это	2	7
30	в данном	3	7
31	еще не	1	6
32	с его	5	6
33	но в	8	6
34	в первой	3	6
35	лишь в	2	6
36	место в	1	6
37	же время	5	6
38	как бы	7	6
39	жизни как	1	5
40	данном случае	2	5
41	в своем	5	5
42	в самом	10	5
43	роли в	1	5
44	он не	2	5
45	как и	7	5
46	не в	4	5
47	в нем	16	5
48	в ее	5	5
49	в пределах	1	5
50	или иной	1	5
51	а также	5	5
52	между тем	2	5
53	и одновременно	1	5
54	уже не	1	5
55	с другой	4	5
56	как в	4	5
57	в искусстве	3	5
58	между ними	3	5
59	говорить о	2	4
60	отношение к	1	4
61	хотя и	2	4
62	то что	10	4
63	ни в	1	4
64	в своей	2	4
65	в их	1	4
66	или менее	1	4
67	не столько	1	4
68	не менее	1	4
69	можно сказать	1	4
70	в форме	2	4
71	художественного восприятия	1	4
72	но он	5	4
73	и т.п	19	4
74	мира и	2	4
75	не знает	1	4
76	сказать что	6	4
77	не может	4	4
78	более или	1	4
79	и то	2	3
80	между двумя	1	3
81	например в	6	3
82	совпадает с	1	3
83	и т.д	1	3
84	перед нами	3	3
85	и к	1	3
86	в точке	1	3
87	в противоположность	1	3
88	со своей	1	3
89	все эти	11	3
90	в нашем	1	3
91	в этой	8	3
92	он должен	1	3
93	и вот	1	3
94	и по	1	3
95	самим собой	2	3
96	его в	1	3
97	мог бы	1	3
98	и сам	3	3
99	в этих	2	3
100	в отношении	1	3
101	никогда не	8	3
102	как раз	2	3
103	потому что	3	3
104	в эпизоде	5	3
105	той или	1	3
106	другой стороны	2	3
107	в другом	4	3
108	и что	5	3
109	того что	3	3
110	а с	1	3
111	человека с	2	3
112	для него	1	3
113	именно в	4	3
114	и др	10	3
115	нового времени	4	3
116	прежде всего	10	3
117	и потому	2	3
118	этого слова	1	3
119	мира в	2	3
120	к которому	1	3
121	таким образом	17	3
122	или в	6	3
123	в основе	4	3
124	того же	4	2
125	и это	1	2
126	это и	2	2
127	или говоря	1	2
128	и больше	1	2
129	принадлежит к	1	2
130	в целом	1	2
131	между собой	1	2
132	в чем	3	2
133	и мира	1	2
134	у него	7	2
135	и весьма	2	2
136	свою жизнь	1	2
137	за пределы	2	2
138	что они	2	2
139	как говорит	1	2
140	и как	4	2
141	в которой	1	2
142	рассказ о	1	2
143	в году	6	2
144	тем в	1	2
145	об этом	1	2
146	это не	1	2
147	и тем	1	2
148	на уровне	1	2
149	вовсе не	7	2
150	и того	1	2
151	одного и	2	2
152	с точки	2	2
153	их в	2	2
154	по себе	1	2
155	даже в	4	2
156	казалось бы	1	2
157	как будто	1	2
158	и для	3	2
159	места для	1	2
160	и о	1	2
161	здесь не	1	2
162	в организации	2	2
163	в себя	1	2
164	роль в	4	2
165	к его	1	2
166	и здесь	1	2
167	о том	9	2
168	в глаза	1	2
169	времени в	1	2
170	это было	2	2
171	восходит к	1	2
172	к нему	3	2
173	во всех	17	2
174	во втором	3	2
175	вслед за	1	2
176	говорит в	1	2
177	в литературе	5	2
178	текст в	1	2
179	с одной	4	2
180	в большинстве	4	2
181	в конце	2	2
182	и даже	4	2
183	в области	2	2
184	а именно	2	2
185	себя и	1	2
186	одной стороны	4	2
187	а на	2	2
188	не на	2	2
189	одну из	2	2
190	о чем	1	2
191	на фоне	1	2
192	о себе	1	2
193	вместе с	6	2
194	так же	5	2
195	и особенно	3	2
196	он тем	1	2
197	в той	5	2
198	могут быть	1	2
199	в следующей	6	2
200	в мировой	1	2
201	ногами и	2	2
202	одной из	3	2
203	в романе	2	2
204	что он	6	2
205	также что	3	1
206	те же	3	1
207	убийства и	2	1
208	он стоит	1	1
209	также и	6	1
210	в сфере	1	1
211	с жизнью	1	1
212	человека и	2	1
213	и через	1	1
