N	4gram	Bakhtin_Pr_1	Psycholo
1	в то время как	1	2
2	заключается в том что	1	2
3	дело в том что	1	1
4	в том что он	4	1
5	какой бы то ни	1	1
6	в том и другом	1	1
7	в полном смысле этого	1	1
8	именно в том что	2	1
9	если бы это было	1	1
10	с этой точки зрения	1	1
11	можно было бы сказать	1	1
12	бы то ни было	2	1
13	это и есть та	1	1
14	так же как и	1	1
15	в то же время	7	1
16	полном смысле этого слова	1	1
17	если бы герой был	1	1
18	это было так то	1	1
19	бы это было так	1	1
20	том и другом случае	1	1
21	заключается в том чтобы	1	1
22	как мы уже говорили	1	1
