N	2gram	Bakhtin_Fr_5	Marksizm
1	может быть	2	28
2	и пр	1	25
3	и в	45	19
4	как бы	12	19
5	и не	15	19
6	в процессе	1	18
7	не может	5	18
8	точки зрения	4	17
9	то же	11	16
10	и его	13	16
11	как мы	8	15
12	в этом	14	15
13	в сущности	4	14
14	так сказать	1	14
15	таким образом	8	14
16	лишь в	2	14
17	не только	14	13
18	с точки	2	13
19	связи с	6	13
20	речи и	1	13
21	в нем	10	11
22	если бы	1	11
23	вовсе не	8	11
24	не в	7	10
25	так и	6	10
26	и т.п	16	10
27	но и	10	10
28	в пределах	2	10
29	том что	7	10
30	самом деле	5	9
31	при этом	2	9
32	как и	10	9
33	для него	3	9
34	в основе	4	9
35	а не	4	9
36	с его	7	8
37	по отношению	1	8
38	в то	11	8
39	же время	9	8
40	только в	4	8
41	отношению к	1	8
42	на самом	5	7
43	его в	5	7
44	и более	1	7
45	одна из	1	7
46	никогда не	1	7
47	в том	10	7
48	в языке	1	7
49	прежде всего	10	7
50	в связи	5	7
51	и для	3	7
52	но в	14	7
53	в таком	1	7
54	мы уже	4	6
55	во всех	13	6
56	и как	5	6
57	в самом	4	6
58	если мы	2	6
59	слова и	2	6
60	ни в	3	6
61	того чтобы	6	6
62	к тому	2	6
63	для того	6	6
64	же самое	2	6
65	быть и	1	6
66	между тем	2	6
67	мы можем	2	6
68	более того	1	6
69	с помощью	3	6
70	и все	7	6
71	хотя бы	2	6
72	в свою	1	6
73	того же	3	5
74	и на	5	5
75	все же	2	5
76	является не	1	5
77	на этой	1	5
78	в данном	2	5
79	в их	4	5
80	свою очередь	1	5
81	и здесь	4	5
82	к нему	2	5
83	в его	13	5
84	в форме	1	5
85	в большинстве	2	5
86	большинстве случаев	2	5
87	или иной	1	5
88	в той	1	5
89	этого слова	1	5
90	и того	1	5
91	тем более	1	5
92	к этому	2	5
93	так же	8	5
94	тем же	1	4
95	все те	1	4
96	а как	1	4
97	и ее	1	4
98	вполне понятно	1	4
99	конечно не	2	4
100	в себе	1	4
101	на то	1	4
102	значение в	1	4
103	это не	3	4
104	было бы	2	4
105	мы видели	7	4
106	одного и	1	4
107	этой связи	3	4
108	тому что	1	4
109	в отношении	2	4
110	ничего не	4	4
111	и т.д	2	4
112	той или	1	4
113	того что	3	4
114	в формах	1	4
115	с ними	1	4
116	что он	6	4
117	в душе	1	4
118	и их	5	4
119	как раз	5	4
120	связь с	3	4
121	бы в	4	4
122	то что	2	4
123	сказать что	4	4
124	в котором	1	3
125	и до	2	3
126	не имеют	1	3
127	в ней	8	3
128	еще не	1	3
129	столь же	1	3
130	для других	1	3
131	менее всего	3	3
132	отличие от	2	3
133	за пределы	1	3
134	относится к	2	3
135	чем же	4	3
136	в истории	2	3
137	с этим	4	3
138	перед нами	4	3
139	все эти	5	3
140	в этой	6	3
141	нами в	1	3
142	слово в	1	3
143	он не	6	3
144	не как	1	3
145	не будет	1	3
146	в другом	3	3
147	конечно в	2	3
148	той же	4	3
149	форму и	1	3
150	в своей	3	3
151	в отличие	2	3
152	мысли и	6	3
153	а иногда	1	3
154	не имеет	3	3
155	для всего	1	3
156	у нас	1	3
157	бы он	1	3
158	для его	1	3
159	и это	4	3
160	значения и	1	3
161	о том	4	3
162	нашей работы	1	3
163	что и	7	3
164	слов и	1	3
165	в двух	1	3
166	одной из	5	3
167	не идет	1	3
168	в качестве	2	3
169	его и	1	3
170	его из	1	3
171	характерно что	4	3
172	так как	6	3
173	же деле	1	3
174	до сих	3	3
175	ориентируется на	1	3
176	связано с	1	3
177	не было	3	3
178	именно для	1	3
179	со всею	1	3
180	да и	1	3
181	для понимания	1	3
182	мы сказали	1	3
183	и формы	1	3
184	самом же	1	3
185	и от	4	3
186	сих пор	3	3
187	не существует	1	3
188	в различных	2	3
189	а в	4	3
190	слово и	1	3
191	во всяком	1	3
192	одним из	5	2
193	совершенно справедливо	1	2
194	связана с	1	2
195	выражения в	1	2
196	выражения как	1	2
197	конечно и	2	2
198	мы здесь	1	2
199	и он	3	2
200	целое и	1	2
201	он был	7	2
202	иное как	1	2
203	то мы	1	2
204	но как	1	2
205	значение и	2	2
206	из важнейших	2	2
207	что они	1	2
208	конечно совершенно	1	2
209	в одной	3	2
210	независимо от	2	2
211	в своем	11	2
212	от этого	2	2
213	что это	2	2
214	бы не	1	2
215	следующей главе	1	2
216	тому же	4	2
217	выражением индивидуального	1	2
218	силой и	1	2
219	из него	1	2
220	значительной степени	1	2
221	подход к	1	2
222	им как	1	2
223	и с	10	2
224	на все	2	2
225	то есть	25	2
226	этих форм	2	2
227	это было	4	2
228	речью и	1	2
229	на протяжении	1	2
230	сказанного нами	2	2
231	делает его	2	2
232	в жизни	1	2
233	рядом с	2	2
234	далеко не	1	2
235	и потому	1	2
236	он и	3	2
237	мы не	4	2
238	слова при	1	2
239	точку зрения	2	2
240	но они	3	2
241	на языке	1	2
242	в атмосфере	6	2
243	лежат на	1	2
244	в учении	1	2
245	в коем	1	2
246	и является	1	2
247	находит себе	1	2
248	в живой	1	2
249	темы и	1	2
250	должен быть	2	2
251	и о	4	2
252	оставаясь в	2	2
253	формы и	1	2
254	приводит к	1	2
255	здесь как	4	2
256	все то	1	2
257	поэтому в	1	2
258	и даже	4	2
259	но к	1	2
260	другими словами	1	2
261	все его	1	2
262	в значительной	2	2
263	глубоко различны	1	2
264	речи о	1	2
265	эти последние	2	2
266	но не	4	2
267	которой мы	1	2
268	коем случае	1	2
269	себя в	1	2
270	и у	5	2
271	в виде	1	2
272	свидетельствует о	1	2
273	на самую	1	2
274	мы знаем	1	2
275	ведь это	2	2
276	друг друга	1	2
277	у него	4	2
278	тем что	1	2
279	в особенности	2	2
280	и речи	1	2
281	именно в	3	2
282	здесь в	4	2
283	ведь все	1	2
284	и прежде	3	2
285	что не	1	2
286	они не	1	2
287	до конца	1	2
288	так называемой	1	2
289	о чем	3	2
290	и всякое	1	2
291	вместе с	3	2
292	границы между	1	2
293	ко всем	1	2
294	из форм	1	2
295	xix века	1	2
296	там где	3	2
297	распадается на	1	2
298	в начале	2	2
299	в более	1	2
300	в следующей	1	2
301	себя самого	1	2
302	от него	1	2
303	следовательно и	1	2
304	еще более	1	2
305	в системе	2	2
306	между ними	1	2
307	не знает	1	2
308	жизни и	8	2
309	что в	12	2
310	именно здесь	1	2
311	и эта	1	2
312	как на	4	2
313	то на	1	1
314	можно говорить	2	1
315	роль этих	1	1
316	также и	7	1
317	например в	5	1
318	он также	1	1
319	становится в	1	1
320	в разные	1	1
321	его со	1	1
322	то в	1	1
323	становящегося бытия	1	1
324	также что	1	1
