N	3gram	Tiupa_Anal_1	Myshleni
1	с точки зрения	4	18
2	для того чтобы	3	15
3	в том что	9	15
4	с другой стороны	2	9
5	с одной стороны	3	8
6	по отношению к	5	7
7	о том что	3	6
8	из того что	3	5
9	в собственном смысле	1	5
10	вместе с тем	1	5
11	не может быть	16	5
12	до сих пор	1	4
13	в этом отношении	2	4
14	друг с другом	1	4
15	смысле этого слова	1	3
16	такой же мере	1	3
17	то же самое	2	3
18	сам по себе	1	3
19	к тому что	1	3
20	в том чтобы	7	3
21	в такой же	1	3
22	не остается ничего	2	3
23	во всяком случае	1	3
24	в свою очередь	1	3
25	и тем самым	1	3
26	по своей природе	1	2
27	не в состоянии	1	2
28	связей и отношений	1	2
29	основе которого лежит	1	2
30	и то же	1	2
31	прежде всего в	1	2
32	и той же	1	2
33	том что он	2	2
34	в известном смысле	1	2
35	быть сведено к	2	2
36	как если бы	1	2
37	в зависимости от	1	2
38	в сущности говоря	1	2
39	виде в каком	1	2
40	то же время	6	2
41	может быть сведено	3	2
42	именно в этом	2	2
43	в равной мере	1	2
44	одно и то	1	2
45	и в частности	1	2
46	в данном случае	2	2
47	а с другой	1	2
48	я не могу	1	2
49	на вопрос о	1	2
50	и таким образом	1	2
51	в основе которого	1	2
52	в самом деле	2	2
53	в то же	8	2
54	одной и той	1	2
55	только тогда когда	1	2
56	в том виде	1	1
57	всех своих частях	1	1
58	или во всяком	1	1
59	того что в	2	1
60	большей или меньшей	4	1
61	в этом смысле	1	1
62	в том же	1	1
63	значении этого слова	6	1
64	как раз и	1	1
65	но и как	1	1
66	во всех своих	1	1
67	и не может	4	1
68	того что мы	1	1
69	в отличие от	6	1
70	но и в	2	1
71	как мы увидим	1	1
72	так как если	1	1
73	же самое время	2	1
74	на элементы не	1	1
75	том числе и	1	1
76	с самим собой	1	1
77	и как бы	1	1
78	по себе в	1	1
79	с этой точки	1	1
80	по крайней мере	1	1
81	только для того	1	1
82	разложения на элементы	1	1
83	части нашей работы	1	1
84	в этой связи	1	1
85	свойств присущих целому	1	1
86	который по своей	1	1
87	же мере как	1	1
88	и на все	1	1
89	не только в	1	1
90	та и другая	1	1
91	состоит в том	3	1
92	не столько в	1	1
93	между тем в	1	1
94	и при этом	1	1
95	по этому пути	1	1
96	отношение между ними	1	1
97	хотя бы с	1	1
98	в самом простом	1	1
99	прежде всего своей	1	1
100	во внешнем мире	2	1
101	собственном смысле слова	1	1
102	человека к действительности	1	1
103	мере как и	1	1
104	этой точки зрения	1	1
105	том виде в	1	1
106	а вместе с	1	1
107	что даже в	1	1
108	того чтобы быть	1	1
109	на точку зрения	1	1
110	то что мы	1	1
111	в соответствии с	1	1
112	содержат в себе	1	1
113	и вместе с	1	1
114	и эти два	1	1
115	в конечном счете	4	1
116	оно не является	1	1
117	в том числе	3	1
118	в силу своей	2	1
119	вне всякого сомнения	1	1
120	отличие от элементов	1	1
121	и та и	1	1
122	как и в	1	1
123	приводит нас к	1	1
124	а затем уже	1	1
125	как мы постараемся	1	1
126	истинном значении этого	1	1
127	той или иной	6	1
