N	3gram	Tiupa_Narr_1	Problemy
1	то же время	4	12
2	в то же	4	12
3	на самом деле	1	10
4	не может быть	4	6
5	по отношению к	3	5
6	и в то	1	5
7	во всяком случае	2	5
8	с точки зрения	1	4
9	бы то ни	1	4
10	то ни было	1	4
11	на протяжении всего	1	4
12	как и у	1	3
13	в самом деле	2	3
14	он не может	1	3
15	по крайней мере	1	3
16	и в самом	1	3
17	с другой стороны	1	3
18	в той или	1	2
19	подобно тому как	3	2
20	и не может	1	2
21	не входит в	1	2
22	в отличие от	2	2
23	друг на друга	2	2
24	он и не	1	2
25	как и все	1	2
26	а не в	1	2
27	о том что	2	2
28	той или иной	4	2
29	тем не менее	3	2
30	друг с другом	1	2
31	к тому же	5	2
32	и не то	1	2
33	и т д	1	2
34	как мы видели	1	2
35	так и не	2	1
36	как она есть	1	1
37	он обращается к	1	1
38	потому что в	1	1
39	он думает и	1	1
40	какой бы то	1	1
41	большей или меньшей	1	1
42	который сразу же	1	1
43	сих пор еще	1	1
44	а художественное произведение	1	1
45	не было и	2	1
46	до сих пор	2	1
47	в сущности в	1	1
48	в его душе	1	1
49	не только с	1	1
50	слова и мысли	1	1
51	в этом отношении	3	1
52	заключает в себе	2	1
53	как если бы	2	1
54	у него нет	1	1
55	и то что	1	1
56	к одному из	1	1
57	его произведениях но	1	1
58	к тому что	1	1
59	в значительной степени	1	1
60	в большей или	1	1
61	и столь же	1	1
62	немногочисленных случаях когда	1	1
63	с другими людьми	1	1
64	в данном случае	8	1
65	на этот раз	1	1
66	не в чем	1	1
67	но при этом	1	1
68	и как бы	1	1
69	и то же	2	1
70	диалог в сущности	1	1
71	бывает и в	1	1
72	может быть и	1	1
73	одно и то	2	1
74	в нем не	1	1
75	но и с	1	1
76	но и не	1	1
77	как и само	1	1
78	и тот же	1	1
79	один и тот	1	1
80	может быть не	2	1
81	себя за голову	1	1
82	чем иным как	2	1
83	похоже было как	1	1
84	как и в	1	1
85	в свою очередь	2	1
86	друг для друга	2	1
87	и того же	1	1
88	смысле можно сказать	1	1
89	но в этом	1	1
90	но все же	1	1
91	можно сказать что	2	1
92	что каждый из	1	1
93	на то что	2	1
94	одного и того	1	1
95	но именно поэтому	1	1
96	не может обойтись	1	1
97	а в то	1	1
98	или иной степени	1	1
99	для того чтобы	3	1
100	в том что	5	1
101	и как будто	1	1
102	с его собственным	1	1
103	обратим внимание на	1	1
