N	3gram	Tiupa_Lite_3	Dialekti
1	с точки зрения	3	14
2	тем не менее	1	10
3	не только не	1	7
4	что иное как	1	6
5	а не просто	1	6
6	не может быть	3	6
7	не что иное	1	6
8	в самом деле	2	5
9	о том что	4	5
10	подобно тому как	2	4
11	сама по себе	1	4
12	и не только	1	3
13	имеется в виду	1	3
14	с одной стороны	4	3
15	в том что	4	3
16	субъекта и объекта	1	3
17	на то что	2	3
18	хотя и не	1	2
19	не говоря уже	4	2
20	говоря уже о	3	2
21	из того что	2	2
22	с тех пор	1	2
23	с этой точки	1	2
24	и тем не	1	2
25	с другой стороны	2	2
26	этой точки зрения	1	2
27	только на то	1	2
28	это и есть	1	2
29	той или иной	2	2
30	к тому что	1	2
31	к тому же	5	2
32	так или иначе	2	2
33	в этом его	1	1
34	в чистом виде	1	1
35	было бы и	1	1
36	на свете есть	1	1
37	нас в данном	1	1
38	по существу своему	1	1
39	на самом деле	1	1
40	но и принципиально	1	1
41	то же самое	2	1
42	своего собственного сознания	1	1
43	одной стороны и	2	1
44	внимания к ее	1	1
45	со всяким другим	1	1
46	и одно из	1	1
47	он и не	1	1
48	в этом отношении	5	1
49	может быть только	1	1
50	и в частности	2	1
51	в данном случае	4	1
52	не тем что	1	1
53	так как мы	1	1
54	исходит из того	1	1
55	уже и не	1	1
56	я не могу	1	1
57	и в том	1	1
58	жизни вовсе не	1	1
59	без внимания к	1	1
60	лишь тогда когда	1	1
61	содержит в себе	1	1
62	одно из них	1	1
63	более или менее	1	1
64	то же время	7	1
65	мы находимся в	1	1
66	в одном из	2	1
67	в конечном счете	1	1
68	бы то ни	2	1
69	да что там	1	1
70	мира а не	1	1
71	то ни было	2	1
72	в то же	7	1
73	в связи с	1	1
74	в глубине души	1	1
75	это не только	1	1
76	но еще и	1	1
