N	2gram	Voloshinov_1	OGranits
1	и в	38	13
2	и его	7	12
3	прежде всего	21	9
4	может быть	13	8
5	не может	12	8
6	и не	14	8
7	и т.п	21	7
8	в его	6	7
9	и их	5	7
10	и пр	4	7
11	точки зрения	10	7
12	социального общения	14	6
13	только в	6	6
14	как бы	28	6
15	не только	27	6
16	то что	8	6
17	мы должны	10	6
18	таким образом	7	6
19	художественного произведения	1	5
20	языка и	4	5
21	в материале	2	5
22	и т.д	21	5
23	все же	7	5
24	и наконец	5	5
25	но ведь	6	5
26	с точки	5	5
27	в процессе	6	5
28	словесного материала	3	5
29	хотя бы	18	5
30	и эта	3	5
31	мы не	9	4
32	социальной группы	3	4
33	но мы	2	4
34	слов и	7	4
35	еще и	2	4
36	но в	5	4
37	вопроса о	4	4
38	мы можем	7	4
39	то же	14	4
40	лишь в	4	4
41	в сознании	3	4
42	художественного общения	1	4
43	в своей	2	4
44	было бы	7	4
45	все это	4	4
46	не является	5	4
47	вполне понятно	1	4
48	вряд ли	3	3
49	и то	3	3
50	в ее	3	3
51	самом деле	4	3
52	членораздельной речи	2	3
53	так и	6	3
54	при анализе	1	3
55	понятно что	1	3
56	говорить о	1	3
57	в их	1	3
58	за пределы	1	3
59	тела и	1	3
60	с этим	2	3
61	в которой	7	3
62	ни один	2	3
63	в себе	9	3
64	языка как	1	3
65	к одному	1	3
66	не как	1	3
67	в одном	3	3
68	так как	7	3
69	одно и	4	3
70	здесь мы	3	3
71	материала и	1	3
72	но и	13	3
73	слово в	2	3
74	как и	10	3
75	и уже	3	3
76	точку зрения	3	3
77	что же	8	3
78	не в	6	3
79	да и	4	3
80	но для	3	3
81	и для	3	3
82	никогда не	7	3
83	и все	4	3
84	превращается в	1	3
85	т.п и	2	3
86	что в	1	3
87	смысле слова	1	2
88	произведения но	1	2
89	в жизненной	1	2
90	жизненной речи	2	2
91	группы лиц	1	2
92	представим себе	1	2
93	зависимости от	5	2
94	в произведении	1	2
95	только его	1	2
96	роль в	3	2
97	на две	1	2
98	которое может	3	2
99	и этот	1	2
100	конечно в	1	2
101	мы уже	10	2
102	те же	4	2
103	есть не	2	2
104	мог бы	1	2
105	подойти к	2	2
106	человеческой речи	3	2
107	если бы	4	2
108	что иное	2	2
109	может в	1	2
