N	3gram	Potebnia_M_1	FransuaR
1	о том что	1	5
2	то же время	3	5
3	в то же	3	5
4	с одной стороны	3	4
5	все то что	2	4
6	в этом отношении	1	3
7	в первом случае	1	3
8	до сих пор	1	3
9	и телесной жизни	1	2
10	одной стороны и	1	2
11	с точки зрения	3	2
12	но и в	4	2
13	с другой стороны	5	2
14	то есть только	1	2
15	удовольствия и неудовольствия	4	2
16	таким образом в	1	2
17	во всех языках	1	2
18	в том что	13	2
19	и того же	2	1
20	а потому что	2	1
21	по отношению к	13	1
22	таким образом уже	1	1
23	с тем и	1	1
24	дело в том	2	1
25	более или менее	1	1
26	в себе самом	1	1
27	и там где	1	1
28	а не из	1	1
29	и не только	1	1
30	и все это	1	1
31	то он должен	1	1
32	те места где	1	1
33	между тем как	1	1
34	не во всех	1	1
35	а так как	3	1
36	несколько слов об	1	1
37	переходят друг в	1	1
38	из того что	1	1
39	есть только то	1	1
40	и духовные особенности	1	1
41	и стремление к	1	1
42	на этот вопрос	2	1
43	он не мог	1	1
44	и в истории	1	1
45	сам по себе	1	1
46	только то что	1	1
47	то это было	1	1
48	смысле этого слова	1	1
49	времени с другой	1	1
50	и в языке	3	1
51	положительного и отрицательного	1	1
52	и в этой	1	1
53	и как бы	3	1
54	притом не только	2	1
55	до того что	1	1
56	органы его не	1	1
57	и потому не	1	1
58	в связи с	1	1
59	если они не	1	1
60	так что не	2	1
61	для того чтобы	2	1
62	не может быть	9	1
63	мы видели что	1	1
64	не совпадает с	1	1
65	в то время	1	1
66	заключается в том	1	1
67	начинается там где	1	1
68	после того как	1	1
69	в одном из	1	1
70	но и для	2	1
71	что касается до	1	1
72	не только в	3	1
73	каждом из этих	1	1
74	но все же	1	1
75	в нем есть	2	1
76	в нем самом	5	1
77	как мы видим	1	1
78	все это совершается	1	1
79	одного и того	2	1
80	в каждом из	1	1
81	что все они	1	1
82	несмотря на их	1	1
83	друг в друга	1	1
84	что и в	3	1
