N	2gram	Potebnia_M_2	Problemy
1	и в	24	43
2	и не	19	29
3	может быть	23	23
4	как бы	9	22
5	не может	12	18
6	как и	7	14
7	но и	9	14
8	и т	6	13
9	в этом	8	13
10	что он	4	13
11	в нем	9	12
12	в одном	6	12
13	слова в	5	12
14	слова и	3	12
15	не только	15	11
16	в каждом	2	11
17	не в	13	11
18	по себе	15	11
19	и на	8	10
20	но в	4	10
21	как мы	1	10
22	в его	2	10
23	прежде всего	7	10
24	еще не	4	9
25	он не	1	9
26	никогда не	4	9
27	в большинстве	1	9
28	т п	3	9
29	то же	12	8
30	лишь в	1	8
31	для него	10	8
32	с точки	1	8
33	и его	2	8
34	большинстве случаев	1	8
35	или в	2	8
36	слово в	1	8
37	перед нами	1	7
38	в самом	4	7
39	к себе	1	7
40	в то	6	7
41	слова с	1	7
42	и сам	1	7
43	в другом	2	7
44	до сих	4	7
45	а не	18	7
46	что же	1	7
47	сих пор	4	7
48	то что	20	7
49	и наконец	1	6
50	так сказать	4	6
51	при этом	13	6
52	к одному	1	6
53	не как	3	6
54	в этих	3	6
55	что я	1	6
56	здесь не	1	6
57	в том	18	6
58	в котором	4	6
59	у него	2	6
60	и все	3	6
61	сам по	4	5
62	самом деле	2	5
63	нам кажется	4	5
64	к другому	4	5
65	но не	12	5
66	по отношению	2	5
67	хотя и	3	5
68	в себе	10	5
69	все эти	2	5
70	на то	5	5
71	таким образом	11	5
72	и с	1	5
73	было бы	13	5
74	рядом с	3	5
75	в слове	13	5
76	это слово	1	5
77	о том	5	5
78	никак не	1	5
79	и что	4	5
80	же время	2	5
81	к нему	1	5
82	слов и	1	5
83	слово с	2	5
84	так что	10	5
85	вовсе не	9	5
86	в той	1	5
87	все это	2	5
88	бы в	2	5
89	а в	8	5
90	и до	1	4
91	а как	1	4
92	мы не	11	4
93	с его	2	4
94	во всех	7	4
95	себе и	1	4
96	отличие от	1	4
97	сама по	2	4
98	его собственных	1	4
99	там где	4	4
100	знаю что	1	4
101	т д	3	4
102	человека в	3	4
103	же не	1	4
104	может стать	2	4
105	в них	5	4
106	далеко не	3	4
107	между собою	7	4
108	должно быть	2	4
109	во время	4	4
110	в отличие	1	4
111	но он	2	4
112	их в	2	4
113	том же	1	4
114	слово как	2	4
115	в самой	3	4
116	или как	1	4
117	к тому	1	4
118	на предмет	2	4
119	и это	2	4
120	в словах	3	4
121	по мере	5	4
122	слово может	1	4
123	только в	11	4
124	же и	1	4
125	так как	10	4
