N	2gram	Bakhtin_Pr_2	StatiiOP
1	и в	43	29
2	том что	2	27
3	в том	6	27
4	в этом	13	21
5	не только	11	19
6	но и	14	19
7	что в	4	19
8	о том	5	17
9	в его	10	13
10	что он	13	13
11	у пушкина	1	12
12	то что	7	11
13	все это	5	11
14	таким образом	5	10
15	к тому	4	10
16	т е	26	10
17	и т	13	9
18	в своем	4	9
19	он не	9	9
20	так и	3	9
21	и не	29	9
22	как на	1	9
23	но в	10	8
24	как раз	4	8
25	и пр	2	8
26	письме к	2	8
27	по поводу	1	8
28	я не	4	7
29	в самом	7	7
30	но все	2	7
31	в г	1	7
32	в своей	4	7
33	в котором	6	7
34	того как	2	7
35	в виду	3	7
36	вместе с	1	7
37	одним из	1	6
38	вопрос о	2	6
39	и на	10	6
40	все же	3	6
41	т д	4	6
42	вовсе не	5	6
43	того чтобы	1	6
44	и его	8	6
45	об этом	2	6
46	и что	5	6
47	в одном	12	6
48	до сих	7	6
49	было бы	5	5
50	точки зрения	13	5
51	была бы	2	5
52	в языке	1	5
53	того что	2	5
54	между тем	3	5
55	в качестве	1	5
56	в письме	2	5
57	прежде всего	10	5
58	а не	7	5
59	о чем	1	5
60	в той	5	5
61	как бы	22	5
62	сих пор	7	5
63	если б	1	4
64	кроме того	3	4
65	хотя и	5	4
66	и к	3	4
67	в нем	12	4
68	что у	2	4
69	в другом	7	4
70	и с	5	4
71	должен был	1	4
72	не в	11	4
73	дело в	2	4
74	пушкина но	1	4
75	ничего не	3	4
76	и о	2	4
77	времени и	2	4
78	после того	1	4
79	но с	1	4
80	связи с	1	4
81	для него	8	4
82	до того	1	4
83	с другой	4	4
84	в речи	5	4
85	работы над	1	4
86	еще более	2	4
87	а как	4	4
88	в романе	3	4
89	к этому	1	4
90	например в	2	3
91	же как	1	3
92	самом деле	5	3
93	на самом	1	3
94	идет о	1	3
95	в их	3	3
96	хотя бы	2	3
97	и он	5	3
98	не был	2	3
99	но не	5	3
100	не то	1	3
101	в общем	1	3
102	как в	2	3
103	с этим	2	3
104	не было	1	3
105	что это	2	3
106	тому же	3	3
107	вообще не	1	3
108	в начале	1	3
109	из них	2	3
110	ни в	2	3
111	не мог	1	3
112	в эту	3	3
113	в этих	6	3
114	одном из	1	3
115	но он	4	3
116	по себе	11	3
117	не менее	3	3
118	что ему	1	3
119	одной из	1	3
120	иметь в	1	3
121	не могло	1	3
122	никогда не	9	3
123	нельзя не	1	3
124	на себя	2	3
125	и по	1	3
126	это слово	5	3
127	тем что	3	3
128	у нас	2	3
129	у меня	5	3
130	действующие лица	1	3
131	в образе	2	3
132	на нее	1	3
133	и здесь	3	3
134	материал для	1	3
135	наконец в	3	3
136	но это	4	3
137	вот что	1	3
138	так что	5	3
139	с нею	1	3
140	ни одного	4	3
141	кажется что	3	3
142	всяком случае	1	3
143	т п	9	3
144	из нее	1	3
145	связан с	1	3
146	что на	2	3
147	и даже	3	3
148	еще и	1	3
149	а с	2	3
150	до конца	4	3
151	так же	2	3
152	другой стороны	3	3
153	отношении к	2	3
154	во всяком	2	3
155	также и	3	2
156	того же	3	2
157	такое же	1	2
158	тем же	2	2
159	из его	2	2
160	то же	8	2
161	как следствие	1	2
162	бы то	1	2
163	с его	4	2
164	отличие от	4	2
165	нет и	1	2
166	на то	5	2
167	к сожалению	1	2
168	там где	4	2
169	в одной	3	2
170	и положений	1	2
171	и как	2	2
172	более или	3	2
173	в чисто	1	2
174	все эти	5	2
175	в этой	1	2
176	в себе	5	2
177	как он	2	2
178	при этом	6	2
179	если бы	3	2
180	тем не	2	2
181	не к	1	2
182	полемики с	1	2
183	о мире	1	2
184	значительной степени	1	2
185	том же	4	2
186	то ни	1	2
187	а затем	2	2
188	конечно в	2	2
189	его в	3	2
190	на почве	2	2
191	в это	1	2
192	о которых	1	2
193	как и	14	2
194	несмотря на	1	2
195	нигде не	1	2
196	всякого сомнения	1	2
197	действительно не	1	2
198	или менее	3	2
199	которую он	2	2
200	что такое	2	2
201	два слова	2	2
202	в отношении	3	2
203	с точки	8	2
204	в отличие	4	2
205	что я	6	2
206	от его	1	2
207	не раз	1	2
208	что было	2	2
209	что этот	2	2
210	где нет	1	2
211	в устах	1	2
212	даже в	3	2
213	но они	1	2
214	что с	1	2
215	в то	7	2
216	не имеет	1	2
217	в процессе	2	2
218	но далее	1	2
219	это еще	1	2
220	только не	1	2
221	и всегда	2	2
222	не может	18	2
223	только с	1	2
224	не до	1	2
225	языка в	1	2
226	в духе	1	2
227	чтобы сделать	2	2
228	поэтического языка	1	2
229	на это	1	2
230	где он	1	2
231	и это	4	2
232	в ее	1	2
233	лучше сказать	1	2
234	в классической	1	2
235	и сам	7	2
236	особенно в	2	2
237	во многом	1	2
238	еще в	1	2
239	он был	3	2
240	даны в	3	2
241	в содержании	1	2
242	говорят что	3	2
243	никак не	5	2
244	в значительной	1	2
245	что и	3	2
246	чем он	1	2
247	этот вопрос	4	2
248	в какой	1	2
249	только в	4	2
250	это очень	1	2
251	бы ни	2	2
252	место из	1	2
253	раз в	1	2
254	ни с	1	2
255	сами по	1	2
256	в конце	2	2
257	так как	4	2
258	на меня	2	2
259	может быть	23	2
260	в них	4	2
261	и речи	1	2
262	о своей	3	2
263	ему не	1	2
264	и др	2	2
265	говорит о	1	2
266	на этот	4	2
267	не на	4	2
268	его как	1	2
269	взаимоотношения между	1	2
270	и вообще	1	2
271	эти слова	1	2
272	и потому	1	2
273	как это	1	2
274	к своему	1	2
275	по своему	2	2
276	из этой	1	2
277	по существу	3	2
278	ее в	2	2
279	в результате	4	2
280	а к	1	2
281	говорят не	1	2
282	конечно и	1	2
283	во время	4	2
284	ни было	2	2
285	очень хорошо	2	2
286	сказать что	2	2
287	совершенно не	4	2
288	и другие	1	2
289	уже после	2	2
290	они не	1	2
291	для рассмотрения	1	1
292	а между	2	1
293	ту же	2	1
294	от вас	1	1
295	сам по	5	1
296	и то	2	1
297	это и	1	1
298	в приведенном	3	1
299	в первом	2	1
300	с выражением	1	1
301	и до	4	1
302	в конкретном	3	1
303	для понимания	2	1
304	той же	3	1
305	их и	1	1
306	бы уже	1	1
307	на материале	2	1
308	нуждаются в	1	1
309	мы не	4	1
310	точкой зрения	1	1
311	есть нечто	1	1
312	в сущности	9	1
313	все здесь	1	1
314	на тему	1	1
315	как не	1	1
316	к брату	1	1
317	одного слова	1	1
318	в каждой	2	1
319	требуют совершенно	1	1
320	литературы и	1	1
321	романтизма не	1	1
322	еще не	9	1
323	на них	1	1
324	он сам	3	1
325	со словами	2	1
326	этой почве	1	1
327	это имеет	1	1
328	друг к	2	1
329	но как	1	1
330	в голове	2	1
331	в сторону	2	1
332	повторение слов	1	1
333	не говорят	1	1
334	перед глазами	1	1
335	по отношению	5	1
336	я что	1	1
337	отношение к	2	1
338	себе и	4	1
339	слову в	1	1
340	из важнейших	1	1
341	под его	1	1
342	вот как	4	1
343	этом его	1	1
344	что как	1	1
345	в творчестве	2	1
346	когда он	3	1
347	целый ряд	2	1
348	что этим	1	1
349	для прозы	1	1
350	о самом	1	1
351	чего же	1	1
352	роман а	1	1
353	к другому	5	1
354	так или	1	1
355	в ответ	1	1
356	из этих	2	1
357	с их	2	1
358	им в	2	1
359	важна не	1	1
360	и кто	2	1
361	только один	1	1
362	иначе и	1	1
363	и если	1	1
364	что она	1	1
365	не следует	1	1
366	а то	2	1
367	только себя	1	1
368	одному из	1	1
369	еще раньше	1	1
370	формы но	1	1
371	и еще	2	1
372	эта последняя	1	1
373	свою собственную	1	1
374	к одному	6	1
375	не как	6	1
376	говорите что	1	1
377	на этом	1	1
378	реагирования на	1	1
379	одно и	2	1
380	и характер	1	1
381	они должны	1	1
382	с величайшим	1	1
383	значение в	2	1
384	иных положительных	1	1
385	об этой	1	1
386	связанных с	1	1
387	те же	1	1
388	к другу	2	1
389	на этой	1	1
390	зрения на	1	1
391	не умеет	1	1
392	с другими	1	1
393	известно что	2	1
394	этом смысле	2	1
395	и тем	1	1
396	но уже	1	1
397	двух реплик	2	1
398	нет в	1	1
399	это положение	1	1
400	к которым	1	1
401	а за	3	1
402	и уже	1	1
403	на своего	1	1
404	для чего	2	1
405	произведении но	1	1
406	в тоне	2	1
407	такой же	3	1
408	в еще	1	1
409	на речь	1	1
410	во второй	1	1
411	от своего	1	1
412	и их	3	1
413	собеседника в	1	1
414	чтобы эта	1	1
415	что вся	1	1
416	что до	1	1
417	в прозе	1	1
418	котором все	1	1
419	значение для	2	1
420	самый диалог	1	1
421	в прямом	1	1
422	и эти	1	1
423	чем самый	1	1
424	освободиться от	1	1
425	и очень	2	1
426	иной раз	2	1
427	что есть	1	1
428	весь в	1	1
429	своего социального	1	1
430	нею и	1	1
431	власть в	1	1
432	при всех	1	1
433	конкретном и	1	1
434	в таких	1	1
435	она не	3	1
436	виду что	1	1
437	с теми	2	1
438	мысли в	1	1
439	одна из	2	1
440	на два	3	1
441	на него	3	1
442	в основе	1	1
443	материала в	1	1
444	героев и	1	1
445	о них	1	1
446	но только	1	1
447	для всего	1	1
448	он с	3	1
449	а порой	1	1
450	и без	2	1
451	речи не	1	1
452	же время	5	1
453	этих двух	1	1
454	и лишь	1	1
455	развивается в	1	1
456	вместо того	1	1
457	одной реплики	1	1
458	для осуществления	2	1
459	из истории	2	1
460	как будто	1	1
461	формы для	1	1
462	в стиле	4	1
463	свое собственное	1	1
464	п в	1	1
465	главный мотив	2	1
466	не могут	4	1
467	он и	3	1
468	его служить	2	1
469	кто ж	1	1
470	отсюда как	1	1
471	его за	1	1
472	отличается от	2	1
473	что вы	1	1
474	а что	5	1
475	служить и	1	1
476	слова с	7	1
477	полным правом	1	1
478	он никогда	1	1
479	будто и	1	1
480	как мы	10	1
481	элементы этого	1	1
482	что все	1	1
483	здесь не	6	1
484	не могу	2	1
485	без всякого	2	1
486	последнего слова	1	1
487	были бы	1	1
488	совершенно пассивно	1	1
489	автор может	1	1
490	то время	2	1
491	в пределах	16	1
492	так в	1	1
493	о виллеле	1	1
494	быть еще	1	1
495	на том	2	1
496	о самой	1	1
497	с собой	4	1
498	можно было	3	1
499	не за	3	1
500	не с	1	1
501	с самим	8	1
502	здесь нет	3	1
503	не чужда	1	1
504	речь как	1	1
505	не место	2	1
506	введенные в	1	1
507	симпатии к	1	1
508	в диалог	1	1
