N	3gram	Tiupa_Hudo_2	Analitik
1	не может быть	3	16
2	в том что	11	9
3	в то же	4	8
4	то же время	4	6
5	на наш взгляд	4	6
6	той или иной	1	6
7	по отношению к	7	5
8	мы имеем дело	1	4
9	с точки зрения	2	4
10	не более чем	2	4
11	в конечном счете	3	4
12	к тому же	2	4
13	о том что	7	3
14	себя в другом	1	3
15	состоит в том	2	3
16	а не в	2	3
17	подобно тому как	4	3
18	в том числе	1	3
19	того или иного	2	3
20	в таком случае	1	3
21	бы то ни	1	3
22	и т п	2	3
23	для того чтобы	3	3
24	с одной стороны	3	3
25	имеем дело с	1	3
26	лишь в том	1	3
27	нет и не	1	2
28	в самом деле	3	2
29	составляет своего рода	2	2
30	то же самое	2	2
31	найдя другого в	1	2
32	в этом отношении	1	2
33	же самое время	1	2
34	в другом найдя	1	2
35	в данном случае	2	2
36	в первом случае	1	2
37	с другой стороны	1	2
38	найти себя в	1	2
39	и все же	1	2
40	другого в себе	1	2
41	другом найдя другого	1	2
42	и с возвращением	1	1
43	во времени или	1	1
44	не в состоянии	1	1
45	без другого не	1	1
46	обойтись без другого	1	1
47	присутствия в мире	1	1
48	ни с какой	1	1
49	но и самого	1	1
50	собою без другого	1	1
51	по воле автора	1	1
52	внутреннего я во	1	1
53	в соответствии с	3	1
54	дело не только	2	1
55	о том как	2	1
56	как раз и	1	1
57	только в том	2	1
58	до сих пор	2	1
59	да и в	1	1
60	другого я должен	1	1
61	том случае если	1	1
62	стать самим собою	1	1
63	в том случае	1	1
64	и в тексте	1	1
65	можно сказать на	1	1
66	между тем как	1	1
67	самим по себе	1	1
68	и не будет	1	1
69	том числе и	1	1
70	в то что	1	1
71	без другого я	1	1
72	целостного духовного самоопределения	1	1
73	то или иное	1	1
74	и просто с	1	1
75	и отношения между	1	1
76	только для того	1	1
77	и дело не	1	1
78	я должен найти	1	1
79	внешнее и внутреннее	1	1
80	к нему следует	1	1
81	себе во взаимоотражении	1	1
82	точка отсчета в	1	1
83	в этой связи	2	1
84	остается всего лишь	1	1
85	принимает на себя	1	1
86	тейяра де шардена	1	1
87	во взаимоотражении во	1	1
88	образом а именно	1	1
89	в котором по	1	1
90	не только в	2	1
91	могу стать самим	1	1
92	совершенно иного рода	1	1
93	как будто бы	2	1
94	и при этом	1	1
95	не вызывает сомнений	1	1
96	а с другой	1	1
97	так и не	4	1
98	все же не	1	1
99	несет в себе	1	1
100	должен найти себя	1	1
101	места времени и	1	1
102	как нам представляется	1	1
103	собой один из	1	1
104	я не могу	1	1
105	в себе во	1	1
106	личности я не	1	1
107	точкой зрения и	1	1
108	не могу стать	1	1
109	и не наступает	1	1
110	самим собою без	1	1
111	тогда как сам	1	1
112	могу обойтись без	1	1
113	взаимоотражении во взаимоприятии	1	1
114	но то что	1	1
115	между тем в	1	1
116	упускать из виду	1	1
117	лишь по отношению	1	1
118	и в самом	1	1
119	представляет собой один	1	1
120	это отнюдь не	1	1
121	рождается в точке	1	1
122	не могу обойтись	1	1
123	к тому что	4	1
124	как и в	3	1
125	вновь как и	1	1
126	в художественном тексте	1	1
127	другого не могу	1	1
128	с самим собой	1	1
