1	и в	13	25
2	в этом	13	24
3	в том	6	20
4	что в	4	19
5	что он	2	19
6	тем что	4	19
7	может быть	52	19
8	что это	1	16
9	том что	3	15
10	в этой	1	14
11	и пр	40	13
12	то что	5	12
13	в его	1	12
14	не только	4	12
15	в этих	16	11
16	таким образом	20	10
17	прежде всего	9	10
18	и не	9	10
19	но и	3	9
20	у него	1	9
21	это было	2	8
22	все это	1	8
23	и т	49	8
24	т е	16	8
25	как например	2	8
26	о том	2	8
27	точки зрения	4	7
28	было бы	4	7
29	что касается	1	7
30	с этим	14	7
31	что такое	2	7
32	из его	2	7
33	не может	17	7
34	в то	3	7
35	это не	6	7
36	а а	2	6
37	как бы	5	6
38	как на	1	6
39	в россии	1	6
40	г в	1	6
41	интересно что	1	6
42	только в	2	6
43	а в	6	6
44	из этих	1	6
45	как в	4	6
46	не в	1	6
47	ни в	3	5
48	а не	9	5
49	независимо от	3	5
50	то же	9	5
51	мы имеем	9	5
52	он не	3	5
53	но в	3	5
54	говорит что	1	5
55	на то	1	5
56	с другой	8	5
57	об этом	4	5
58	по плану	1	5
59	потому что	5	5
60	так и	9	5
61	того что	2	5
62	ответ на	1	5
63	он говорил	1	5
64	другой стороны	4	5
65	а также	6	4
66	на его	4	4
67	если бы	3	4
68	с точки	4	4
69	к нему	3	4
70	в которой	1	4
71	из которых	3	4
72	например в	1	4
73	во всяком	1	4
74	и для	3	4
75	действующих лиц	13	4
76	сказать что	2	4
77	связана с	3	4
78	мы видим	11	4
79	к ней	1	4
80	и др	12	4
81	что эти	2	4
82	всего в	1	4
83	можно назвать	3	4
84	в качестве	7	4
85	ничего не	4	4
86	у нас	1	4
87	в каком	2	4
88	состоит в	2	4
89	в начале	3	4
90	время как	2	4
91	и тем	1	4
92	всяком случае	1	4
93	можно сказать	2	4
94	и к	2	4
95	то время	2	4
96	в целом	3	4
97	в каждом	1	4
98	но это	3	4
99	отношение к	1	4
100	как и	4	4
101	то в	2	4
102	с тем	2	4
103	и с	1	4
104	все же	7	4
105	в течение	1	4
106	в отдельных	2	4
107	несмотря на	4	3
108	все они	1	3
109	но он	1	3
110	все эти	2	3
111	и его	2	3
112	в рассказе	1	3
113	для него	2	3
114	и здесь	6	3
115	и более	2	3
116	же время	1	3
117	уже не	2	3
118	о которых	1	3
119	нет в	1	3
120	между прочим	1	3
121	во время	6	3
122	к этому	2	3
123	и наконец	1	3
124	на эти	1	3
125	у которого	1	3
126	и что	2	3
127	на вопрос	1	3
128	со стороны	1	3
129	в какой	3	3
130	что я	1	3
131	в в	2	3
132	в связи	9	3
133	в виде	2	3
134	представляют собою	2	3
135	б в	2	3
136	показывает что	1	3
137	на этом	4	3
138	говорить о	1	3
139	в их	1	3
140	не так	1	3
141	связи с	11	3
142	в некоторых	4	3
143	всех этих	1	3
144	с этой	1	3
145	не является	3	3
146	кроме того	3	3
147	в другом	2	3
148	что мы	2	3
149	одной стороны	2	3
150	так как	12	3
151	тому что	1	3
152	раньше чем	4	3
153	он был	1	3
154	утверждать что	2	2
155	в одной	1	2
156	сам он	3	2
157	которые в	1	2
158	могут быть	15	2
159	быть не	1	2
160	в предисловии	1	2
161	тем как	1	2
162	может создать	1	2
163	без всякого	1	2
164	а с	2	2
165	в последнем	3	2
166	при помощи	8	2
167	в сущности	3	2
168	мы имели	1	2
169	от того	3	2
170	заметить что	10	2
171	такое же	1	2
172	а по	3	2
173	не столько	1	2
174	представляет собою	7	2
175	его не	1	2
176	д г	7	2
177	то она	1	2
178	в виду	1	2
179	один из	5	2
180	на это	1	2
181	тем не	4	2
182	и по	3	2
183	имеем в	7	2
184	можно усмотреть	1	2
185	к своей	1	2
186	вступают в	3	2
187	в рамках	1	2
188	не имеет	2	2
189	не совсем	1	2
190	к тому	1	2
191	только что	3	2
192	на что	1	2
193	сюда относится	1	2
194	себя и	2	2
195	и у	1	2
196	но есть	2	2
197	самого начала	1	2
198	во втором	3	2
199	вовсе не	4	2
200	а то	3	2
201	в форме	6	2
202	или в	5	2
203	этих двух	1	2
204	во всех	5	2
205	и тот	1	2
206	как мы	4	2
207	нет не	1	2
208	которую он	1	2
209	сюда относятся	2	2
210	и тогда	2	2
211	в это	1	2
212	но не	6	2
213	одной из	2	2
214	что эта	2	2
215	во многих	1	2
216	дело не	1	2
217	до сих	1	2
218	есть в	1	2
219	на другое	1	2
220	но все	3	2
221	на котором	4	2
222	что его	4	2
223	он может	1	2
224	если в	4	2
225	что не	1	2
226	и ее	3	2
227	т д	47	2
228	или иной	1	2
229	самом деле	3	2
230	более и	1	2
231	не менее	5	2
232	с одной	2	2
233	здесь нет	1	2
234	не на	1	2
235	и ни	1	2
236	сих пор	1	2
237	все более	1	2
238	здесь только	1	2
239	его к	1	2
240	в результате	8	2
241	между собою	1	2
242	с самого	1	2
243	для того	2	2
244	формы в	1	2
245	а потому	1	2
246	и может	1	2
247	так чтобы	1	2
248	и за	2	2
249	одна из	2	2
250	но как	1	2
251	что они	3	2
252	мы не	5	2
253	и только	2	2
254	с ее	1	2
255	конечно в	1	1
256	что ее	1	1
257	женится на	2	1
258	есть не	1	1
259	ему в	1	1
260	нужно иметь	1	1
261	могло бы	1	1
262	но то	1	1
263	относятся такие	1	1
264	то мы	4	1
265	начинается с	3	1
266	как с	1	1
267	в данной	1	1
268	значение этого	1	1
269	является в	2	1
270	состоят из	1	1
271	материала к	1	1
272	здесь следует	1	1
273	другом значении	2	1
274	на те	1	1
275	действующего лица	1	1
276	наряду с	5	1
277	можно отметить	2	1
278	под углом	1	1
279	другом случае	1	1
280	того как	1	1
281	связанная с	1	1
282	обычно в	2	1
283	говорил об	1	1
284	и этим	7	1
285	они предоставляют	1	1
286	чаще всего	11	1
287	что ни	2	1
288	здесь как	1	1
289	является его	1	1
290	сравнить с	1	1
291	два раза	4	1
292	для сравнения	1	1
293	целый ряд	3	1
294	по этим	2	1
295	перейти к	2	1
296	a и	1	1
297	еще и	1	1
298	представляют собой	10	1
299	свое место	1	1
300	этот элемент	5	1
301	о его	1	1
302	лишь о	1	1
303	духа в	1	1
304	что ему	1	1
305	как эти	2	1
306	с двумя	2	1
307	по тем	1	1
308	вопросом о	1	1
309	его чтобы	1	1
310	их на	2	1
311	состоит из	1	1
312	все с	1	1
313	собственно говоря	1	1
314	и правильной	1	1
315	в других	4	1
316	в собственном	2	1
317	но во	1	1
318	приводит к	1	1
319	того чтобы	3	1
320	для нас	1	1
321	иметь в	1	1
322	они представляют	1	1
323	в частности	2	1
324	здесь можно	5	1
325	так мы	1	1
326	несколько ниже	1	1
327	иногда это	1	1
328	то как	2	1
329	свою собственную	1	1
330	имеем здесь	1	1
331	этих персонажей	1	1
332	здесь не	2	1
333	из приведенных	3	1
334	как они	1	1
335	а эта	2	1
336	две функции	1	1
337	как живые	1	1
338	средства которые	1	1
339	к соединению	1	1
340	встречается в	1	1
341	также является	1	1
342	отнимает у	1	1
343	можно установить	2	1
344	лица в	1	1
345	во всей	1	1
346	основная функция	1	1
347	ко второму	1	1
348	также и	4	1
349	подобные же	2	1
350	бы быть	1	1
351	собою мы	1	1
352	в формах	1	1
353	мы будем	1	1
354	которых один	1	1
355	вследствие чего	1	1
356	и все	1	1
357	той или	1	1
358	могут иметь	1	1
359	теряет свою	1	1
360	мнение что	1	1
361	было указано	1	1
362	два типа	1	1
363	сказки в	1	1
364	эту форму	1	1
365	применении к	1	1
366	что очень	1	1
367	что она	1	1
368	от своих	1	1
369	в сказках	1	1
370	же функции	2	1
371	в применении	1	1
