N	4gram	Losev_Dial_1	Problema
1	в какой мере не	1	4
2	ни в какой мере	1	4
3	и тем не менее	1	3
4	ни в каком случае	4	3
5	в каком случае не	2	3
6	ни в коем случае	1	3
7	или по крайней мере	2	2
8	это не имеет ничего	1	2
9	не имеет ничего общего	3	2
10	не что иное как	1	2
11	на самом же деле	1	2
12	в то время как	1	2
13	ни в каком смысле	1	2
14	отчет в том что	1	2
15	есть не что иное	1	2
16	т д и т	2	1
17	мы убеждаемся в том	1	1
18	дело в том что	1	1
19	только в том чтобы	1	1
20	по крайней мере в	1	1
21	убеждаемся в том что	1	1
22	и ни в какой	1	1
23	д и т д	2	1
24	в коем случае не	1	1
25	и т д и	2	1
26	и в то же	2	1
27	это значит что мы	1	1
28	в этом смысле есть	1	1
29	это не значит что	1	1
30	ни в чем не	1	1
31	оно во всяком случае	1	1
32	познания добра и зла	1	1
33	имеет ничего общего с	3	1
34	то это значит что	1	1
35	и ни в каком	1	1
36	на идею и образ	1	1
37	если иметь в виду	2	1
