N	3gram	Tiupa_Lite_1	Komedia
1	к тому же	1	10
2	едва ли не	1	5
3	в том что	11	5
4	о том что	2	4
5	по отношению к	2	3
6	в том числе	1	3
7	так или иначе	8	3
8	в связи с	4	3
9	то же время	5	3
10	до тех пор	1	3
11	в то же	5	3
12	только потому что	1	2
13	чуть ли не	2	2
14	не говоря уже	2	2
15	в ответ на	1	2
16	в одной из	1	2
17	до сих пор	1	2
18	говоря уже о	1	2
19	в отличие от	5	2
20	бы то ни	1	2
21	в это время	1	2
22	то ни было	1	2
23	с одной стороны	2	2
24	во всяком случае	2	2
25	можно было бы	1	2
26	не в состоянии	1	1
27	как например в	1	1
28	все тот же	1	1
29	имеется в виду	1	1
30	мы имеем дело	1	1
31	как и во	1	1
32	в самом деле	1	1
33	в соответствии с	1	1
34	в том же	3	1
35	так и не	1	1
36	с точки зрения	2	1
37	только в том	2	1
38	как это было	1	1
39	которая со временем	1	1
40	с самого начала	1	1
41	для этой цели	1	1
42	в наше время	1	1
43	а то и	1	1
44	и нет необходимости	1	1
45	в этой связи	1	1
46	другой стороны он	1	1
47	если говорить о	1	1
48	в один из	1	1
49	на задний план	1	1
50	на второй план	1	1
51	так как будто	1	1
52	тех пор пока	1	1
53	в целом ряде	1	1
54	с другой стороны	1	1
55	в полной мере	1	1
56	не может быть	1	1
57	всяком случае в	1	1
58	показывает нам в	1	1
59	в свою очередь	1	1
60	не только в	4	1
61	но все же	1	1
62	во второй половине	1	1
63	как мы знаем	1	1
64	тем более что	1	1
65	но не менее	1	1
66	с собой в	1	1
67	и в литературе	1	1
68	в большинстве случаев	1	1
69	в общественном сознании	1	1
70	тем не менее	2	1
71	в столь же	1	1
72	том что для	1	1
