N	3gram	Losev_Vlad_3	Myslijsy
1	более или менее	5	8
2	во всяком случае	3	7
3	в том что	10	7
4	тем не менее	9	5
5	до сих пор	1	4
6	сам по себе	2	4
7	то и другое	1	4
8	в то время	4	4
9	в том смысле	1	4
10	на то что	2	3
11	то время как	2	3
12	с одной стороны	3	3
13	мы не можем	1	3
14	и в жизни	1	2
15	есть прежде всего	2	2
16	о которой мы	1	2
17	в таком случае	2	2
18	то что в	3	2
19	что в душе	1	2
20	том смысле как	1	2
21	одно и то	1	2
22	можно думать что	1	2
23	с другой стороны	2	2
24	для того чтобы	1	2
25	то же время	2	2
26	в одно целое	1	2
27	само по себе	3	2
28	не может быть	6	2
29	с самого начала	1	2
30	в этом смысле	3	2
31	в то же	3	2
32	и то же	1	2
33	сама по себе	1	2
34	в сравнении с	2	2
35	того времени когда	1	1
36	в нашем сознании	1	1
37	потому что в	1	1
38	и всякого рода	1	1
39	дело в том	5	1
40	бы если бы	2	1
41	наконец то что	1	1
42	это было бы	1	1
43	в таком виде	1	1
44	но даже и	2	1
45	том что он	1	1
46	о том как	1	1
47	одной стороны и	2	1
48	что же касается	5	1
49	то прежде всего	1	1
50	оно должно быть	2	1
51	и все признаки	1	1
52	только в том	3	1
53	и то и	1	1
54	и притом не	1	1
55	том случае если	2	1
56	нетрудно заметить что	1	1
57	в отличие от	3	1
58	при этом что	1	1
59	бы то ни	3	1
60	мыслимо только в	1	1
61	с тем что	1	1
62	не тождественно с	1	1
63	и это есть	1	1
64	но когда мы	1	1
65	отчет в том	1	1
66	с этой точки	1	1
67	и не в	1	1
68	вместе с тем	6	1
69	в том случае	3	1
70	и тем не	1	1
71	можно найти в	1	1
72	может и не	1	1
73	так а не	1	1
74	первой по времени	1	1
75	не только те	1	1
76	тому что все	1	1
77	себе отчет в	2	1
78	то ни было	1	1
79	найти в рассуждениях	1	1
80	а тем что	1	1
81	то к чему	1	1
82	и в нашем	1	1
83	имеет ничего общего	2	1
84	было бы очень	1	1
85	то что он	1	1
86	может быть много	1	1
87	все же не	1	1
88	в связи с	2	1
89	есть не только	1	1
90	человек еще не	1	1
91	не только на	1	1
92	в течение самого	1	1
93	о которых мы	1	1
94	не имеет ничего	2	1
95	на вопрос что	1	1
96	не менее и	1	1
97	и в таком	2	1
98	образом если не	1	1
99	даже и в	2	1
100	в этом случае	1	1
101	о том что	8	1
102	ничего общего с	2	1
103	что и в	3	1
104	а не иначе	1	1
105	вопрос о том	1	1
106	но все эти	1	1
107	здесь не о	1	1
108	мы знаем что	1	1
109	собственно говоря и	1	1
110	если бы не	1	1
111	мы уже не	1	1
112	и которые не	1	1
113	для него как	1	1
114	и в этом	5	1
115	не только от	1	1
116	бы для него	1	1
117	ни на одно	1	1
118	не иначе и	1	1
