N	3gram	Vygotskiy__3	Tvorches
1	по отношению к	2	3
2	до сих пор	1	3
3	не может быть	2	3
4	влечет за собой	1	2
5	в отличие от	6	2
6	так же как	6	2
7	все же не	1	2
8	во всяком случае	4	2
9	с другой стороны	3	2
10	так и в	2	2
11	о том что	3	2
12	в том что	17	2
13	в другом месте	1	1
14	том что в	1	1
15	не видим его	1	1
16	мы уже говорили	5	1
17	как и для	1	1
18	и через него	1	1
19	и по способу	2	1
20	в том числе	1	1
21	о том как	1	1
22	же как и	4	1
23	в дальнейшем мы	1	1
24	он приходит к	1	1
25	имеет в виду	1	1
26	сами по себе	3	1
27	является одним из	1	1
28	в случае с	1	1
29	несмотря на его	1	1
30	можно было бы	5	1
31	в этот период	1	1
32	точно так же	1	1
33	на него в	1	1
34	только потому что	2	1
35	что они имеют	2	1
36	в применении к	1	1
37	на наших глазах	1	1
38	и что в	1	1
39	не сводится к	1	1
40	в известном смысле	2	1
41	и в этом	2	1
42	не могут быть	1	1
43	а с другой	3	1
44	в свою очередь	2	1
45	той или иной	2	1
46	в связи с	5	1
47	не только потому	1	1
48	тем что они	2	1
49	в то время	4	1
50	решающую роль в	1	1
51	того или иного	2	1
52	мы не можем	1	1
53	как и всякая	1	1
54	не стоит ни	2	1
55	а в плане	1	1
56	решения этой задачи	1	1
57	ничего общего с	1	1
58	наряду с ними	1	1
59	к которым приводит	1	1
60	с самого начала	6	1
61	и превращается в	1	1
62	том числе и	1	1
63	и на другой	1	1
64	и в том	1	1
65	в высшей степени	6	1
66	как и в	2	1
