N	3gram	Bakhtin_Pr_2	Hudozhes
1	по отношению к	8	10
2	в отличие от	1	7
3	то же время	3	6
4	в то же	3	6
5	более или менее	1	5
6	с другой стороны	1	5
7	той или иной	3	5
8	в том что	4	5
9	и того же	1	3
10	с точки зрения	9	3
11	одного и того	1	3
12	тем не менее	1	3
13	можно сказать что	2	3
14	в этом смысле	5	3
15	в этом мире	1	2
16	в той или	2	2
17	в том и	1	2
18	в таком случае	1	2
19	отношению к герою	3	2
20	но он не	1	2
21	в равной степени	1	2
22	для того чтобы	1	2
23	в русской литературе	2	2
24	том числе и	2	2
25	в том числе	2	2
26	сама по себе	5	2
27	я и мир	1	1
28	совершается как бы	1	1
29	и в сущности	1	1
30	точки зрения и	1	1
31	самим собою в	1	1
32	точке выхода его	1	1
33	прежде всего в	1	1
34	в точке этого	2	1
35	не об отсутствии	1	1
36	имеем в виду	2	1
37	подобно тому как	2	1
38	к самому герою	1	1
39	в этом случае	1	1
40	и для него	1	1
41	предсказать помимо его	1	1
42	пределы всего что	1	1
43	бы в точке	1	1
44	в зависимости от	3	1
45	преступлении и наказании	2	1
46	только в условиях	1	1
47	в самом произведении	1	1
48	точке этого несовпадения	1	1
49	что он не	1	1
50	не входит в	2	1
51	выхода его за	1	1
52	у нее нет	1	1
53	с самим собою	1	1
54	для него не	1	1
55	человека с человеком	1	1
56	и др в	1	1
57	он ни был	1	1
58	в романе достоевского	1	1
59	по крайней мере	2	1
60	определить и предсказать	1	1
61	позицию по отношению	1	1
62	но в таком	1	1
63	человека с самим	1	1
64	и не дает	1	1
65	в самом начале	3	1
66	несовпадения человека с	1	1
67	не совпадает с	1	1
68	что входит в	2	1
69	жизнь личности совершается	1	1
70	отношению к нему	1	1
71	этого несовпадения человека	1	1
72	в той мере	1	1
73	и в пределах	1	1
74	таком случае это	1	1
75	и как бы	2	1
76	в его сознании	1	1
77	его за пределы	1	1
78	подлинная жизнь личности	2	1
79	они не входят	1	1
80	как более или	1	1
81	как бы в	2	1
82	так же как	3	1
83	и в том	2	1
84	в свое время	2	1
85	его можно лишь	1	1
86	высказывания и в	1	1
87	по ту сторону	1	1
88	но только для	1	1
89	в то время	1	1
90	за пределы всего	1	1
91	и здесь остается	1	1
92	в точке выхода	1	1
93	подсмотреть определить и	1	1
94	в преступлении и	2	1
95	о том что	3	1
96	то есть в	8	1
97	этой точки зрения	2	1
98	и в самом	2	1
99	личности совершается как	1	1
100	именно потому что	1	1
101	мы имеем в	2	1
102	мере в какой	1	1
103	друг от друга	2	1
104	той мере в	1	1
105	тех или иных	1	1
106	помимо его воли	1	1
107	особое отношение к	1	1
108	он не только	2	1
109	быть не может	1	1
110	не может быть	6	1
111	можно подсмотреть определить	1	1
112	к нему как	2	1
113	собою в точке	1	1
114	человека и его	2	1
115	к тому же	1	1
116	и предсказать помимо	1	1
117	входит в его	1	1
118	с самим собой	1	1
