N	2gram	Bakhtin_Fr_4	Psycholo
1	в том	7	37
2	и в	29	32
3	и что	1	22
4	то есть	21	21
5	том что	3	21
6	потому что	1	21
7	таким образом	20	21
8	то что	4	21
9	что в	1	20
10	может быть	2	18
11	так же	7	18
12	точки зрения	4	17
13	что и	1	17
14	не может	2	17
15	самом деле	1	16
16	что она	1	16
17	того чтобы	3	14
18	то же	10	13
19	в этом	11	13
20	при этом	3	13
21	для того	3	13
22	что он	4	13
23	в самом	1	12
24	не только	10	12
25	так как	7	12
26	художественной формы	1	12
27	на то	1	11
28	в основе	2	11
29	с точки	2	10
30	при помощи	1	10
31	но и	9	10
32	как и	12	10
33	и не	16	10
34	как в	2	9
35	никогда не	2	9
36	тем что	4	9
37	что все	1	9
38	в своих	2	9
39	с таким	2	8
40	той же	3	8
41	что это	5	8
42	дело с	1	8
43	того что	3	8
44	в сущности	6	7
45	что они	2	7
46	и как	3	7
47	все эти	9	7
48	такой же	3	7
49	и его	8	7
50	как будто	2	7
51	к тому	2	7
52	можно было	1	7
53	только в	2	7
54	мы знаем	1	7
55	сказать что	5	7
56	в этой	13	6
57	целый ряд	1	6
58	он не	3	6
59	если бы	1	6
60	формы и	2	6
61	те же	1	6
62	о том	2	6
63	все время	3	6
64	и мы	2	6
65	тот же	3	6
66	как бы	8	6
67	же самое	1	6
68	на самом	4	5
69	и на	11	5
70	только на	1	5
71	что у	3	5
72	далеко не	5	5
73	все это	4	5
74	в то	10	5
75	только из	1	5
76	в ней	3	5
77	и даже	3	5
78	до сих	1	5
79	сих пор	1	5
80	как раз	2	5
81	этом отношении	1	5
82	как на	2	5
83	ту же	1	4
84	же как	1	4
85	в чем	3	4
86	с этим	1	4
87	все же	3	4
88	в действительности	1	4
89	в целом	1	4
90	в нем	5	4
91	к одному	1	4
92	и по	5	4
93	том случае	1	4
94	и с	9	4
95	в жизни	2	4
96	в данном	1	4
97	знаем что	1	4
98	образом и	3	4
99	которые в	1	4
100	но только	2	4
101	совершенно правильно	1	4
102	ничего не	1	4
103	как она	1	4
104	и до	5	4
105	что на	1	4
106	и для	2	4
107	утверждать что	1	4
108	если же	2	4
109	и это	2	4
110	данном случае	1	4
111	и сам	3	4
112	которые мы	1	4
113	мы видим	3	4
114	из них	6	4
115	от того	1	4
116	с этой	1	4
117	случае если	1	4
118	и все	13	4
119	из этого	2	4
120	жизни и	4	4
121	и то	2	3
122	мы не	1	3
123	или же	1	3
124	время как	1	3
125	и он	1	3
126	но как	3	3
127	в общем	1	3
128	относится к	1	3
129	как к	3	3
130	и к	2	3
131	но в	12	3
132	он в	1	3
133	думать что	1	3
134	главным образом	1	3
135	каждая эпоха	1	3
136	не как	1	3
137	и вот	3	3
138	на этом	2	3
139	об этом	1	3
140	это было	1	3
141	в своей	5	3
142	в их	2	3
143	но он	6	3
144	в отношении	1	3
145	мы можем	3	3
146	видим что	1	3
147	во всем	1	3
148	само собой	1	3
149	на это	1	3
150	с ее	3	3
151	в виду	2	3
152	то время	2	3
153	так и	11	3
154	жизнь и	4	3
155	образом в	3	3
156	с другой	4	3
157	в конечном	1	3
158	бы и	1	3
159	один из	4	3
160	и так	3	3
161	и ее	1	3
162	каким образом	1	3
163	конечном счете	1	3
164	и других	3	3
165	и их	3	3
166	в конце	9	3
167	ссылается на	2	3
168	что тот	1	3
169	тому как	3	3
170	до конца	5	3
171	в частности	3	3
172	по своему	4	3
173	при всем	1	3
174	еще более	1	3
175	конце концов	4	3
176	эпоха имеет	1	3
177	в свою	1	3
178	также и	4	2
179	того же	5	2
180	и без	1	2
181	все те	2	2
182	и этот	1	2
183	еще не	4	2
184	при анализе	1	2
185	в первый	1	2
186	признание что	1	2
187	но даже	1	2
188	с его	4	2
189	же самые	1	2
190	в ее	3	2
191	и загадки	1	2
192	слишком много	1	2
193	но не	2	2
194	явлений и	1	2
195	если в	2	2
196	отличие от	1	2
197	в очень	1	2
198	что по	1	2
199	из самых	1	2
200	в которой	4	2
201	бы не	2	2
202	и тот	2	2
203	в себе	3	2
204	как он	2	2
205	что каждая	2	2
206	в узком	3	2
207	человеческого тела	1	2
208	однако он	1	2
209	на его	2	2
210	подобно тому	3	2
211	здесь мы	1	2
212	значение в	1	2
213	была в	1	2
214	она начала	1	2
215	к природе	1	2
216	это не	5	2
217	то все	1	2
218	в них	7	2
219	одного и	1	2
