N	3gram	Bakhtin_Fr_3	KulturaY
1	для того чтобы	3	15
2	в том что	1	15
3	с точки зрения	1	9
4	в том чтобы	1	8
5	по отношению к	2	8
6	с другой стороны	1	6
7	о том что	2	5
8	в этом отношении	2	5
9	во всяком случае	1	5
10	до сих пор	4	4
11	о том как	1	3
12	можно было бы	2	3
13	в связи с	4	3
14	в свою очередь	1	3
15	не может быть	2	3
16	на самом деле	3	2
17	в этом случае	1	2
18	потому что не	1	2
19	в свое время	1	2
20	то же время	6	2
21	несколько слов о	1	2
22	заключается в том	1	2
23	хотя бы и	1	2
24	и в самом	1	2
25	но все же	1	2
26	в то же	6	2
27	на том что	1	1
28	что иное как	1	1
29	прежде всего на	1	1
30	и свое особое	1	1
31	всего тем что	1	1
32	в одном лице	2	1
33	и в особенности	1	1
34	в настоящее время	1	1
35	свидетельствует о том	1	1
36	имеется в виду	1	1
37	помощью которого они	1	1
38	как раз и	1	1
39	о чем свидетельствует	1	1
40	в таких случаях	1	1
41	в отличие от	3	1
42	в строгом смысле	1	1
43	касается в частности	1	1
44	но для этого	1	1
45	в собственном смысле	1	1
46	речи так как	1	1
47	большую роль в	1	1
48	языка и стиля	1	1
49	в тех или	1	1
50	того что даже	1	1
51	в применении к	1	1
52	бы и не	1	1
53	в особенности в	1	1
54	в первом случае	1	1
55	тех или иных	1	1
56	несет на себе	1	1
57	с помощью которого	1	1
58	со всем тем	1	1
59	и вместе с	1	1
60	во всех этих	1	1
61	были бы вполне	1	1
62	на себе печать	1	1
63	притом не только	1	1
64	имеем в виду	1	1
65	но вернемся к	2	1
66	само по себе	1	1
67	вместо того чтобы	1	1
68	до наших дней	2	1
69	нельзя забывать что	1	1
70	между тем как	1	1
71	вовсе не в	1	1
72	в общей системе	1	1
73	что в ней	1	1
74	дело не с	1	1
75	в ее целом	1	1
76	и его школы	1	1
77	той или иной	2	1
78	мы имеем в	1	1
79	смысле этого слова	1	1
80	было бы перевести	1	1
81	во втором случае	1	1
82	не что иное	1	1
83	в них не	1	1
84	все то что	2	1
85	что и в	1	1
86	внимание только на	1	1
