N	3gram	Losev_Vlad_3	StatiiOP
1	в том что	10	11
2	не может быть	6	5
3	в этом смысле	3	4
4	с точки зрения	6	4
5	в этом отношении	2	4
6	то время как	2	4
7	во всяком случае	3	4
8	с другой стороны	2	4
9	о том что	8	4
10	в то время	4	4
11	с тем что	1	3
12	в конце концов	5	3
13	в связи с	2	3
14	то же время	2	3
15	не только в	1	3
16	на то что	2	3
17	в то же	3	3
18	только в виде	2	2
19	потому что он	1	2
20	в этой статье	1	2
21	и тем не	1	2
22	до сих пор	1	2
23	и не в	1	2
24	в этой области	1	2
25	себе отчет в	2	2
26	с одной стороны	3	2
27	и в этом	5	2
28	тем что в	1	2
29	нельзя сказать что	2	2
30	заключается в том	1	2
31	с самого начала	1	2
32	что это есть	2	2
33	по этому поводу	1	2
34	в течение всей	1	2
35	в его работе	1	2
36	в каком смысле	1	2
37	к тому что	2	2
38	а с другой	2	2
39	в том смысле	1	2
40	тем не менее	9	2
41	независимо от того	2	2
42	а иной раз	1	1
43	является как раз	1	1
44	не может не	1	1
45	в абсолютном и	1	1
46	интереснее всего в	1	1
47	потому что в	1	1
48	на себя внимание	2	1
49	иметь в виду	2	1
50	между прочим и	1	1
51	более или менее	5	1
52	и так сказать	1	1
53	вышли в свет	1	1
54	в самом деле	1	1
55	и с этим	1	1
56	с которым мы	1	1
57	что же касается	5	1
58	хочет сказать что	1	1
59	то же самое	1	1
60	на эти темы	1	1
61	том что он	1	1
62	именно то что	1	1
63	сам по себе	2	1
64	вместе с тем	6	1
65	начала до конца	1	1
66	выходила за рамки	1	1
67	ко всему этому	1	1
68	но очень важно	1	1
69	можно было бы	1	1
70	ни в какой	1	1
71	отличается тем что	1	1
72	то что в	3	1
73	никогда не был	4	1
74	с этой точки	1	1
75	с теми кто	1	1
76	она тем что	1	1
77	в своей статье	1	1
78	в своих ранних	2	1
79	обращает на себя	2	1
80	и если в	1	1
81	объясняется слишком большой	1	1
82	не теряя своей	1	1
83	это объясняется слишком	1	1
84	в том же	1	1
85	то можно сказать	1	1
86	в году в	3	1
87	является как можно	1	1
88	если не считать	1	1
89	в известном смысле	1	1
90	можно сказать так	1	1
91	этого нового этапа	1	1
92	то что он	1	1
93	так или иначе	2	1
94	целым рядом других	1	1
95	но можно и	1	1
96	с начала до	1	1
97	кроме того в	1	1
98	хотя бы на	1	1
99	в этом же	1	1
100	это есть не	1	1
101	иной раз даже	1	1
102	на вопрос что	1	1
103	что несмотря на	2	1
104	такая точка зрения	1	1
105	этой точки зрения	1	1
106	от того кто	1	1
107	а то что	1	1
108	и ни в	1	1
109	но в конце	1	1
110	но уже в	1	1
111	в одно целое	1	1
112	что из всех	1	1
113	он не понимает	1	1
114	к этим трем	1	1
115	так как в	1	1
116	отчет в том	1	1
117	и что если	1	1
118	не только не	1	1
119	уже в году	1	1
120	в каждой из	1	1
121	той или иной	1	1
122	его работе о	1	1
123	и в результате	1	1
124	что в смысле	1	1
125	в данном отношении	1	1
126	вопрос о том	1	1
127	отдает себе отчет	1	1
128	это вполне понятно	1	1
129	и больше ничего	1	1
130	на то как	1	1
131	сказать что это	1	1
132	для того чтобы	1	1
133	в россии был	1	1
134	ее содержания и	1	1
135	благодаря тому что	1	1
136	как мы видели	3	1
137	не говоря уже	1	1
