N	3gram	Losev_Prob_4	Stilisti
1	в то же	2	9
2	в зависимости от	3	7
3	для того чтобы	2	7
4	с точки зрения	11	5
5	того или иного	3	5
6	прежде всего в	1	4
7	то же самое	6	4
8	ту или иную	1	4
9	одно и то	1	4
10	в свою очередь	1	4
11	с самого начала	1	4
12	той или иной	11	4
13	на самом деле	3	3
14	не только в	4	3
15	в конце концов	1	3
16	и тем самым	1	3
17	но все же	1	3
18	должны были бы	1	2
19	само собой разумеется	1	2
20	мы можем не	1	2
21	равно как и	1	2
22	и в сознании	1	2
23	и в то	1	2
24	вместе с тем	3	2
25	же самое время	2	2
26	тот или иной	2	2
27	только потому что	1	2
28	мы не знаем	1	2
29	на первый взгляд	1	2
30	мы убедились что	1	2
31	что перед нами	2	2
32	есть не что	2	2
33	и как бы	1	2
34	не что иное	2	2
35	о том что	3	2
36	что иное как	2	2
37	в связи с	3	2
38	к тому что	1	2
39	тех или иных	3	2
40	в прямом и	1	1
41	представим себе что	1	1
42	хотя бы одной	2	1
43	и без его	1	1
44	однако мы все	1	1
45	может обойтись без	2	1
46	более или менее	2	1
47	не говоря уже	2	1
48	говоря уже об	1	1
49	прежде всего с	1	1
50	в нем и	1	1
51	не может обойтись	2	1
52	как раз и	1	1
53	необходимо заметить что	1	1
54	до сих пор	1	1
55	от чего же	1	1
56	и тем что	1	1
57	и есть не	1	1
58	по самой своей	1	1
59	и в смысловом	1	1
60	в человеческом обществе	1	1
61	как это будет	1	1
62	при этом мы	1	1
63	и вообще не	1	1
64	в себе и	2	1
65	и не нужны	1	1
66	несмотря на свою	1	1
67	можно было бы	4	1
68	одном и том	1	1
69	связанных между собой	1	1
70	они находятся в	1	1
71	по крайней мере	6	1
72	категорически утверждать что	1	1
73	хотя бы на	1	1
74	отнюдь не является	1	1
75	жизни и в	2	1
76	хотя бы и	2	1
77	в одном и	1	1
78	того чтобы не	1	1
79	является не просто	1	1
80	здесь нет и	1	1
81	в нашем смысле	10	1
82	и том же	1	1
83	от страха и	1	1
84	и ни к	1	1
85	и не было	2	1
86	по сравнению с	1	1
87	тем не менее	10	1
88	но даже и	4	1
89	тех или других	1	1
90	не связанных между	1	1
91	иметь в виду	1	1
92	но и его	1	1
93	мы говорили выше	1	1
94	о котором мы	1	1
95	приходит к мысли	1	1
96	был связан с	1	1
97	содержит в себе	8	1
98	другое дело если	1	1
99	на всех этих	1	1
100	как таковой еще	1	1
101	ничто не мешает	1	1
102	бросается в глаза	1	1
103	таковой еще не	1	1
104	само по себе	1	1
105	об этом мы	1	1
106	не только не	4	1
107	и не может	1	1
108	вопрос о том	1	1
109	ни в какой	4	1
110	оказывается что эта	1	1
111	не существует и	1	1
112	и тем более	2	1
113	совсем другое дело	1	1
114	и наконец в-третьих	1	1
115	мы имеем в	1	1
116	с другой стороны	6	1
117	только в том	3	1
118	для этого необходимо	1	1
119	слова то есть	2	1
120	являются не просто	1	1
121	наконец не в	1	1
122	вовсе не является	2	1
123	в том что	8	1
124	именно потому что	1	1
125	как и в	1	1
126	но если бы	2	1
127	в жизни и	1	1
