N	2gram	Potebnia_M_1	FransuaR
1	и в	39	65
2	то есть	42	45
3	как бы	6	22
4	и не	18	22
5	вовсе не	5	18
6	в сущности	2	16
7	в том	26	16
8	в этом	15	15
9	но в	9	14
10	в нем	20	13
11	и на	1	11
12	тела в	1	11
13	прежде всего	4	11
14	все эти	1	10
15	не только	21	10
16	и его	5	10
17	так и	13	10
18	но и	20	10
19	и потому	5	10
20	во всех	5	9
21	в его	5	9
22	все это	1	9
23	за пределы	2	8
24	в своем	3	8
25	в духе	1	8
26	и даже	4	8
27	и другие	1	8
28	его в	1	7
29	точки зрения	8	7
30	в области	1	7
31	только в	25	7
32	влияние на	2	7
33	жизни и	2	7
34	на самом	1	6
35	они были	1	6
36	в ней	7	6
37	еще не	6	6
38	все же	6	6
39	при этом	6	6
40	том что	16	6
41	в отношении	1	6
42	никогда не	4	6
43	тела и	1	6
44	как мы	2	6
45	времени и	2	6
46	одно из	3	6
47	так как	21	6
48	может быть	27	6
49	сказать что	3	6
50	в последующих	1	5
51	с его	1	5
52	как в	10	5
53	с их	1	5
54	в них	3	5
55	рядом с	1	5
56	как и	9	5
57	есть в	2	5
58	в своей	3	5
59	между людьми	1	5
60	потому что	52	5
61	между тем	5	5
62	тело и	1	5
63	на мир	1	5
64	для него	4	5
65	в одном	8	5
66	еще и	1	5
67	превращается в	1	5
68	связь с	2	5
69	и все	3	5
70	еще более	2	5
71	в своих	4	5
72	поэтому и	1	4
73	в самом	3	4
74	в этой	3	4
75	так сказать	2	4
76	входит в	1	4
77	во время	1	4
78	в их	2	4
79	мысли и	9	4
80	не понимает	1	4
81	не в	15	4
82	до сих	1	4
83	связи с	3	4
84	в жизни	3	4
85	из них	1	4
86	сих пор	1	4
87	для нас	9	4
88	между ними	1	4
89	совершенно не	1	4
90	в применении	2	3
91	самом деле	1	3
92	по его	7	3
93	жизни как	1	3
94	мы будем	2	3
95	жить и	1	3
96	уже не	2	3
97	но все	2	3
98	то что	10	3
99	в себе	13	3
100	но на	2	3
101	перестает быть	1	3
102	и с	3	3
103	и других	4	3
104	это не	7	3
105	весь мир	1	3
106	далеко не	1	3
107	в ее	1	3
108	с точки	3	3
109	но это	5	3
110	даже в	1	3
111	эти формы	2	3
112	самой жизни	1	3
113	ничего не	1	3
114	и тела	1	3
115	по своей	1	3
116	этом отношении	1	3
117	не могут	4	3
118	всегда в	1	3
119	в виду	2	3
120	и вообще	3	3
121	с ним	3	3
122	о нем	1	3
123	в самой	3	3
124	с другой	7	3
125	и во	3	3
126	к нему	1	3
127	во всей	1	3
128	что он	1	3
129	но как	3	3
130	мир в	1	3
131	друг друга	5	3
132	в других	2	3
133	даже и	2	3
134	не были	2	3
135	нет ничего	2	3
136	и их	3	3
137	применении к	2	3
138	в тех	1	3
139	в состоянии	3	3
140	но для	1	3
141	в более	4	3
142	не может	22	3
143	что в	22	3
144	отношения к	1	2
145	одним из	2	2
146	например в	1	2
147	нам кажется	1	2
148	его связь	1	2
149	видеть в	2	2
150	не была	1	2
151	не вполне	1	2
152	бы ни	4	2
153	которое в	1	2
154	форм в	1	2
155	на них	1	2
156	именно эти	1	2
157	в чем	1	2
158	но не	8	2
159	значение и	2	2
160	был связан	1	2
161	его к	2	2
162	это определение	1	2
163	в чисто	1	2
164	таковы например	1	2
165	из этих	4	2
166	во многих	2	2
167	он не	3	2
168	на его	1	2
169	его от	1	2
170	и по	6	2
171	так например	3	2
172	значительной степени	2	2
173	а его	3	2
174	на все	2	2
175	это было	1	2
176	в свой	1	2
177	истории и	1	2
178	были в	1	2
179	жизни но	1	2
180	в этих	7	2
181	от своего	1	2
182	и без	3	2
183	их в	1	2
184	бы быть	4	2
185	этот мир	1	2
186	в таких	2	2
187	дело в	2	2
188	на него	3	2
189	образом в	1	2
190	во всем	4	2
191	в мир	1	2
192	начиная с	1	2
193	есть только	11	2
194	могут быть	9	2
195	к тому	4	2
196	объем и	1	2
197	и это	3	2
198	но при	3	2
199	и многие	1	2
200	друг в	1	2
201	приводит к	1	2
202	роль в	1	2
203	понятно что	1	2
204	на что	2	2
205	стремление к	2	2
206	связанная с	1	2
207	из основных	2	2
208	о том	2	2
209	исторического развития	1	2
210	еще только	2	2
211	но с	2	2
212	мы видим	4	2
213	этот вопрос	2	2
214	с одной	3	2
215	лежащие в	1	2
216	только на	3	2
217	или даже	3	2
218	не для	1	2
219	от того	4	2
220	народного творчества	1	2
221	что не	10	2
222	одной стороны	3	2
223	на этот	2	2
224	более того	1	2
225	в друга	1	2
226	о необходимости	1	2
227	несмотря на	5	2
228	людьми и	2	2
229	выражения и	1	2
230	его на	2	2
231	быть только	5	2
232	да и	1	2
233	того что	8	2
234	что мы	4	2
235	в целом	2	2
236	между прочим	2	2
237	и для	5	2
238	при таком	4	2
239	и от	3	2
240	не подлежит	1	2
241	или в	2	2
242	хотя и	3	2
243	от него	4	2
244	вовсе нет	1	2
245	же в	2	2
246	он находит	1	2
247	речи и	10	2
248	в противоположность	1	2
249	в таком	5	2
250	а между	3	1
251	от этой	1	1
252	истории то	1	1
253	бытия по	1	1
254	то на	4	1
255	человека и	1	1
256	не имел	1	1
257	а из	1	1
258	все его	1	1
259	жизни мы	1	1
260	на деле	4	1
261	смотрит на	3	1
262	что слово	3	1
263	от своей	1	1
264	явления и	1	1
265	по которым	1	1
266	проникает в	1	1
267	собственном смысле	1	1
268	объясняется и	1	1
269	и возможность	1	1
270	и телесной	1	1
271	то же	6	1
272	их и	2	1
273	деле же	1	1
274	а как	2	1
275	может даже	1	1
276	по объему	1	1
277	мы не	10	1
278	тела с	1	1
279	именно к	1	1
280	на эти	1	1
281	оба эти	1	1
282	языка из	1	1
283	совпадает с	1	1
284	тоже можно	1	1
285	и народов	2	1
286	и другая	1	1
287	единство с	2	1
288	вопросы о	1	1
289	ним должно	1	1
290	понимания не	1	1
291	от них	1	1
292	видит в	1	1
293	с которыми	1	1
294	по отношению	13	1
295	есть по	1	1
296	а и	1	1
297	уже как	1	1
298	мы назвали	1	1
299	друг от	2	1
300	нельзя вывести	1	1
301	и мыслью	3	1
302	цепи развития	1	1
303	в животном	2	1
304	формы выражения	1	1
305	с этим	7	1
306	этого развития	1	1
307	свобода по	1	1
308	переходят друг	1	1
309	все остальные	4	1
310	и получает	1	1
311	в полном	2	1
312	тела есть	1	1
313	сознания в	2	1
314	и понимания	9	1
315	и как	6	1
316	говорит что	1	1
317	что по	3	1
318	самом начале	1	1
319	этим языком	1	1
320	и стремления	4	1
321	от этого	1	1
322	своего выражения	1	1
323	проявляются в	1	1
324	для которого	1	1
325	в произведении	1	1
326	еще на	1	1
327	в которой	2	1
328	отказывается от	1	1
329	он в	1	1
330	в нашем	1	1
331	в известном	1	1
332	по форме	1	1
333	см выше	1	1
334	но его	1	1
335	известных явлений	1	1
336	лица и	2	1
337	как он	1	1
338	на то	2	1
339	не могла	2	1
340	говоря только	1	1
341	и если	2	1
342	всем своем	1	1
343	для того	3	1
344	не определяет	1	1
345	жизнью и	1	1
346	и более	2	1
347	ни были	3	1
348	нашего времени	1	1
349	не могли	2	1
350	продолжает жить	1	1
351	из него	2	1
352	есть понятие	2	1
353	на этом	1	1
354	но дело	2	1
355	касается до	1	1
356	могла бы	2	1
357	явлениям и	1	1
358	человеку но	2	1
359	связанные с	1	1
360	и может	2	1
361	них не	2	1
362	литературного языка	1	1
363	зрения на	1	1
364	развития на	1	1
365	лишь в	1	1
366	всех народов	1	1
367	жизнь народа	2	1
368	было бы	12	1
369	человечества но	1	1
370	говоря о	1	1
371	различные проявления	1	1
372	даже по	1	1
373	но уже	2	1
374	о которых	2	1
375	мы имеем	1	1
376	новые формы	1	1
377	и уже	1	1
378	была непосредственно	1	1
379	переходим к	2	1
380	оно имеет	1	1
381	в развитии	1	1
382	языках но	1	1
383	без знания	1	1
384	был бы	1	1
385	на таких	1	1
386	его нельзя	1	1
387	представляется чем-то	1	1
388	несколько слов	1	1
389	и при	3	1
390	оно происходит	1	1
391	мысль и	1	1
392	что такое	1	1
393	жизни природы	2	1
394	человеком и	3	1
395	же основаниях	1	1
396	мы называем	2	1
397	самая сущность	1	1
398	не столько	1	1
399	и понятия	2	1
400	в которых	1	1
401	не представляется	2	1
402	царства природы	1	1
403	для всякого	2	1
404	отношений между	3	1
405	одном из	1	1
406	силы например	1	1
407	есть его	1	1
408	только для	3	1
409	времени не	1	1
410	но он	2	1
411	сами по	1	1
412	без всяких	1	1
413	есть еще	1	1
414	в современном	1	1
415	языков и	1	1
416	где нет	1	1
417	возвращается к	1	1
418	ни для	1	1
419	не менее	6	1
420	на рубеже	1	1
421	тем самым	4	1
422	она не	3	1
423	что с	1	1
424	вместе и	9	1
425	в то	4	1
426	мысли в	9	1
427	мышления и	1	1
428	принадлежат к	1	1
429	в науке	1	1
430	народов в	1	1
431	к народному	1	1
432	которого он	1	1
433	отрешиться от	1	1
434	в самых	1	1
435	не могло	3	1
436	для всего	1	1
437	следовательно и	2	1
438	на язык	7	1
439	в разных	2	1
440	и весь	1	1
441	чуждо его	1	1
442	же время	4	1
443	природы в	2	1
444	на те	1	1
445	и народной	1	1
446	другой стороны	5	1
447	этой речи	1	1
448	убедиться в	1	1
449	не чужд	1	1
450	остается в	1	1
451	до того	1	1
452	с участием	1	1
453	что на	6	1
454	не потому	2	1
455	у нас	2	1
456	в живой	2	1
457	все то	2	1
458	есть из	1	1
459	лежит в	1	1
460	и развития	2	1
461	о происхождении	8	1
462	он видит	1	1
463	бы они	2	1
464	свое значение	1	1
465	оно не	3	1
466	что при	5	1
467	которые мы	5	1
468	для кого	1	1
469	на это	1	1
470	где он	1	1
471	от народного	1	1
472	им в	1	1
473	своего развития	1	1
474	вступая в	1	1
475	значения и	1	1
476	каждому из	2	1
477	того чтобы	2	1
478	от друга	2	1
479	что все	3	1
480	того времени	1	1
481	людей в	1	1
482	здесь не	1	1
483	тем в	1	1
484	в собственном	2	1
485	они ни	2	1
486	телесной жизни	1	1
487	необходимости и	2	1
488	чтобы показать	1	1
489	и говорит	1	1
490	действия и	1	1
491	всей своей	1	1
492	так в	1	1
493	дано в	1	1
494	людей он	1	1
495	можно было	1	1
496	он именно	1	1
497	те же	1	1
498	было в	1	1
499	здесь нет	1	1
500	еще в	1	1
501	самих явлений	1	1
502	и многое	1	1
503	мы в	2	1
504	мыслью и	2	1
505	отрицать что	1	1
506	из одного	3	1
507	остановимся на	1	1
508	сложившиеся в	2	1
509	этого языка	2	1
510	и деятельности	1	1
511	приближается к	1	1
512	по себе	10	1
513	кого не	1	1
514	зрения он	1	1
515	вместе со	1	1
516	и миром	2	1
517	утверждает что	2	1
518	людей как	1	1
519	самом зародыше	1	1
520	затем в	1	1
521	должно было	1	1
522	нас в	1	1
523	которой мы	1	1
524	и всякая	1	1
525	в языке	33	1
526	бы в	4	1
527	есть с	1	1
528	и только	2	1
529	форм для	1	1
530	наконец в	1	1
531	именно в	1	1
532	она еще	1	1
533	сложное и	1	1
534	слов и	4	1
535	на других	1	1
536	мы хотим	1	1
537	и следовательно	2	1
538	как ее	1	1
539	в жизнь	1	1
540	не зная	2	1
541	это приводит	1	1
542	в формах	1	1
543	один из	1	1
544	образом как	1	1
545	мысли не	1	1
546	и народа	5	1
547	с ними	1	1
548	проникнуть в	1	1
549	в какой	1	1
550	и такое	1	1
551	всяком случае	1	1
552	и ее	1	1
553	не было	4	1
554	как начала	1	1
555	для всех	5	1
556	с нею	4	1
557	уже в	1	1
558	то и	7	1
559	в единстве	2	1
560	нужно еще	1	1
561	по законам	2	1
562	но самое	1	1
563	связан в	1	1
564	не из	3	1
565	языка но	3	1
566	же объясняется	1	1
567	за ним	2	1
568	и понимание	3	1
569	например к	1	1
570	в так	1	1
571	возможна и	1	1
572	не находит	1	1
573	что и	6	1
574	с этими	1	1
575	к ним	2	1
576	без этого	1	1
577	у него	1	1
578	случае не	1	1
579	и никакой	1	1
580	человек как	1	1
581	только по	2	1
582	тем что	9	1
583	ее на	1	1
584	развития в	1	1
585	именно как	1	1
586	со стороны	8	1
587	не лишены	1	1
