N	2gram	Voloshinov_1	OGranits
1	и в	16	13
2	и его	8	12
3	прежде всего	9	9
4	может быть	17	8
5	не может	8	8
6	и не	4	8
7	и т.п	2	7
8	в его	4	7
9	и их	4	7
10	и пр	12	7
11	точки зрения	8	7
12	только в	4	6
13	как бы	5	6
14	не только	7	6
15	то что	3	6
16	мы должны	1	6
17	таким образом	9	6
18	и т.д	1	5
19	все же	1	5
20	и наконец	4	5
21	но ведь	2	5
22	метода в	1	5
23	с точки	6	5
24	хотя бы	4	5
25	и эта	1	5
26	мы не	2	4
27	но мы	4	4
28	но в	4	4
29	мы можем	9	4
30	то же	2	4
31	лишь в	1	4
32	в сознании	1	4
33	в своей	2	4
34	было бы	2	4
35	все это	4	4
36	только и	2	4
37	и то	1	3
38	самом деле	6	3
39	в пределах	2	3
40	так и	4	3
41	говорить о	2	3
42	похожим на	2	3
43	за пределы	2	3
44	только путем	1	3
45	тела и	1	3
46	общего с	1	3
47	с этим	2	3
48	ни один	1	3
49	в одном	3	3
50	так как	4	3
51	но и	4	3
52	как и	2	3
53	точку зрения	1	3
54	что же	1	3
55	есть прежде	1	3
56	и для	2	3
57	никогда не	2	3
58	и все	4	3
59	т.п и	1	3
60	что в	3	3
61	ничего общего	1	3
62	ни одно	1	2
63	и др	3	2
64	данном случае	1	2
65	зависимости от	1	2
66	и может	4	2
67	роль в	1	2
68	на две	3	2
69	и этот	2	2
70	конечно в	1	2
71	мы уже	2	2
72	те же	3	2
73	мог бы	1	2
74	представлений и	3	2
75	если бы	1	2
76	что иное	1	2
77	иное как	1	2
78	не что	1	2
79	к предмету	1	2
80	с самого	4	2
81	в ней	1	2
82	ее в	2	2
83	в чем	5	2
84	в общем	3	2
85	нуждается в	5	2
86	во всей	2	2
87	что они	1	2
88	наконец в	1	2
89	к сожалению	1	2
90	может иметь	2	2
91	в которую	1	2
92	в данном	1	2
93	в этом	9	2
94	но так	1	2
95	в полном	1	2
96	в том	3	2
97	мы видим	2	2
98	тот же	1	2
99	вся область	1	2
100	с ними	4	2
101	от этого	1	2
102	в этот	2	2
103	все эти	5	2
104	с одной	1	2
105	учение о	3	2
106	уже в	1	2
107	кажется что	2	2
108	иным как	1	2
109	в нем	4	2
110	связанные с	2	2
111	при этом	6	2
112	и социально	1	2
113	для него	6	2
114	в другом	1	2
115	говорить об	1	2
116	отношений между	1	2
117	вовсе не	1	2
118	в них	2	2
119	связанных с	2	2
120	в области	3	2
121	с другой	1	2
122	в самом	2	2
123	входит в	1	2
124	может стать	1	2
125	мы считаем	1	2
126	не чем	1	2
127	одной стороны	1	2
128	материал в	1	2
129	не на	2	2
130	а не	1	2
131	в руках	1	2
132	между собою	2	2
133	представляет себе	1	2
134	несмотря на	1	2
135	в связи	1	2
136	том что	3	2
137	с помощью	2	2
138	от своего	1	2
139	конечно мы	2	2
140	и ее	4	2
141	так же	2	2
142	в течение	1	2
143	которой является	1	2
144	с этой	2	2
145	с историей	2	2
146	не менее	2	2
147	самого начала	4	2
148	не имеет	1	2
149	сознания и	2	2
150	на язык	3	2
151	от всех	1	2
152	во всем	1	2
153	нужно отметить	1	2
154	а в	3	2
155	еще в	1	2
156	нет ничего	1	2
157	и к	6	2
158	могут быть	3	2
159	чем иным	1	2
160	с телом	1	2
161	в своих	1	2
162	к тому	1	2
163	и это	6	1
164	же как	2	1
165	своего развития	1	1
166	человека и	1	1
167	и через	2	1
168	в виду	1	1
169	того же	2	1
170	но вообще	1	1
171	в некоторых	1	1
172	как известно	1	1
173	на основе	2	1
174	что до	1	1
175	словами и	1	1
176	науки о	1	1
177	это и	1	1
178	работы но	1	1
179	его школа	1	1
180	самый предмет	1	1
181	и есть	3	1
182	нам кажется	2	1
183	и художественных	1	1
184	в себя	1	1
185	ту же	2	1
186	сознания с	1	1
187	не имеют	1	1
188	едва ли	3	1
189	можно было	1	1
190	утверждаем что	1	1
191	отсюда и	1	1
192	мы имеем	1	1
193	к тем	1	1
194	и о	2	1
195	вопрос о	1	1
196	на место	1	1
197	быть может	2	1
198	для этого	2	1
199	из одного	1	1
200	на последующую	1	1
201	его за	1	1
202	с ее	4	1
203	сводится к	2	1
204	из того	1	1
205	должен теперь	1	1
206	часто и	1	1
207	но даже	1	1
208	не совсем	1	1
209	или только	1	1
210	в мире	1	1
211	рассчитана на	1	1
212	внимание на	1	1
213	другими словами	2	1
214	и что	1	1
215	комплексы и	1	1
216	рождения и	2	1
217	еще не	5	1
218	столь же	1	1
219	в конечном	3	1
220	художественной формы	1	1
221	к нему	1	1
222	на самом	4	1
223	совсем не	2	1
224	но не	1	1
225	борьба с	1	1
226	него все	1	1
227	с духом	1	1
228	отношение к	5	1
229	отметить что	1	1
230	нет и	2	1
231	в другой	1	1
232	в свои	1	1
233	образование которое	1	1
234	что методы	1	1
235	конечно при	1	1
236	один из	2	1
237	и как	3	1
238	его к	1	1
239	что он	2	1
240	не должна	1	1
241	может привести	1	1
242	всех социальных	1	1
243	под ним	1	1
244	организма и	2	1
245	со всеми	2	1
246	в этой	4	1
247	для всех	4	1
248	с их	3	1
249	значение так	1	1
250	события и	1	1
251	не имеющие	2	1
252	конечно не	6	1
253	не пытается	1	1
254	не можем	2	1
255	мы чувствуем	1	1
256	мы принуждены	1	1
257	жизнь как	1	1
258	только на	3	1
259	себя и	2	1
260	в нашей	1	1
261	как совершенно	1	1
262	этот момент	1	1
263	что она	1	1
264	и других	2	1
265	быть сведены	1	1
266	его и	1	1
267	конечном счете	2	1
268	не будут	1	1
269	и социальной	1	1
270	не сумеет	1	1
271	мы полагаем	3	1
272	в конце	1	1
273	другой так	1	1
274	привела к	1	1
275	из него	1	1
276	подобно тому	1	1
277	эта аналогия	1	1
278	на этом	3	1
279	даже и	1	1
280	для того	1	1
281	на всю	1	1
282	что мир	1	1
283	конечно если	1	1
284	часто мы	1	1
285	на все	1	1
