N	3gram	Voloshinov_1	Formalny
1	с точки зрения	5	14
2	не может быть	2	14
3	на самом деле	3	12
4	в то же	9	7
5	то же время	7	7
6	в зависимости от	5	5
7	с другой стороны	1	5
8	в самом деле	1	4
9	и не может	1	4
10	может быть понято	2	4
11	в связи с	2	4
12	в большинстве случаев	1	4
13	для того чтобы	7	4
14	то же самое	4	3
15	в этом отношении	2	3
16	вместе с тем	2	3
17	и не могут	1	3
18	одни и те	1	3
19	в том что	1	3
20	и те же	1	3
21	с помощью языка	1	3
22	вовсе не является	1	3
23	нет и не	1	2
24	равно как и	2	2
25	мы увидим что	2	2
26	то или иное	4	2
27	и в то	2	2
28	ничего не останется	2	2
29	и тем же	1	2
30	данной социальной группы	1	2
31	социального общения и	3	2
32	мы видели что	2	2
33	мы не можем	1	2
34	не только не	1	2
35	именно потому что	1	2
36	к тому что	2	2
37	же как мы	1	2
38	тем не менее	1	2
39	мы уже знаем	1	2
40	так и от	1	2
41	в последнем счете	1	2
42	смысле этого слова	2	2
43	в конце концов	3	2
44	как мы видели	3	2
45	это связано с	1	1
46	как и самое	1	1
47	и того же	1	1
48	что же такое	2	1
49	иметь в виду	1	1
50	в виду что	1	1
51	к одной и	1	1
52	так как и	1	1
53	являются для нас	1	1
54	в высказывание и	1	1
55	можно говорить лишь	1	1
56	виду прежде всего	1	1
57	свое выражение в	1	1
58	в этом случае	3	1
59	который вкладывается в	1	1
60	тот или иной	1	1
61	если же он	1	1
62	хотя бы и	1	1
63	что для них	1	1
64	выбор слов и	3	1
65	существенными социально-экономическими предпосылками	1	1
66	котором мы говорили	1	1
67	высказывания но и	1	1
68	социального коллектива в	1	1
69	в собственном смысле	1	1
70	при этом не	1	1
71	что же является	1	1
72	вошел в кругозор	1	1
73	не поняв его	1	1
74	в ее наиболее	1	1
75	но при всем	1	1
76	то у нас	1	1
77	они находятся в	1	1
78	и форму его	1	1
79	произведения совершается в	1	1
80	до сих пор	1	1
81	мы подойдем к	1	1
82	конечно это не	1	1
83	коллектива в котором	1	1
84	и в жизни	1	1
85	жизни и в	1	1
86	не может пойти	1	1
87	ту или иную	3	1
88	не с помощью	1	1
89	в процессе общения	1	1
90	того чтобы не	1	1
91	без такого понимания	1	1
92	в значительной степени	2	1
93	чтобы убедиться в	1	1
94	имели в виду	2	1
95	тот факт что	1	1
96	существеннейшую роль в	1	1
97	плану между тем	1	1
98	не только в	3	1
99	связаны с более	1	1
100	а не иначе	1	1
101	но при этом	2	1
102	и является задачей	1	1
103	и не было	1	1
104	так а не	1	1
105	остается тем же	1	1
106	как таковой не	1	1
107	слово как таковое	1	1
108	его со всех	1	1
109	с нашей точки	1	1
110	того социального коллектива	1	1
111	условий при которых	1	1
112	о чем говорится	1	1
113	собственном смысле слова	1	1
114	о котором мы	1	1
115	и той же	2	1
116	все то что	2	1
117	что при этом	1	1
118	мы убедились что	2	1
119	о том что	2	1
120	того или иного	5	1
121	в той же	3	1
122	и все же	1	1
123	первой и второй	1	1
124	а не наоборот	1	1
125	в виду прежде	1	1
126	и чаще всего	1	1
127	можно было бы	1	1
128	быть понято и	2	1
129	и никогда не	1	1
130	с самого начала	4	1
131	зависимости от того	2	1
132	не только на	1	1
133	подвести некоторые итоги	1	1
134	художественного творчества и	1	1
135	той или иной	3	1
136	но все же	2	1
137	нашей точки зрения	1	1
138	и в романе	1	1
139	можно сказать что	2	1
140	с тем и	2	1
141	мы имеем в	1	1
142	на всякое высказывание	1	1
143	одного и того	1	1
144	в наш кругозор	1	1
145	лишь там где	1	1
146	одной и той	2	1
147	той же мере	1	1
148	в конкретном высказывании	1	1
149	тех или иных	3	1
150	друг друга и	1	1
151	знаком в слове	1	1
152	как и в	1	1
153	социальной оценки в	1	1
154	мы совершенно не	1	1
155	же самое и	1	1
156	в жизни и	1	1
157	или иное место	1	1
