N	2gram	Bakhtin_Fr_2	Dialekti
1	не есть	1	40
2	и не	15	30
3	и в	49	18
4	точки зрения	6	17
5	ничего не	2	17
6	может быть	5	17
7	и есть	1	16
8	в нем	9	16
9	ни в	3	15
10	так что	1	15
11	потому что	1	14
12	а не	1	14
13	не только	17	13
14	и даже	2	13
15	то что	6	13
16	что в	2	13
17	в этом	15	12
18	было бы	3	12
19	с точки	5	12
20	если бы	1	12
21	не может	7	12
22	учение о	2	11
23	в себе	4	11
24	что он	3	11
25	так как	6	11
26	как бы	11	11
27	это значит	1	11
28	все это	9	11
29	то же	7	10
30	несмотря на	3	10
31	прежде всего	19	10
32	сказать что	6	10
33	и то	1	9
34	так и	6	9
35	это не	1	9
36	том что	4	9
37	никогда не	5	9
38	это есть	1	9
39	в том	3	9
40	ясно что	1	8
41	но это	2	8
42	к нему	3	8
43	совершенно не	2	8
44	также и	3	7
45	и как	1	7
46	что не	1	7
47	как она	1	7
48	не существует	1	7
49	мы находим	4	7
50	вовсе не	10	7
51	но и	13	7
52	хотя бы	1	6
53	в чем	1	6
54	но в	4	6
55	с другой	4	6
56	и вот	3	6
57	нем есть	1	6
58	не в	1	6
59	она не	1	6
60	в то	6	6
61	с ним	4	6
62	можно сказать	2	6
63	ни с	1	6
64	не было	4	6
65	ни на	1	6
66	да и	3	6
67	и ни	1	6
68	науки и	1	5
69	я не	1	5
70	и он	1	5
71	отношение к	8	5
72	в своем	5	5
73	все же	7	5
74	в противоположность	2	5
75	на то	2	5
76	и с	6	5
77	в этих	4	5
78	но если	1	5
79	в отношении	2	5
80	не нуждается	1	5
81	ровно ничего	1	5
82	в виду	3	5
83	есть только	1	5
84	в дальнейшем	2	5
85	можно было	3	5
86	как же	1	5
87	мы должны	2	5
88	в особенности	5	5
89	говорит о	1	5
90	есть и	1	5
91	а в	4	5
92	это и	2	4
93	то я	1	4
94	об этом	1	4
95	он есть	1	4
96	но лишь	1	4
97	смысл и	2	4
98	и более	4	4
99	что эта	1	4
100	же время	6	4
101	не о	1	4
102	к ней	2	4
103	к тому	1	4
104	как мы	7	4
105	только то	2	4
106	и вообще	3	4
107	о том	3	4
108	мы видим	1	4
109	но не	5	4
110	в котором	1	4
111	в конце	2	4
112	мы можем	2	4
113	как раз	1	4
114	хотя и	2	4
115	так же	2	4
116	другой стороны	3	4
117	во всяком	2	4
118	отношения к	4	3
119	самом деле	1	3
120	только потому	1	3
121	должна быть	1	3
122	действительности и	1	3
123	есть не	1	3
124	но она	1	3
